,B.IPE_open,B.IPE_high,B.IPE_low,B.IPE_close,B.IPE_volume
2014-05-14,108.65,109.55,108.63,109.2,258580.0
2014-05-15,109.31,109.65,108.83,109.02,222800.0
2014-05-16,108.96,110.05,108.88,109.68,229928.0
2014-05-19,109.82,110.33,109.3,109.36,171705.0
2014-05-20,109.33,110.0,109.1,109.84,172785.0
2014-05-21,109.76,110.73,109.7,110.54,219999.0
2014-05-22,110.49,111.04,110.17,110.39,200094.0
2014-05-23,110.38,110.7,110.25,110.44,143657.0
2014-05-26,,,,110.44,
2014-05-27,110.35,110.8,109.71,110.19,173412.0
2014-05-28,110.22,110.4,109.41,110.06,175307.0
2014-05-29,109.89,110.46,109.72,110.07,174684.0
2014-05-30,110.02,110.13,109.22,109.49,175046.0
2014-06-03,108.17,108.32,107.7,108.18,144810.0
2014-06-04,108.19,108.75,107.37,107.43,167922.0
2014-06-05,107.43,108.27,107.11,108.19,156260.0
2014-06-06,108.2,108.6,107.71,108.01,156157.0
2014-06-09,108.1,109.3,107.79,109.1,199593.0
2014-06-10,108.4,108.76,107.75,108.29,115057.0
2014-06-11,108.25,108.86,108.12,108.84,90936.0
2014-06-12,108.82,111.96,108.72,111.9,158014.0
2014-06-13,112.02,113.19,111.26,111.52,151029.0
2014-06-16,112.73,113.28,112.33,112.83,175895.0
2014-06-17,112.97,113.8,112.16,113.31,240515.0
2014-06-18,113.46,114.54,113.05,114.14,240752.0
2014-06-19,114.22,115.71,114.15,114.92,250241.0
2014-06-20,114.92,115.11,114.43,114.68,198840.0
2014-06-23,114.99,115.66,113.86,113.97,220720.0
2014-06-24,113.9,114.83,113.55,114.13,230490.0
2014-06-25,113.9,114.19,112.83,113.71,126177.0
2014-06-26,113.8,113.8,112.55,112.56,116592.0
2014-06-27,112.61,113.26,112.43,112.77,75260.0
2014-06-30,112.67,112.7,111.86,111.95,171010.0
2014-07-01,111.8,112.54,111.68,111.85,203676.0
2014-07-02,111.95,112.23,110.87,111.0,254536.0
2014-07-03,110.87,111.03,110.5,110.89,230671.0
2014-07-04,110.83,111.16,110.48,110.49,67482.0
2014-07-07,110.75,110.84,109.82,109.85,147613.0
2014-07-08,110.09,110.13,108.84,109.01,262380.0
2014-07-09,108.96,109.13,108.31,108.32,220325.0
2014-07-10,108.3,109.2,107.98,108.85,254102.0
2014-07-11,108.94,109.08,106.96,107.25,356173.0
2014-07-14,107.22,108.12,106.92,107.6,299036.0
2014-07-15,107.51,107.69,105.59,106.75,385016.0
2014-07-16,106.81,107.96,106.75,107.08,304944.0
2014-07-17,107.13,108.6,106.8,108.45,296510.0
2014-07-18,108.5,108.62,106.94,107.14,210876.0
2014-07-21,107.15,107.87,106.79,107.68,211696.0
2014-07-22,107.8,108.4,106.83,106.89,183102.0
2014-07-23,106.87,108.25,106.87,108.18,207150.0
2014-07-24,108.15,108.21,106.83,107.13,179569.0
2014-07-25,107.2,108.46,106.73,108.13,253169.0
2014-07-28,108.3,108.38,107.01,107.5,139522.0
2014-07-29,107.46,108.05,107.13,107.5,176638.0
2014-07-30,107.5,107.86,105.84,106.03,218385.0
2014-07-31,106.06,106.59,105.41,105.52,234552.0
2014-08-01,105.6,106.12,104.39,104.69,216356.0
2014-08-04,105.34,106.29,105.23,106.19,150486.0
2014-08-05,106.24,106.24,104.69,105.59,170633.0
2014-08-06,105.43,106.0,105.21,105.27,206234.0
2014-08-07,105.36,106.53,104.88,106.37,192414.0
2014-08-08,106.27,107.45,105.31,105.31,200917.0
2014-08-11,105.5,106.13,105.08,105.09,165902.0
2014-08-12,105.17,105.35,103.49,103.8,277356.0
2014-08-13,103.73,105.13,103.26,104.68,312682.0
2014-08-14,104.9,105.09,101.91,102.08,301854.0
2014-08-15,102.05,103.76,102.05,103.4,199628.0
2014-08-18,103.21,103.3,101.11,101.79,181098.0
2014-08-19,101.62,102.07,101.07,101.6,177096.0
2014-08-20,101.5,102.37,101.44,102.29,166194.0
2014-08-21,102.14,102.79,101.21,102.69,179611.0
2014-08-22,102.67,102.83,102.0,102.1,132505.0
2014-08-25,,,,102.1,
2014-08-26,102.71,103.4,102.35,102.58,149825.0
2014-08-27,102.42,103.07,102.05,102.6,146234.0
2014-08-28,102.54,103.2,102.25,102.47,184780.0
2014-08-29,102.51,103.3,102.49,103.04,169325.0
2014-09-01,103.62,103.87,103.04,103.1,49680.0
2014-09-02,103.14,103.36,100.8,101.27,147038.0
2014-09-03,101.03,103.66,101.01,102.91,135238.0
2014-09-04,102.95,103.45,102.18,102.3,159671.0
2014-09-05,102.32,102.84,100.95,101.53,155791.0
2014-09-09,100.82,101.25,99.8,100.0,167592.0
2014-09-10,100.1,100.25,98.41,98.75,215317.0
2014-09-11,98.81,99.25,97.48,98.95,231266.0
2014-09-12,98.92,99.59,97.67,97.8,224474.0
2014-09-15,97.73,98.4,97.02,98.0,193491.0
2014-09-16,97.96,99.45,97.44,99.0,199768.0
2014-09-17,98.95,99.61,98.51,98.72,190165.0
2014-09-18,99.27,99.71,98.11,98.34,151057.0
2014-09-19,98.31,99.12,97.91,99.0,108296.0
2014-09-22,98.66,98.94,97.14,97.61,127359.0
2014-09-23,97.74,98.31,97.29,97.67,168587.0
2014-09-24,97.65,97.99,96.34,97.75,168367.0
2014-09-25,97.57,98.2,96.91,97.68,140440.0
2014-09-26,97.65,98.12,97.12,97.45,115928.0
2014-09-29,97.44,97.93,96.94,97.68,130369.0
2014-09-30,97.63,98.33,94.87,95.35,204075.0
2014-10-08,92.33,92.33,91.0,92.14,269128.0
2014-10-09,92.02,92.23,88.77,89.23,295251.0
2014-10-10,89.56,90.86,88.35,90.27,304318.0
2014-10-13,90.4,90.57,87.1,88.61,279798.0
2014-10-14,88.75,89.28,84.83,86.05,416860.0
2014-10-15,85.96,86.02,83.38,83.75,434885.0
2014-10-16,83.36,88.0,82.93,86.76,430684.0
2014-10-17,86.5,87.34,85.49,86.1,280473.0
2014-10-20,86.35,86.7,84.41,85.34,247595.0
2014-10-21,85.13,86.49,85.1,86.43,258394.0
2014-10-22,86.46,87.07,84.47,84.68,264812.0
2014-10-23,84.71,87.19,84.12,86.7,306978.0
2014-10-24,86.78,86.78,85.29,86.25,208221.0
2014-10-27,86.08,86.25,84.55,85.43,228442.0
2014-10-28,85.5,86.38,85.08,86.23,198863.0
2014-10-29,86.1,87.94,86.06,86.76,243839.0
2014-10-30,86.93,87.1,85.71,86.1,191876.0
2014-10-31,86.02,86.25,84.6,85.96,225370.0
2014-11-03,86.31,86.9,84.54,84.71,125254.0
2014-11-04,84.73,84.95,82.67,83.3,168336.0
2014-11-05,83.36,84.99,82.2,83.89,214232.0
2014-11-06,83.65,83.8,82.63,83.31,150897.0
2014-11-07,83.29,84.4,82.8,83.6,147143.0
2014-11-10,84.0,85.5,82.5,82.5,191493.0
2014-11-11,82.68,83.01,81.27,82.0,273890.0
2014-11-12,82.0,82.4,80.5,80.67,269319.0
2014-11-13,80.72,81.01,77.29,77.73,347461.0
2014-11-14,77.67,79.75,76.76,79.6,267611.0
2014-11-17,79.5,79.6,77.94,79.08,189076.0
2014-11-18,79.01,79.95,78.21,78.41,209549.0
2014-11-19,78.41,79.45,78.04,78.05,247154.0
2014-11-20,78.16,79.95,77.56,79.79,206376.0
2014-11-21,79.95,81.61,79.07,80.36,264605.0
2014-11-24,80.5,80.85,79.4,79.4,151150.0
2014-11-25,79.45,80.44,78.05,78.17,256827.0
2014-11-26,78.28,78.86,77.3,77.53,202194.0
2014-11-27,77.4,77.46,71.25,72.82,244649.0
2014-11-28,72.58,73.41,69.78,70.02,262029.0
2014-12-01,70.15,73.02,67.53,72.79,369850.0
2014-12-02,72.51,73.03,70.4,71.09,252522.0
2014-12-03,70.95,71.46,69.5,70.03,244860.0
2014-12-04,70.15,70.6,68.81,69.43,190550.0
2014-12-05,69.75,70.22,68.54,69.05,140997.0
2014-12-08,69.09,69.19,66.4,66.52,137142.0
2014-12-09,66.44,67.41,65.73,66.79,155821.0
2014-12-10,66.54,66.74,63.83,64.56,200468.0
2014-12-11,64.95,65.37,63.38,63.55,183542.0
2014-12-12,63.38,63.94,61.67,61.92,216699.0
2014-12-15,61.84,63.48,60.4,60.52,258141.0
2014-12-16,60.87,61.25,58.5,59.8,351493.0
2014-12-17,59.9,63.4,58.71,60.64,304053.0
2014-12-18,60.94,63.7,59.17,59.81,294885.0
2014-12-19,59.85,62.66,59.05,62.15,222067.0
2014-12-22,61.99,62.97,59.84,60.13,195794.0
2014-12-23,60.24,62.14,59.84,61.55,159862.0
2014-12-24,61.63,61.71,59.37,60.15,108671.0
2014-12-25,,,,60.15,
2014-12-26,,,,60.15,
2014-12-29,59.65,60.43,57.37,57.98,155113.0
2014-12-30,,,,57.98,
2014-12-31,58.2,58.55,56.65,58.46,67589.0
2015-01-05,57.08,57.12,53.65,54.15,189091.0
2015-01-06,54.23,54.65,51.55,52.0,244287.0
2015-01-07,52.13,52.8,50.66,52.09,250471.0
2015-01-08,52.08,52.93,50.9,52.12,220316.0
2015-01-09,52.36,52.51,50.1,51.28,300479.0
2015-01-12,51.09,51.12,48.44,48.46,291126.0
2015-01-13,48.3,48.5,46.4,48.0,400976.0
2015-01-14,48.0,50.37,46.78,49.73,411296.0
2015-01-15,49.6,52.42,48.07,48.36,448066.0
2015-01-16,48.25,50.41,48.07,49.9,293492.0
2015-01-19,50.1,50.35,48.68,48.85,106771.0
2015-01-20,48.91,49.48,47.78,48.17,259584.0
2015-01-21,48.29,49.59,48.21,48.75,268649.0
2015-01-22,48.6,50.45,48.02,49.0,321470.0
2015-01-23,49.11,49.8,48.55,48.55,245343.0
2015-01-26,48.56,49.29,47.57,48.11,241380.0
2015-01-27,48.25,49.99,47.67,49.26,249568.0
2015-01-28,49.1,49.72,48.29,48.65,275153.0
2015-01-29,48.69,49.25,48.37,49.05,236631.0
2015-01-30,49.15,53.08,48.76,52.95,335018.0
2015-02-02,52.68,55.62,51.41,54.85,402067.0
2015-02-03,55.0,59.0,54.84,57.0,414587.0
2015-02-04,59.1,59.11,54.54,55.47,224731.0
2015-02-05,55.85,58.78,54.06,57.87,236907.0
2015-02-06,57.67,59.9,57.67,59.09,190948.0
2015-02-09,58.5,60.59,58.25,58.83,204354.0
2015-02-10,58.87,59.62,57.19,57.97,231892.0
2015-02-11,58.15,58.15,55.16,56.3,291699.0
2015-02-12,56.33,59.91,56.07,59.24,371561.0
2015-02-13,59.27,61.77,59.08,61.41,348799.0
2015-02-16,61.49,62.57,60.71,61.6,171270.0
2015-02-17,61.68,63.0,60.27,62.29,277965.0
2015-02-25,59.51,62.92,59.25,62.56,133814.0
2015-02-26,62.53,63.25,60.33,61.17,135915.0
2015-02-27,61.33,63.4,61.24,63.09,145228.0
2015-03-02,62.83,62.96,60.04,60.67,173291.0
2015-03-03,60.64,62.52,60.47,61.75,167299.0
2015-03-04,61.54,61.69,60.24,61.06,162982.0
2015-03-05,61.19,62.1,60.58,61.13,177542.0
2015-03-06,61.19,61.75,59.67,60.26,160563.0
2015-03-09,60.05,60.5,58.95,59.11,194228.0
2015-03-10,58.95,59.26,56.62,56.91,197285.0
2015-03-11,56.93,58.25,56.35,58.22,228623.0
2015-03-12,58.23,59.15,56.75,57.18,270011.0
2015-03-13,57.25,57.6,54.75,54.89,276362.0
2015-03-16,54.66,55.01,52.65,54.15,283903.0
2015-03-17,54.1,54.38,52.57,53.3,240285.0
2015-03-18,53.28,56.84,52.68,56.27,262440.0
2015-03-19,56.18,56.2,53.91,54.46,209646.0
2015-03-20,54.46,55.67,53.55,55.22,186667.0
2015-03-23,55.24,56.19,54.12,55.89,191637.0
2015-03-24,55.83,56.79,54.85,55.31,197476.0
2015-03-25,55.09,57.17,54.7,56.38,256043.0
2015-03-26,56.35,59.78,56.3,58.86,334870.0
2015-03-27,58.97,59.04,55.95,56.12,223862.0
2015-03-30,,57.58,56.18,57.45,133782.0
2015-03-31,57.12,57.31,55.78,56.15,161563.0
2015-04-01,56.18,58.72,55.76,57.73,203788.0
2015-04-02,57.75,58.32,55.12,56.23,187638.0
2015-04-03,,,,56.23,
2015-04-07,59.3,60.32,58.17,59.66,222597.0
2015-04-08,59.35,59.75,56.61,57.29,268733.0
2015-04-09,57.3,59.16,57.1,57.92,214867.0
2015-04-10,57.88,59.18,57.33,59.1,206752.0
2015-04-13,,60.59,58.56,59.06,248540.0
2015-04-14,59.14,60.44,58.95,60.17,296470.0
2015-04-15,60.06,63.47,60.03,62.71,344269.0
2015-04-16,62.9,64.95,62.0,63.94,293485.0
2015-04-17,64.02,64.5,62.95,63.72,220117.0
2015-04-20,63.85,64.4,62.1,63.48,239802.0
2015-04-21,63.52,63.52,61.65,61.78,218306.0
2015-04-22,61.9,63.33,61.39,62.85,230058.0
2015-04-23,62.88,65.58,62.22,64.75,326736.0
2015-04-24,64.75,65.8,64.48,65.49,259489.0
2015-04-27,65.47,65.61,64.4,64.65,189765.0
2015-04-28,64.74,65.49,63.9,64.57,196461.0
2015-04-29,64.64,66.72,64.13,65.6,238435.0
2015-04-30,65.63,66.93,65.37,66.8,223481.0
2015-05-04,,,,66.51,
2015-05-05,66.33,68.4,66.14,67.57,255639.0
2015-05-06,68.43,70.36,68.04,68.15,182444.0
2015-05-07,68.04,69.17,65.88,66.32,215495.0
2015-05-08,66.16,66.88,65.0,66.4,194398.0
2015-05-11,66.15,66.53,65.01,65.51,192324.0
2015-05-12,65.5,67.95,65.4,67.82,296214.0
2015-05-13,67.83,68.52,66.87,67.04,315582.0
2015-05-14,67.03,67.82,66.26,66.65,247258.0
2015-05-15,66.75,67.0,65.37,66.86,206137.0
2015-05-18,66.91,67.88,65.92,66.3,198219.0
2015-05-19,66.19,66.39,63.95,64.45,253354.0
2015-05-20,64.49,65.18,64.1,64.96,210395.0
2015-05-21,64.89,66.88,64.83,66.48,250909.0
2015-05-22,66.59,66.64,65.1,65.57,184554.0
2015-05-25,,,,65.57,
2015-05-26,65.7,65.7,63.29,63.89,224131.0
2015-05-27,63.89,64.67,61.96,62.25,257061.0
2015-05-28,62.2,62.95,61.24,62.85,238590.0
2015-05-29,62.89,65.83,62.68,65.45,278461.0
2015-06-01,66.6,66.6,64.86,65.5,133238.0
2015-06-02,65.35,66.5,65.27,66.1,169533.0
2015-06-03,66.11,66.12,64.26,64.46,193201.0
2015-06-04,64.56,64.74,62.48,62.81,175573.0
2015-06-05,62.6,64.12,61.67,63.92,161461.0
2015-06-08,63.56,64.04,63.04,63.19,208398.0
2015-06-09,63.22,65.79,63.22,65.72,237039.0
2015-06-10,65.8,66.94,65.44,66.09,235649.0
2015-06-11,66.11,66.71,65.2,65.47,193362.0
2015-06-12,66.15,66.23,65.15,65.29,68815.0
2015-06-15,65.07,65.37,64.04,64.68,139220.0
2015-06-16,64.47,65.11,64.2,64.45,164249.0
2015-06-17,64.51,66.21,63.41,64.48,178703.0
2015-06-18,64.57,65.71,64.22,64.98,133455.0
2015-06-19,64.9,65.25,63.1,63.5,116887.0
2015-06-23,63.99,65.57,63.52,65.23,136352.0
2015-06-24,65.37,65.69,63.68,64.18,140376.0
2015-06-25,64.19,64.54,63.31,63.93,130588.0
2015-06-26,64.15,64.16,63.08,63.66,113379.0
2015-06-29,63.23,63.59,62.0,62.55,154221.0
2015-06-30,62.44,64.37,62.3,63.68,171974.0
2015-07-01,63.6,63.85,62.27,62.5,200673.0
2015-07-02,62.7,63.65,62.27,62.29,149013.0
2015-07-03,62.28,62.56,60.63,61.09,63795.0
2015-07-06,60.45,60.54,56.87,57.14,172227.0
2015-07-07,57.28,58.31,55.6,58.0,230109.0
2015-07-08,57.75,58.15,56.35,57.63,264126.0
2015-07-09,57.6,59.5,57.31,58.79,264472.0
2015-07-10,58.87,59.9,58.15,58.89,197344.0
2015-07-13,58.59,59.14,57.16,58.14,216365.0
2015-07-14,58.05,58.98,56.75,58.94,330179.0
2015-07-15,58.8,58.98,56.92,57.37,274669.0
2015-07-16,57.36,58.0,56.86,56.95,246843.0
2015-07-17,56.93,57.35,56.4,57.01,157126.0
2015-07-20,57.12,57.44,56.33,56.54,161060.0
2015-07-21,56.55,57.44,56.33,56.98,188877.0
2015-07-22,56.88,56.9,55.92,56.09,221457.0
2015-07-23,56.04,56.53,55.1,55.41,207129.0
2015-07-24,55.39,55.6,54.3,54.56,195038.0
2015-07-27,54.45,54.89,52.83,52.96,226373.0
2015-07-28,53.08,54.08,52.28,52.98,290602.0
2015-07-29,52.99,54.33,52.51,53.55,290427.0
2015-07-30,53.6,54.38,53.02,53.38,217285.0
2015-07-31,53.43,53.47,51.63,51.85,212823.0
2015-08-03,51.55,52.01,49.36,49.59,306500.0
2015-08-04,49.7,50.45,49.58,50.28,221652.0
2015-08-05,50.14,50.99,49.02,49.72,280763.0
2015-08-06,50.1,50.35,49.44,50.15,176252.0
2015-08-07,50.19,50.61,49.06,49.21,191261.0
2015-08-10,49.01,51.1,48.9,50.69,182847.0
2015-08-11,51.1,51.69,49.18,49.87,225226.0
2015-08-12,49.81,50.53,49.28,50.21,264689.0
2015-08-13,50.38,50.83,49.25,49.65,309380.0
2015-08-14,49.48,49.83,48.65,48.77,286658.0
2015-08-17,48.76,49.44,48.35,48.57,195605.0
2015-08-18,48.55,49.04,48.25,48.65,191533.0
2015-08-19,48.5,49.11,46.78,46.88,250806.0
2015-08-20,47.03,47.38,46.03,46.25,221543.0
2015-08-21,46.34,46.51,45.07,45.43,231795.0
2015-08-24,45.35,45.46,42.23,42.45,305733.0
2015-08-25,42.79,44.5,42.68,43.5,292102.0
2015-08-26,43.32,43.76,42.81,43.64,267561.0
2015-08-27,43.75,47.75,43.7,47.4,333701.0
2015-08-28,47.4,50.98,46.61,49.93,418778.0
2015-08-31,51.66,55.97,49.85,54.51,151923.0
2015-09-01,54.37,55.02,50.06,50.21,178721.0
2015-09-02,50.1,52.59,49.33,52.17,139424.0
2015-09-07,51.02,51.17,49.22,49.42,45075.0
2015-09-08,49.47,51.54,49.34,51.04,153436.0
2015-09-09,51.03,51.66,49.15,49.23,133134.0
2015-09-10,49.04,50.78,48.62,50.55,123175.0
2015-09-11,50.47,50.84,48.98,49.91,141795.0
2015-09-14,49.82,50.06,48.14,48.38,125779.0
2015-09-15,48.46,49.01,47.86,48.95,197521.0
2015-09-16,48.68,51.06,48.53,50.75,210551.0
2015-09-17,50.77,50.91,49.12,50.12,162707.0
2015-09-18,49.75,50.51,47.92,48.58,136214.0
2015-09-21,48.4,49.75,48.23,49.4,112311.0
2015-09-22,49.38,49.99,48.48,49.96,114219.0
2015-09-23,49.83,51.0,48.41,48.48,149391.0
2015-09-24,48.58,49.13,48.1,49.01,139411.0
2015-09-25,48.77,49.76,48.52,49.15,116545.0
2015-09-28,48.92,49.06,47.93,48.09,124809.0
2015-09-29,47.9,49.28,47.9,48.59,123699.0
2015-09-30,48.59,49.65,48.43,49.13,164061.0
2015-10-08,52.58,53.85,51.76,53.55,256717.0
2015-10-09,53.62,54.36,52.47,52.75,256528.0
2015-10-12,53.04,53.62,50.16,50.63,282586.0
2015-10-13,50.75,51.14,49.34,49.66,338728.0
2015-10-14,49.4,50.02,49.21,49.58,253545.0
2015-10-15,49.6,50.35,48.7,50.33,321415.0
2015-10-16,50.21,50.7,49.31,50.5,225956.0
2015-10-19,50.38,50.68,48.57,48.91,223306.0
2015-10-20,48.83,49.2,48.22,48.52,253325.0
2015-10-21,48.58,48.65,47.5,47.89,244638.0
2015-10-22,47.96,48.73,47.65,48.22,201591.0
2015-10-23,48.32,48.65,47.45,48.08,242056.0
2015-10-26,48.0,48.33,47.3,47.46,193978.0
2015-10-27,47.43,47.57,46.41,47.03,243114.0
2015-10-28,46.91,49.23,46.61,49.12,306597.0
2015-10-29,49.15,49.38,48.17,48.61,213925.0
2015-10-30,48.66,50.0,48.28,49.5,238590.0
2015-11-02,49.5,49.69,48.61,48.77,224283.0
2015-11-03,48.9,50.91,48.46,50.25,283357.0
2015-11-04,50.25,50.87,48.49,48.92,328135.0
2015-11-05,48.84,49.0,47.93,48.12,227998.0
2015-11-06,48.86,49.35,48.03,48.39,218226.0
2015-11-09,48.26,49.14,47.76,47.98,197570.0
2015-11-10,48.05,48.53,47.67,47.71,246321.0
2015-11-11,47.76,48.37,46.42,46.59,325820.0
2015-11-12,46.74,47.07,45.0,45.2,363154.0
2015-11-13,45.19,45.95,44.16,44.6,303947.0
2015-11-16,44.7,45.18,43.15,44.86,310123.0
2015-11-17,44.7,45.1,43.5,43.99,260695.0
2015-11-18,43.97,44.74,43.34,44.27,255682.0
2015-11-19,44.3,44.76,43.7,44.26,201033.0
2015-11-20,44.38,45.5,44.06,44.48,245339.0
2015-11-23,44.46,45.73,43.57,45.11,290998.0
2015-11-24,45.11,46.5,44.92,45.91,271930.0
2015-11-25,46.04,46.5,45.03,46.28,229114.0
2015-11-26,46.23,46.32,45.0,45.62,97318.0
2015-11-27,45.57,45.63,44.79,44.87,165308.0
2015-11-30,44.86,45.75,44.44,44.5,235944.0
2015-12-01,44.62,45.18,44.03,44.28,301200.0
2015-12-02,44.32,44.64,42.43,42.68,324059.0
2015-12-03,43.49,45.29,43.28,44.68,160262.0
2015-12-04,44.68,45.32,43.17,43.73,208202.0
2015-12-07,43.72,43.77,41.1,41.1,205298.0
2015-12-08,41.29,41.83,40.2,40.78,250656.0
2015-12-09,40.94,41.79,39.8,40.55,267927.0
2015-12-10,40.6,40.97,39.82,39.97,230437.0
2015-12-11,39.91,40.13,37.73,38.27,281105.0
2015-12-14,38.39,38.68,36.75,37.99,290180.0
2015-12-15,38.76,40.26,38.46,39.03,136928.0
2015-12-16,39.22,39.36,37.78,38.2,133706.0
2015-12-17,38.18,38.5,37.32,37.49,103248.0
2015-12-18,37.38,38.21,36.92,37.1,86429.0
2015-12-21,37.07,37.24,36.5,36.64,85935.0
2015-12-22,36.75,37.17,36.45,36.86,92272.0
2015-12-23,36.88,38.4,36.77,38.3,113657.0
2015-12-24,38.26,38.62,37.44,38.39,46498.0
2015-12-25,,,,38.39,
2015-12-28,,,,38.39,
2015-12-29,37.08,38.4,37.06,37.83,97073.0
2015-12-30,37.71,37.95,36.76,37.07,112052.0
2015-12-31,36.99,38.34,36.5,37.99,78612.0
2016-01-04,37.96,39.3,37.15,37.72,217739.0
2016-01-05,37.64,37.95,36.7,37.03,223017.0
2016-01-06,37.06,37.15,34.52,34.75,257591.0
2016-01-07,34.9,35.11,32.55,34.1,265450.0
2016-01-08,34.35,35.06,33.17,33.65,243815.0
2016-01-11,33.72,33.75,31.52,31.6,258868.0
2016-01-12,31.93,32.69,30.5,30.83,389164.0
2016-01-13,31.25,31.83,29.94,30.24,472154.0
2016-01-14,30.23,31.19,29.7,31.1,409375.0
2016-01-15,31.0,31.02,28.82,29.11,344461.0
2016-01-18,28.73,29.58,27.67,28.74,211256.0
2016-01-19,28.7,30.24,28.6,28.73,419479.0
2016-01-20,28.66,28.75,27.1,27.79,375397.0
2016-01-21,28.41,30.42,28.01,30.26,277913.0
2016-01-22,30.29,32.96,29.77,32.77,336267.0
2016-01-25,33.0,33.5,30.84,30.89,284431.0
2016-01-26,30.99,33.5,30.12,31.89,296405.0
2016-01-27,32.02,34.31,31.6,33.82,339911.0
2016-01-28,33.59,36.77,33.39,35.4,533487.0
2016-01-29,35.2,36.17,34.58,35.87,415849.0
2016-02-01,35.85,36.25,33.92,34.13,331872.0
2016-02-02,34.18,34.18,32.23,32.57,346885.0
2016-02-03,32.41,35.53,32.3,35.47,396576.0
2016-02-04,35.32,35.84,34.15,34.39,323933.0
2016-02-05,34.39,35.14,33.81,34.13,296567.0
2016-02-15,33.45,34.7,33.34,34.6,82812.0
2016-02-16,34.85,36.13,32.6,32.96,195731.0
2016-02-17,33.1,35.62,32.48,35.49,176548.0
2016-02-18,35.48,36.3,34.4,34.61,189465.0
2016-02-19,34.48,35.03,33.33,33.81,180208.0
2016-02-22,33.79,35.57,33.45,35.28,150286.0
2016-02-23,35.14,35.65,33.61,33.61,273730.0
2016-02-24,33.57,35.3,33.09,35.07,259300.0
2016-02-25,35.04,36.12,33.86,35.48,313634.0
2016-02-26,35.48,37.26,35.13,35.44,367393.0
2016-02-29,35.43,36.74,35.08,36.64,310672.0
2016-03-01,36.6,37.25,35.95,36.6,276263.0
2016-03-02,36.62,37.4,36.1,37.06,278167.0
2016-03-03,37.05,37.37,36.35,37.06,256490.0
2016-03-04,37.04,38.95,36.82,38.94,295792.0
2016-03-07,38.88,41.04,38.87,40.83,341913.0
2016-03-08,40.71,41.48,39.41,39.41,348803.0
2016-03-09,,41.18,39.39,40.84,333486.0
2016-03-10,40.89,41.01,39.63,40.16,287782.0
2016-03-11,40.33,41.03,40.02,40.38,276648.0
2016-03-14,,40.65,38.82,39.73,264706.0
2016-03-15,40.28,40.36,38.96,39.63,132575.0
2016-03-16,39.74,41.08,39.47,40.87,201672.0
2016-03-17,41.1,42.22,41.07,42.07,175910.0
2016-03-18,42.02,43.1,41.72,42.09,234236.0
2016-03-21,41.87,42.54,41.13,42.09,176692.0
2016-03-22,42.04,42.81,41.71,42.28,250947.0
2016-03-23,42.32,42.47,41.04,41.17,207791.0
2016-03-24,41.04,41.23,39.85,41.05,194283.0
2016-03-25,,,,41.05,
2016-03-28,,,,41.05,
2016-03-29,40.8,40.85,39.46,40.03,260397.0
2016-03-30,40.13,41.35,39.88,39.94,296150.0
2016-03-31,39.84,40.85,39.5,40.14,304367.0
2016-04-01,40.14,40.43,38.55,38.75,286168.0
2016-04-05,37.5,38.44,37.27,38.33,296446.0
2016-04-06,38.4,39.94,38.34,39.75,323374.0
2016-04-07,39.9,40.29,38.7,39.66,308721.0
2016-04-08,39.68,42.01,39.62,41.89,340222.0
2016-04-11,42.0,43.06,41.41,42.8,279920.0
2016-04-12,42.7,44.81,42.56,44.28,357354.0
2016-04-13,44.44,44.94,43.76,43.9,348587.0
2016-04-14,44.01,44.62,43.29,43.78,234367.0
2016-04-15,43.73,44.0,42.26,42.84,166401.0
2016-04-18,42.43,43.32,40.05,42.97,204847.0
2016-04-19,43.04,44.35,42.46,43.6,245144.0
2016-04-20,43.37,45.71,42.7,45.4,176378.0
2016-04-21,45.36,45.96,44.3,44.54,208109.0
2016-04-22,44.61,45.82,44.24,45.09,230619.0
2016-04-25,45.26,45.46,44.21,44.55,176210.0
2016-04-26,44.57,46.32,44.16,46.26,174906.0
2016-04-27,46.09,47.2,45.44,47.0,288965.0
2016-04-28,46.87,47.82,46.51,47.68,274447.0
2016-04-29,47.57,48.29,46.76,47.32,297848.0
2016-05-03,45.8,46.4,44.62,45.23,276403.0
2016-05-04,45.21,46.01,44.19,44.92,293821.0
2016-05-05,45.08,46.77,44.65,45.22,280794.0
2016-05-06,45.16,46.12,44.19,45.28,283651.0
2016-05-09,45.75,46.48,43.43,43.45,364584.0
2016-05-10,43.49,45.7,43.33,45.44,343209.0
2016-05-11,45.59,47.75,44.8,47.4,381737.0
2016-05-12,47.32,48.19,46.8,47.91,353848.0
2016-05-13,47.85,48.12,47.26,47.85,239047.0
2016-05-16,47.8,49.47,47.77,49.13,294377.0
2016-05-17,49.03,49.75,48.57,49.36,262324.0
2016-05-18,49.36,49.85,48.45,48.54,319810.0
2016-05-19,50.65,50.74,49.35,50.64,78661.0
2016-05-20,49.42,49.89,48.61,49.29,156511.0
2016-05-23,49.07,49.41,48.17,48.95,154800.0
2016-05-24,48.94,49.82,48.37,49.63,161440.0
2016-05-25,49.78,50.45,49.42,50.25,195051.0
2016-05-26,50.3,50.96,49.82,49.91,266540.0
2016-05-27,49.97,50.13,49.34,50.03,228657.0
2016-05-30,50.1,50.43,49.55,50.28,58249.0
2016-05-31,50.3,50.87,49.5,49.52,229126.0
2016-06-01,49.65,50.0,48.65,49.74,265995.0
