,中国:产量:智能手机:累计值,中国:产量:智能手机:当月值,中国:产量:智能手机:当月同比,中国:出货量:智能手机:当月值,中国:出货量:手机:当月值,中国:36个大中城市:日用工业消费品平均价格:手机(彩屏带摄像头),半导体:销售额:合计:当月同比,半导体:销售额:合计:当月值,半导体:销售额:中国:当月同比,半导体:销售额:中国:当月值,全球:数字芯片:销售额:当月值,全球:数字芯片:销售额:当月同比,全球:汽车类数字芯片:单价:当月值,全球:汽车类数字芯片:销量:当月值,全球:消费类数字芯片:单价:当月值,全球:消费类数字芯片:销量:当月值,全球:计算机及周边数字芯片:单价:当月值,全球:计算机及周边数字芯片:销量:当月值,半导体制造:联发科:营业收入:当月值,中国:产量:太阳能:当月值,中国:产量:核电:当月值,中国:产量:风电:当月值,中国:产量:水电:当月值,中国:产量:火电:当月值,中国:产量:发电量:当月值,中国:全社会用电量:第一产业:当月值,中国:全社会用电量:第三产业:当月值,中国:全社会用电量:第二产业:当月值,中国:全社会用电量:当月值,中国:发电新增设备容量:太阳能:累计值,中国:规模以上工业增加值:电力、热力的生产和供应业:当月同比,中国:用电量:电力、燃气及水的生产和供应业:当月值,中国:产成品存货:电力、热力生产和供应业,中国:产成品存货:电力、热力生产和供应业:同比,中国:存货:电力、热力生产和供应业:同比,中国:消费量:动力煤:电力行业:当月值
2019-12-31,122719.0,11855.0,-2.8,2893.1,3044.4,1749.45,-5.5,37.11,0.8,12.94,9274889.0,-2.16,1.64,210649.0,0.84,985598.0,5.3,480891.0,220.89,84.5604,332.1,358.8,687.0,5081.7,6544.2,720548.0,10214065.0,52357913.0,71109140.0,2652.0,7.0,13121189.0,374000.0,1.1,-0.6,19731.0
2020-01-31,4918.0,4918.0,-42.7,2036.6,2081.3,1771.85,-0.3,36.29,5.2,12.38,9062198.0,-2.29,1.57,216305.0,0.83,976488.0,5.06,472664.0,198.18,,,,,,,615686.0,10945848.0,36978266.0,58057651.0,,,5796463.0,,,,17435.0
2020-02-29,9836.0,4918.0,-42.7,634.1,638.4,1788.41,5.0,35.42,5.5,11.45,8801122.0,-2.88,1.61,206456.0,0.88,901185.0,5.21,460326.0,182.21,,,,,,,528108.0,8333989.0,25232684.0,43975728.0,107.0,,3758430.0,565000.0,63.8,4.9,11540.0
2020-03-31,18839.0,8855.0,-16.5,2102.9,2175.6,1794.61,6.9,35.74,4.5,11.43,9136723.0,3.81,1.76,197926.0,0.88,935913.0,4.87,507941.0,228.24,128.8806,306.3,432.2,763.4,3894.0,5525.1,521921.0,7021307.0,37503110.0,54926853.0,342.0,-1.7,9921129.0,534000.0,78.0,4.3,15402.0
2020-04-30,27452.0,8677.0,-19.6,4078.2,4172.8,1788.26,6.1,35.31,4.4,11.67,8698719.0,-4.79,1.61,182161.0,0.86,930301.0,4.84,497703.0,205.46,134.7507,307.8,364.0,757.4,3978.8,5542.7,615647.0,7961562.0,39040891.0,55718501.0,456.0,-0.2,6187847.0,513000.0,59.8,1.4,15796.0
2020-05-31,35634.0,9054.0,-17.4,3266.1,3375.9,1797.39,5.8,35.84,4.9,12.35,8715644.0,0.19,1.63,176225.0,0.84,942323.0,5.17,468820.0,217.78,132.7857,310.8,396.2,857.6,4234.8,5932.4,690322.0,8899354.0,41756832.0,59257861.0,615.0,4.0,7798248.0,548000.0,66.6,-2.7,16869.0
2020-06-30,46067.0,10406.0,-2.5,2770.6,2863.0,1796.07,5.1,35.73,4.7,12.3,9562263.0,9.71,1.78,192619.0,0.78,1030787.0,5.6,495413.0,252.79,124.1478,317.7,323.6,1215.3,4323.4,6304.1,760612.0,10374054.0,44121807.0,63504872.0,1015.0,6.3,8678344.0,584000.0,59.6,-0.7,17308.0
2020-07-31,55499.0,9454.0,-4.3,2125.6,2230.1,1803.14,4.9,36.48,3.5,12.36,9511514.0,-0.53,1.66,197900.0,0.78,1075449.0,4.77,520840.0,266.92,121.5906,334.1,282.9,1463.1,4599.5,6801.2,851541.0,11642343.0,45928988.0,68244907.0,1309.0,1.7,9782371.0,538000.0,38.7,1.1,18368.0
2020-08-31,65280.0,9401.0,-6.8,2562.4,2690.7,1777.32,4.9,37.79,3.0,12.72,9917217.0,4.27,1.72,192067.0,0.81,1045673.0,5.12,503434.0,327.16,125.7875,331.6,280.7,1409.8,5090.4,7238.3,936363.0,13126527.0,48042355.0,72937834.0,1517.0,5.9,9825431.0,485000.0,37.0,-0.9,20144.0
2020-09-30,75750.0,10491.0,-13.0,2200.1,2333.4,1769.27,5.8,39.49,6.5,13.72,10569064.0,6.57,1.69,208526.0,0.79,1090537.0,5.32,528371.0,378.66,121.2203,318.7,267.2,1384.7,4223.3,6315.2,854515.0,11627402.0,41075489.0,64543624.0,1771.0,4.2,4761013.0,506000.0,25.6,-0.8,16955.0
2020-10-31,85450.0,9603.0,-16.8,2501.4,2615.3,1774.84,6.0,40.71,6.3,14.12,11210018.0,6.06,1.68,234455.0,0.73,1198413.0,5.01,543512.0,304.39,116.1251,286.7,351.2,1349.3,3991.0,6094.5,730889.0,9837197.0,43147333.0,61717800.0,2188.0,3.6,7546559.0,559000.0,35.7,0.7,16204.0
2020-11-30,97619.0,11354.0,-13.0,2771.0,2958.4,1769.48,7.0,41.16,6.5,14.13,11598532.0,3.47,1.64,230661.0,0.73,1205892.0,5.06,559705.0,335.38,100.1703,322.9,377.6,916.6,4701.4,6418.7,680648.0,9735237.0,46788367.0,64667571.0,2590.0,5.1,9500068.0,578000.0,27.6,-1.8,19419.0
2020-12-31,110301.0,12355.0,4.2,2521.8,2659.5,1780.32,8.3,40.34,4.4,13.49,11624765.0,0.23,1.77,217076.0,0.68,1358559.0,5.1,591177.0,324.29,104.3081,352.8,409.2,764.1,5646.7,7277.2,809998.0,11598603.0,61815028.0,83378335.0,4820.0,5.4,14789237.0,495000.0,7.6,-7.1,23128.0
2021-01-31,7224.0,7224.0,46.9,3957.2,4012.0,1866.32,13.2,40.03,12.4,13.69,11195516.0,-3.69,1.65,272954.0,0.64,1556603.0,4.88,604145.0,353.33,,,,,,,773437.0,13092840.0,47934726.0,73245534.0,,,9414286.0,,,,22235.0
2021-02-28,14448.0,7224.0,46.9,2134.2,2175.9,1879.88,14.7,39.64,18.9,13.66,10928039.0,-2.39,1.63,261474.0,0.64,1586513.0,4.67,654761.0,325.53,,,,,,,650666.0,10036527.0,32182753.0,52637938.0,325.0,,4558416.0,422000.0,-22.0,0.5,14167.0
2021-03-31,26639.0,10539.0,19.0,3526.8,3609.4,1899.35,17.8,41.11,25.6,14.35,11936183.0,9.23,1.59,298013.0,0.64,1676109.0,4.61,684741.0,401.47,140.9905,342.1,473.4,669.6,4952.9,6579.0,679046.0,10175798.0,46152850.0,66310788.0,533.0,13.6,10202338.0,392000.0,-21.6,-6.2,19643.0
2021-04-30,36063.0,9743.0,12.3,2697.3,2748.6,1933.64,21.7,42.05,25.7,14.77,11794349.0,-1.19,1.67,282808.0,0.67,1768628.0,4.38,736694.0,365.72,143.6231,323.7,469.5,776.1,4517.1,6230.1,720813.0,10463274.0,44511042.0,63614803.0,708.0,9.8,7146639.0,405000.0,-21.4,-4.4,17796.0
2021-05-31,46269.0,10273.0,13.5,2260.4,2296.8,1957.35,26.2,43.9,26.1,15.61,12106135.0,2.64,1.6,287031.0,0.66,1851650.0,4.48,733454.0,413.26,165.6145,342.5,506.6,955.9,4507.3,6478.4,791523.0,11040817.0,47050788.0,67240766.0,991.0,10.4,8161321.0,382000.0,-31.2,-0.3,17772.0
2021-06-30,57305.0,11007.0,5.8,2518.7,2566.4,1975.05,29.2,44.85,28.3,15.79,12658016.0,4.56,1.82,275136.0,0.66,1905840.0,4.55,740120.0,477.56,160.9517,358.8,385.9,1141.6,4813.2,6860.5,885959.0,12264069.0,48315462.0,70334485.0,1301.0,10.8,9196744.0,437000.0,-26.6,-1.7,18714.0
2021-07-31,66778.0,9496.0,0.4,2776.7,2867.6,1970.3,29.0,45.67,28.9,15.96,12730107.0,0.57,1.78,282212.0,0.65,1905418.0,4.67,705844.0,403.6,162.0,382.0,380.0,1422.0,5240.0,7586.0,1024075.0,14218502.0,50682190.0,77580095.0,1794.0,12.7,10793093.0,447000.0,-18.4,-5.9,20374.0
2021-08-31,77642.0,10292.0,9.5,2308.0,2430.6,1990.25,29.7,47.32,30.8,16.57,13269302.0,4.24,1.7,295576.0,0.66,1916394.0,4.8,721619.0,428.08,158.8922,365.3,322.1,1370.2,5166.9,7383.5,1071509.0,14003833.0,48512166.0,76073210.0,2205.0,5.0,8398998.0,434000.0,-12.5,-0.5,20021.0
2021-09-30,88854.0,11582.0,10.4,2081.1,2144.0,1999.54,27.6,48.48,24.0,16.86,14173741.0,6.82,1.41,422493.0,0.67,1939095.0,4.92,739420.0,479.06,148.2591,332.4,340.3,1408.8,4521.4,6751.2,972608.0,12920760.0,44508070.0,69469319.0,2556.0,8.9,7166762.0,457000.0,-11.8,-0.2,17869.0
2021-10-31,99524.0,10874.0,13.2,3268.1,3357.5,2114.53,24.0,49.14,21.1,16.95,14015897.0,-1.11,1.61,350470.0,0.65,1914778.0,4.97,698254.0,374.12,135.8596,335.3,464.9,1193.7,4263.7,6393.5,833948.0,11228925.0,45108315.0,66030878.0,2931.0,10.7,8483702.0,539000.0,-6.1,17.9,16762.0
2021-11-30,111973.0,12457.0,9.7,3484.1,3525.2,2093.14,23.5,50.09,21.4,17.02,14766216.0,5.35,1.59,382079.0,0.65,1983730.0,5.0,734265.0,450.39,141.9184,336.2,516.2,901.0,4645.0,6540.4,776263.0,10580586.0,47649970.0,67180076.0,3483.0,10.1,9326768.0,586000.0,-1.3,37.6,18390.0
2021-12-31,127245.0,13554.0,9.7,3268.5,3340.1,2081.34,28.3,50.85,29.2,17.16,15263466.0,3.37,1.57,386825.0,0.66,2045764.0,5.2,738211.0,462.02,141.8389,372.8,571.2,715.1,5432.8,7233.7,1042604.0,12231683.0,58761189.0,81557047.0,5493.0,7.9,13937840.0,584000.0,14.1,46.2,21675.0
2022-01-31,7691.5,7691.5,6.5,3236.6,3302.2,2076.86,26.8,50.74,24.4,17.04,14341852.0,-6.04,1.77,353170.0,0.62,2104329.0,5.43,673722.0,435.02,,,,,,,869330.0,13055708.0,46566775.0,72318483.0,,,9681119.0,,,,20894.0
2022-02-28,15383.0,7691.5,6.5,1454.9,1486.4,2093.92,32.4,50.04,21.8,16.67,14486162.0,1.01,1.73,349707.0,0.6,2221316.0,4.95,774623.0,400.29,,,,,,,762326.0,11822619.0,37561523.0,62350107.0,1086.0,,7266091.0,413000.0,-8.6,13.3,18132.0
2022-03-31,27369.0,11005.0,4.4,2102.8,2146.0,2118.17,23.0,50.58,17.3,16.83,15594618.0,7.65,1.73,367217.0,0.61,2240443.0,5.03,783469.0,591.8,186.4825,349.8,672.6,805.2,4687.7,6701.7,775406.0,10627805.0,47904846.0,69441327.0,1321.0,3.9,9255713.0,387000.0,-7.6,22.1,19157.0
2022-04-30,37179.0,9614.0,-1.3,1769.0,1807.9,2120.6,21.1,50.94,13.3,16.67,15164338.0,-2.76,1.72,351417.0,0.63,2169187.0,4.52,834361.0,526.25,205.4837,326.7,627.8,917.9,4007.7,6085.7,780623.0,9793882.0,44676447.0,63619557.0,1688.0,0.9,7505920.0,443000.0,-1.6,28.4,16120.0
2022-05-31,47013.0,9795.0,-4.7,2055.9,2080.5,2118.32,18.0,51.65,9.1,16.87,15342836.0,1.18,1.7,364679.0,0.64,2041050.0,4.32,839731.0,520.76,206.6928,346.9,594.6,1217.0,4045.1,6410.2,881063.0,10565255.0,47538387.0,67156201.0,2371.0,-0.8,8171678.0,424000.0,-1.2,28.5,16550.0
2022-06-30,57553.0,10485.0,-4.7,2747.8,2801.7,2116.26,13.3,50.17,4.7,16.24,15262488.0,-0.52,1.76,369398.0,0.65,1993582.0,4.08,858610.0,510.29,205.5882,326.6,524.3,1481.2,4552.6,7090.3,1054454.0,13514463.0,49488981.0,74513039.0,3088.0,3.2,9329410.0,436000.0,-12.4,25.4,18531.0
2022-07-31,66472.0,8913.0,-6.1,1911.7,1990.8,2176.73,7.3,49.0,-1.8,15.67,14254723.0,-6.6,1.76,376636.0,0.64,1673616.0,4.03,802575.0,408.9,210.8024,369.7,456.4,1462.6,5559.6,8059.2,1215389.0,15907840.0,51319352.0,83238727.0,3773.0,10.4,10255545.0,448000.0,-9.1,29.0,21923.0
2022-08-31,75686.0,9327.0,-9.4,1813.5,1897.9,2158.22,0.1,47.24,-10.0,14.87,14647506.0,2.76,1.65,395287.0,0.64,1768539.0,3.91,778301.0,447.0,206.3579,363.2,462.6,1226.5,5989.3,8248.0,1322107.0,16121530.0,51074620.0,85204309.0,4447.0,15.3,10820039.0,447000.0,-5.3,19.8,24078.0
2022-09-30,87417.0,11476.0,-0.9,1984.4,2092.2,2148.0,-3.0,47.0,-14.4,14.41,15022492.0,2.56,1.71,407206.0,0.62,1761880.0,3.72,776556.0,565.71,201.7567,323.5,476.1,989.9,4838.7,6830.0,1048204.0,12340137.0,46761779.0,70923068.0,5260.0,2.2,8188515.0,478000.0,-3.2,19.3,19874.0
2022-10-31,98835.0,11395.0,4.8,2377.6,2435.6,2146.91,-4.6,46.94,-16.2,14.2,14436004.0,-3.9,1.85,366449.0,0.63,1457963.0,4.12,691699.0,333.84,189.965,360.1,613.3,993.5,4453.1,6610.0,901916.0,11015742.0,47260469.0,68340512.0,5824.0,4.1,8377373.0,637000.0,10.6,5.4,18352.0
2022-11-30,109241.0,10041.0,-19.4,2221.8,2323.8,2143.22,-9.2,45.58,-21.2,13.44,14333029.0,-0.71,1.76,373631.0,0.61,1467171.0,4.28,638610.0,361.25,157.5236,373.6,602.0,779.5,4754.1,6666.7,885035.0,10966415.0,47891030.0,68277807.0,6571.0,-1.0,9197016.0,631000.0,-5.4,-5.0,19718.0
2022-12-31,116578.0,10507.0,-22.5,2683.9,2786.0,2151.3,-14.7,43.61,-26.4,12.68,13692381.0,-4.47,1.85,379496.0,0.63,1345682.0,4.2,621992.0,386.85,161.6463,397.3,723.0,747.1,5549.5,7578.5,952137.0,12834173.0,51404227.0,77844699.0,8741.0,8.6,11039996.0,570000.0,-8.5,-6.7,23084.0
2023-01-31,6723.5,6723.5,-12.6,1829.1,1890.2,2144.32,-18.5,41.33,-31.6,11.66,13096463.0,-4.35,2.47,300122.0,0.75,1063776.0,4.84,545808.0,223.83,,,,,,,900000.0,12500000.0,41830000.0,68840000.0,,,,,,,20188.0
2023-02-28,13447.0,6723.5,-12.6,2043.6,2126.0,2162.56,-20.7,39.7,-34.2,10.97,12967780.0,-0.98,2.59,299684.0,0.76,1052228.0,4.8,525062.0,303.1,,,,,,,840000.0,12350000.0,45230000.0,69500000.0,2037.0,,,697000.0,71.3,7.9,19654.0
2023-03-31,23920.0,10385.0,-5.6,2155.9,2261.5,2144.26,-21.3,39.83,-34.1,11.1,13820709.0,6.58,2.77,303631.0,0.79,1086481.0,5.32,488938.0,429.58,242.939,365.7093,734.7728,683.515,5145.9313,7172.9246,907832.0,12123926.0,51101354.0,73687104.0,3366.0,5.3,9394093.0,533000.0,39.9,8.8,21220.0
2023-04-30,32222.0,8648.0,-10.0,1806.5,1869.0,2207.82,-21.6,40.04,-31.4,11.45,13158431.0,-4.79,2.77,254493.0,0.85,922562.0,5.84,526232.0,283.5,230.8735,345.2,829.3,683.6,4494.4,6583.5,869702.0,11551686.0,48142712.0,69005452.0,4831.0,5.5,8349970.0,586000.0,34.4,9.0,18442.0
2023-05-31,41570.0,9158.0,-6.5,2519.6,2603.7,2215.97,-21.1,41.18,-29.5,12.0,14687500.0,11.62,2.79,270355.0,1.09,730194.0,7.16,538341.0,315.67,240.5908,368.9,743.6,820.2,4712.5,6885.8,1037294.0,12848266.0,49576689.0,72219481.0,6121.0,5.2,8530972.0,588000.0,39.7,11.6,19866.0
2023-06-30,50747.0,9679.0,-7.7,2086.3,2214.9,2200.54,-17.3,42.23,-24.4,12.42,15263976.0,3.92,3.09,274264.0,1.18,601398.0,7.13,542675.0,382.19,259.3309,371.567,557.4688,982.1228,5228.468,7399.0226,1213830.0,14942657.0,50270963.0,77509331.0,7842.0,5.4,9133234.0,597000.0,36.9,11.8,22164.0
2023-07-31,59251.0,8880.0,-0.4,1728.7,1855.2,2187.82,-11.8,43.22,-18.7,12.74,14302250.0,-6.3,3.03,242616.0,1.36,510465.0,7.46,511575.0,317.63,258.8993,380.4,613.7,1211.3,5997.4,8461.7,1392684.0,17348396.0,53830942.0,88878321.0,9716.0,4.6,10362678.0,587000.0,28.7,11.5,24252.0
2023-08-31,67863.0,9009.0,-3.4,1792.6,1898.5,2186.55,-6.8,44.04,-12.6,12.99,15431631.0,7.9,3.0,266580.0,1.27,562469.0,7.51,576147.0,422.56,269.1915,383.2884,440.6099,1466.1972,5890.5417,8449.9458,1428596.0,17107490.0,54575433.0,88610960.0,11316.0,0.2,10268405.0,542000.0,22.3,16.4,23834.0
2023-09-30,79202.0,11339.0,-1.2,3193.4,3327.7,2165.48,-4.5,44.89,-9.4,13.05,15832337.0,2.6,3.08,270964.0,1.1,617703.0,7.72,577268.0,360.78,246.0629,345.3,497.7,1393.8,4973.0,7456.1,1164473.0,14667312.0,51920456.0,78105646.0,12894.0,4.6,8920261.0,560000.0,25.0,11.6,20979.0
2023-10-31,90643.0,11297.0,-0.9,2818.1,2916.2,2155.84,-0.7,46.62,-2.5,13.85,16614998.0,4.94,2.98,268811.0,1.06,583841.0,9.02,545341.0,428.11,244.3102,359.4,563.1,1222.5,4654.1,7043.5,1010483.0,12618070.0,51944661.0,74192969.0,14256.0,0.9,8940803.0,642000.0,8.4,7.8,19609.0
2023-11-30,102779.0,12127.0,20.8,2958.6,3121.1,2181.32,5.3,47.98,7.6,14.46,16982216.0,2.21,3.03,261356.0,0.98,622164.0,9.96,490509.0,430.71,235.0,365.0,804.0,830.0,5077.0,7310.0,965053.3945,13205093.1341,52768323.4484,76303727.2861,16388.0,9.2,9892569.0,647000.0,-0.2,2.1,21382.0
2023-12-31,114463.0,12909.0,22.9,2683.6,2827.5,2180.45,11.6,48.66,19.4,15.14,16430290.0,-3.25,3.18,253291.0,0.88,680263.0,9.63,479074.0,436.8,210.5356,380.6425,814.2013,775.0496,6109.1423,8289.7617,1045772.6719,15737662.8303,55665355.7101,85629856.123,21602.0,5.8,11429653.5661,649000.0,8.0,2.7,25731.0
2024-01-31,8620.0,8620.0,28.2,2951.3,3177.8,2218.65,15.2,47.63,26.6,14.76,15735303.0,-4.23,2.94,252672.0,0.86,738641.0,10.31,458660.0,444.96,,,,,,,,,,,,,,,,,24473.0
2024-02-29,17240.0,8620.0,28.2,1404.2,1425.7,2236.75,16.3,46.17,28.8,14.13,15537605.0,-1.26,3.04,241296.0,0.96,624698.0,10.7,468689.0,384.82,,,,,,,,,,,3672.0,,,466000.0,-26.1,7.6,18964.0
2024-03-31,27648.0,10422.0,0.4,2021.8,2138.0,2233.97,15.2,45.91,27.4,14.14,16715033.0,7.58,3.06,271354.0,0.92,757636.0,10.61,519291.0,504.8,311.0979,348.1,905.0,712.0,5200.7,7476.9,964757.0,13649494.0,54210392.0,79422788.0,4574.0,4.9,10762366.0,458000.0,-6.1,8.6,20955.0
2024-04-30,36727.0,9104.0,5.3,2266.8,2407.1,,15.8,47.21,23.4,14.2,15646366.0,-6.39,3.19,246941.0,0.89,824622.0,9.06,571986.0,420.2,314.0026,365.7,807.6,834.8,4578.7,6900.8,962470.0,12703666.0,51710033.0,74122678.0,6011.0,5.7,9395240.0,482000.0,-8.9,4.7,19112.0
2024-05-31,46198.0,9225.0,0.7,2860.0,3032.9,,19.3,49.12,24.2,14.97,16476315.0,5.3,2.89,261393.0,0.73,991666.0,11.31,502647.0,421.52,358.6653,360.1,771.5,1149.9,4538.4,7178.5,1099191.0,14125997.0,53043117.0,77509318.0,7915.0,4.0,9194086.0,520000.0,0.4,2.9,19176.0
2024-06-30,56255.0,9979.0,3.1,2384.1,2491.2,,18.3,49.98,21.6,15.09,,,,,,,,,430.92,352.2858,356.5,668.6,1437.6,4870.1,7685.2,1279535.0,16071754.0,53041362.0,82049827.0,10248.0,4.1,9669517.0,510000.0,-4.5,6.4,21017.0
2024-07-31,65381.0,9234.0,4.0,2217.4,2420.4,,,,,,,,,,,,,,,359.7271,396.7,660.9,1664.5,5749.2,8831.1,1413549.0,18709432.0,56562837.0,93957815.0,12353.0,3.2,10820301.0,498000.0,-14.6,1.3,
