指标名称,中国:全社会用电量:第一产业:当月值,中国:全社会用电量:第三产业:当月值,中国:全社会用电量:第二产业:当月值,中国:全社会用电量:当月值,中国:发电新增设备容量:太阳能:累计值,中国:规模以上工业增加值:电力、热力的生产和供应业:当月同比,中国:用电量:电力、燃气及水的生产和供应业:当月值,中国:产成品存货:电力、热力生产和供应业,中国:产成品存货:电力、热力生产和供应业:同比,中国:存货:电力、热力生产和供应业:同比,中国:消费量:动力煤:电力行业:当月值
2019-12-31,720548.0,1.0214065E7,5.2357913E7,7.110914E7,2652.0,7.0,1.3121189E7,374000.0,1.1,-0.6,19731.0
2020-01-31,615686.0,1.0945848E7,3.6978266E7,5.8057651E7,,,5796463.0,,,,17435.0
2020-02-29,528108.0,8333989.0,2.5232684E7,4.3975728E7,107.0,,3758430.0,565000.0,63.8,4.9,11540.0
2020-03-31,521921.0,7021307.0,3.750311E7,5.4926853E7,342.0,-1.7,9921129.0,534000.0,78.0,4.3,15402.0
2020-04-30,615647.0,7961562.0,3.9040891E7,5.5718501E7,456.0,-0.2,6187847.0,513000.0,59.8,1.4,15796.0
2020-05-31,690322.0,8899354.0,4.1756832E7,5.9257861E7,615.0,4.0,7798248.0,548000.0,66.6,-2.7,16869.0
2020-06-30,760612.0,1.0374054E7,4.4121807E7,6.3504872E7,1015.0,6.3,8678344.0,584000.0,59.6,-0.7,17308.0
2020-07-31,851541.0,1.1642343E7,4.5928988E7,6.8244907E7,1309.0,1.7,9782371.0,538000.0,38.7,1.1,18368.0
2020-08-31,936363.0,1.3126527E7,4.8042355E7,7.2937834E7,1517.0,5.9,9825431.0,485000.0,37.0,-0.9,20144.0
2020-09-30,854515.0,1.1627402E7,4.1075489E7,6.4543624E7,1771.0,4.2,4761013.0,506000.0,25.6,-0.8,16955.0
2020-10-31,730889.0,9837197.0,4.3147333E7,6.17178E7,2188.0,3.6,7546559.0,559000.0,35.7,0.7,16204.0
2020-11-30,680648.0,9735237.0,4.6788367E7,6.4667571E7,2590.0,5.1,9500068.0,578000.0,27.6,-1.8,19419.0
2020-12-31,809998.0,1.1598603E7,6.1815028E7,8.3378335E7,4820.0,5.4,1.4789237E7,495000.0,7.6,-7.1,23128.0
2021-01-31,773437.0,1.309284E7,4.7934726E7,7.3245534E7,,,9414286.0,,,,22235.0
2021-02-28,650666.0,1.0036527E7,3.2182753E7,5.2637938E7,325.0,,4558416.0,422000.0,-22.0,0.5,14167.0
2021-03-31,679046.0,1.0175798E7,4.615285E7,6.6310788E7,533.0,13.6,1.0202338E7,392000.0,-21.6,-6.2,19643.0
2021-04-30,720813.0,1.0463274E7,4.4511042E7,6.3614803E7,708.0,9.8,7146639.0,405000.0,-21.4,-4.4,17796.0
2021-05-31,791523.0,1.1040817E7,4.7050788E7,6.7240766E7,991.0,10.4,8161321.0,382000.0,-31.2,-0.3,17772.0
2021-06-30,885959.0,1.2264069E7,4.8315462E7,7.0334485E7,1301.0,10.8,9196744.0,437000.0,-26.6,-1.7,18714.0
2021-07-31,1024075.0,1.4218502E7,5.068219E7,7.7580095E7,1794.0,12.7,1.0793093E7,447000.0,-18.4,-5.9,20374.0
2021-08-31,1071509.0,1.4003833E7,4.8512166E7,7.607321E7,2205.0,5.0,8398998.0,434000.0,-12.5,-0.5,20021.0
2021-09-30,972608.0,1.292076E7,4.450807E7,6.9469319E7,2556.0,8.9,7166762.0,457000.0,-11.8,-0.2,17869.0
2021-10-31,833948.0,1.1228925E7,4.5108315E7,6.6030878E7,2931.0,10.7,8483702.0,539000.0,-6.1,17.9,16762.0
2021-11-30,776263.0,1.0580586E7,4.764997E7,6.7180076E7,3483.0,10.1,9326768.0,586000.0,-1.3,37.6,18390.0
2021-12-31,1042604.0,1.2231683E7,5.8761189E7,8.1557047E7,5493.0,7.9,1.393784E7,584000.0,14.1,46.2,21675.0
2022-01-31,869330.0,1.3055708E7,4.6566775E7,7.2318483E7,,,9681119.0,,,,20894.0
2022-02-28,762326.0,1.1822619E7,3.7561523E7,6.2350107E7,1086.0,,7266091.0,413000.0,-8.6,13.3,18132.0
2022-03-31,775406.0,1.0627805E7,4.7904846E7,6.9441327E7,1321.0,3.9,9255713.0,387000.0,-7.6,22.1,19157.0
2022-04-30,780623.0,9793882.0,4.4676447E7,6.3619557E7,1688.0,0.9,7505920.0,443000.0,-1.6,28.4,16120.0
2022-05-31,881063.0,1.0565255E7,4.7538387E7,6.7156201E7,2371.0,-0.8,8171678.0,424000.0,-1.2,28.5,16550.0
2022-06-30,1054454.0,1.3514463E7,4.9488981E7,7.4513039E7,3088.0,3.2,9329410.0,436000.0,-12.4,25.4,18531.0
2022-07-31,1215389.0,1.590784E7,5.1319352E7,8.3238727E7,3773.0,10.4,1.0255545E7,448000.0,-9.1,29.0,21923.0
2022-08-31,1322107.0,1.612153E7,5.107462E7,8.5204309E7,4447.0,15.3,1.0820039E7,447000.0,-5.3,19.8,24078.0
2022-09-30,1048204.0,1.2340137E7,4.6761779E7,7.0923068E7,5260.0,2.2,8188515.0,478000.0,-3.2,19.3,19874.0
2022-10-31,901916.0,1.1015742E7,4.7260469E7,6.8340512E7,5824.0,4.1,8377373.0,637000.0,10.6,5.4,18352.0
2022-11-30,885035.0,1.0966415E7,4.789103E7,6.8277807E7,6571.0,-1.0,9197016.0,631000.0,-5.4,-5.0,19718.0
2022-12-31,952137.0,1.2834173E7,5.1404227E7,7.7844699E7,8741.0,8.6,1.1039996E7,570000.0,-8.5,-6.7,23084.0
2023-01-31,900000.0,1.25E7,4.183E7,6.884E7,,,,,,,20188.0
2023-02-28,840000.0,1.235E7,4.523E7,6.95E7,2037.0,,,697000.0,71.3,7.9,19654.0
2023-03-31,907832.0,1.2123926E7,5.1101354E7,7.3687104E7,3366.0,5.3,9394093.0,533000.0,39.9,8.8,21220.0
2023-04-30,869702.0,1.1551686E7,4.8142712E7,6.9005452E7,4831.0,5.5,8349970.0,586000.0,34.4,9.0,18442.0
2023-05-31,1037294.0,1.2848266E7,4.9576689E7,7.2219481E7,6121.0,5.2,8530972.0,588000.0,39.7,11.6,19866.0
2023-06-30,1213830.0,1.4942657E7,5.0270963E7,7.7509331E7,7842.0,5.4,9133234.0,597000.0,36.9,11.8,22164.0
2023-07-31,1392684.0,1.7348396E7,5.3830942E7,8.8878321E7,9716.0,4.6,1.0362678E7,587000.0,28.7,11.5,24252.0
2023-08-31,1428596.0,1.710749E7,5.4575433E7,8.861096E7,11316.0,0.2,1.0268405E7,542000.0,22.3,16.4,23834.0
2023-09-30,1164473.0,1.4667312E7,5.1920456E7,7.8105646E7,12894.0,4.6,8920261.0,560000.0,25.0,11.6,20979.0
2023-10-31,1010483.0,1.261807E7,5.1944661E7,7.4192969E7,14256.0,0.9,8940803.0,642000.0,8.4,7.8,19609.0
2023-11-30,965053.3945,1.32050931341E7,5.27683234484E7,7.63037272861E7,16388.0,9.2,9892569.0,647000.0,-0.2,2.1,21382.0
2023-12-31,1045772.6719,1.57376628303E7,5.56653557101E7,8.5629856123E7,21602.0,5.8,1.14296535661E7,649000.0,8.0,2.7,25731.0
2024-01-31,,,,,,,,,,,24473.0
2024-02-29,,,,,3672.0,,,466000.0,-26.1,7.6,18964.0
2024-03-31,964757.0,1.3649494E7,5.4210392E7,7.9422788E7,4574.0,4.9,1.0762366E7,458000.0,-6.1,8.6,20955.0
2024-04-30,962470.0,1.2703666E7,5.1710033E7,7.4122678E7,6011.0,5.7,9395240.0,482000.0,-8.9,4.7,19112.0
2024-05-31,1099191.0,1.4125997E7,5.3043117E7,7.7509318E7,7915.0,4.0,9194086.0,520000.0,0.4,2.9,19176.0
2024-06-30,1279535.0,1.6071754E7,5.3041362E7,8.2049827E7,10248.0,4.1,9669517.0,510000.0,-4.5,6.4,21017.0
2024-07-31,1413549.0,1.8709432E7,5.6562837E7,9.3957815E7,12353.0,3.2,1.0820301E7,498000.0,-14.6,1.3,

数据来源：Wind













































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































