指标名称,中国:产量:原铝(电解铝):当月值,中国:产量:原铝(电解铝):当月同比,中国:产量:原铝(电解铝):累计同比,中国:产量:氧化铝:当月值,中国:产量:氧化铝:当月同比,中国:产量:氧化铝:累计同比,中国:产量:铝材:当月值,中国:产量:铝材:当月同比,中国:产量:铝材:累计同比,全球:产量:氧化铝:当月值
2023-02-28,,,7.5,,,10.4,,,-1.9,10459.0
2023-03-31,336.7,3.0,5.9,681.24591,-0.5,6.3,578.90363,9.1,2.9,11820.0
2023-04-30,333.4,0.8,3.9,690.5,-0.6,4.0,541.0,7.0,3.7,11626.0
2023-05-31,341.5,1.1,3.4,700.9,-4.7,2.3,542.7,4.1,4.0,12017.0
2023-06-30,345.5,2.9,3.4,709.0,-2.3,1.5,603.1,13.0,10.2,11823.0
2023-07-31,348.1,1.5,2.8,693.3,-2.2,0.9,528.4,2.2,4.0,12167.0
2023-08-31,360.2,3.1,2.9,708.0,-0.8,0.6,548.3,6.6,4.3,12389.0
2023-09-30,357.7,5.3,3.3,707.2,1.6,0.8,555.0,5.7,5.2,11929.0
2023-10-31,361.6,6.0,3.7,705.3,1.3,0.9,550.1,8.3,5.7,12042.0
2023-11-30,354.4,4.8,3.9,698.7,4.4,1.1,573.7,7.6,5.2,11864.0
2023-12-31,358.7,4.9,3.7,684.41603,5.1,1.4,594.61502,14.0,5.7,12078.0
2024-01-31,,,,,,,,,,11905.0
2024-02-29,,,5.5,,,3.8,,,11.5,11178.0
2024-03-31,358.5,7.4,6.8,677.6,0.5,2.8,603.0,8.4,13.5,12107.0
2024-04-30,358.2,7.2,7.1,686.3,-0.6,1.9,584.0,8.2,11.6,11774.0
2024-05-31,365.3,7.2,7.1,713.0,1.7,1.9,594.6,8.4,11.0,12029.0
2024-06-30,366.6,6.2,6.9,719.28395,1.4,1.8,592.76541,6.4,9.5,12049.0
2024-07-31,367.8,6.0,6.7,720.51622,3.9,2.2,557.14364,4.8,9.6,12155.0

数据来源：Wind































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































