,SN.LME_open,SN.LME_high,SN.LME_low,SN.LME_close,SN.LME_volume
2012-04-20,21400.0,21720.0,21206.0,21350.0,185.0
2012-04-23,21500.0,21600.0,21050.0,21300.0,166.0
2012-04-24,21375.0,21699.0,21300.0,21675.0,190.0
2012-04-25,21625.0,21950.0,21500.0,21800.0,331.0
2012-04-26,21998.0,22600.0,21802.0,22150.0,542.0
2012-04-27,22300.0,22625.0,22300.0,22540.0,239.0
2012-05-02,22500.0,22600.0,21900.0,22351.0,258.0
2012-05-03,22450.0,22450.0,21825.0,21860.0,259.0
2012-05-04,22000.0,22000.0,21500.0,21610.0,373.0
2012-05-07,,,,21610.0,
2012-05-08,21500.0,21600.0,21200.0,21450.0,399.0
2012-05-09,21400.0,21400.0,20600.0,20750.0,498.0
2012-05-10,20750.0,20850.0,20380.0,20380.0,418.0
2012-05-11,20300.0,20550.0,20251.0,20376.0,263.0
2012-05-14,20350.0,20500.0,19900.0,20270.0,893.0
2012-05-15,20170.0,20300.0,19825.0,19950.0,297.0
2012-05-16,19900.0,19901.0,19350.0,19700.0,700.0
2012-05-17,19600.0,19850.0,19200.0,19250.0,366.0
2012-05-18,19275.0,19550.0,19150.0,19400.0,375.0
2012-05-21,19400.0,19700.0,19300.0,19401.0,323.0
2012-05-22,19450.0,19880.0,19310.0,19650.0,485.0
2012-05-23,19650.0,19650.0,19270.0,19550.0,364.0
2012-05-24,19550.0,20100.0,19353.0,19870.0,296.0
2012-05-25,19890.0,19900.0,19700.0,19760.0,148.0
2012-05-28,19700.0,19950.0,19700.0,19750.0,102.0
2012-05-29,19800.0,20249.0,19775.0,20025.0,272.0
2012-05-30,20190.0,20190.0,19700.0,19800.0,190.0
2012-05-31,19660.0,19800.0,19550.0,19600.0,197.0
2012-06-01,19524.0,19524.0,19200.0,19350.0,256.0
2012-06-04,,,,19350.0,
2012-06-05,,,,19350.0,
2012-06-06,19600.0,19887.0,19500.0,19700.0,226.0
2012-06-07,19750.0,20050.0,19575.0,19800.0,248.0
2012-06-08,19700.0,19800.0,19400.0,19800.0,195.0
2012-06-11,19950.0,20000.0,19599.0,19750.0,125.0
2012-06-12,19520.0,19750.0,19450.0,19699.0,244.0
2012-06-13,19575.0,19675.0,19450.0,19500.0,114.0
2012-06-14,19550.0,19600.0,19402.0,19450.0,160.0
2012-06-15,19500.0,19750.0,19500.0,19505.0,249.0
2012-06-18,19769.0,19800.0,19390.0,19550.0,113.0
2012-06-19,19550.0,19625.0,19445.0,19600.0,138.0
2012-06-20,19600.0,19699.0,19150.0,19151.0,304.0
2012-06-21,19199.0,19200.0,18750.0,18800.0,406.0
2012-06-25,18800.0,18801.0,18400.0,18600.0,174.0
2012-06-26,18600.0,18650.0,18500.0,18602.0,125.0
2012-06-27,18350.0,18700.0,18350.0,18625.0,143.0
2012-06-28,18580.0,18801.0,18550.0,18600.0,211.0
2012-06-29,18500.0,18950.0,18500.0,18950.0,547.0
2012-07-02,18850.0,18950.0,18750.0,18800.0,299.0
2012-07-03,18890.0,19399.0,18890.0,19200.0,786.0
2012-07-04,19001.0,19200.0,19001.0,19101.0,107.0
2012-07-05,18941.0,19200.0,18890.0,18900.0,520.0
2012-07-06,18845.0,18930.0,18500.0,18650.0,394.0
2012-07-09,18600.0,18850.0,18530.0,18850.0,208.0
2012-07-10,18700.0,18775.0,18460.0,18661.0,179.0
2012-07-11,18699.0,18980.0,18656.0,18900.0,257.0
2012-07-12,18751.0,18800.0,18500.0,18501.0,246.0
2012-07-13,18500.0,18800.0,18500.0,18750.0,225.0
2012-07-16,18651.0,18825.0,18600.0,18750.0,145.0
2012-07-17,18898.0,18940.0,18680.0,18940.0,289.0
2012-07-18,18760.0,18850.0,18650.0,18750.0,186.0
2012-07-19,18800.0,19399.0,18800.0,19100.0,300.0
2012-07-20,19050.0,19100.0,18816.0,18900.0,163.0
2012-07-23,18760.0,18760.0,18011.0,18296.0,514.0
2012-07-24,18400.0,18430.0,17551.0,17605.0,676.0
2012-07-25,17530.0,17800.0,17125.0,17300.0,469.0
2012-07-26,17349.0,17840.0,17250.0,17749.0,330.0
2012-07-27,17700.0,18230.0,17700.0,18155.0,200.0
2012-07-30,18100.0,18290.0,17850.0,18250.0,156.0
2012-07-31,17900.0,18350.0,17900.0,18100.0,166.0
2012-08-01,18010.0,18050.0,17826.0,17850.0,156.0
2012-08-02,17850.0,17990.0,17400.0,17400.0,298.0
2012-08-03,17500.0,18025.0,17500.0,17850.0,167.0
2012-08-06,17838.0,17899.0,17700.0,17840.0,116.0
2012-08-07,18000.0,18290.0,17701.0,18235.0,277.0
2012-08-08,18100.0,18244.0,17990.0,18150.0,245.0
2012-08-09,18200.0,18200.0,17850.0,17950.0,149.0
2012-08-10,18075.0,18075.0,17750.0,17825.0,191.0
2012-08-13,17900.0,17900.0,17610.0,17721.0,166.0
2012-08-14,17700.0,18425.0,17675.0,18350.0,835.0
2012-08-15,18101.0,18449.0,18025.0,18289.0,396.0
2012-08-16,18250.0,18250.0,17900.0,18100.0,140.0
2012-08-17,18175.0,18685.0,18100.0,18450.0,397.0
2012-08-20,18685.0,18685.0,18377.0,18600.0,181.0
2012-08-21,18500.0,18935.0,18500.0,18810.0,392.0
2012-08-22,18930.0,19525.0,18667.0,19400.0,847.0
2012-08-23,19400.0,20069.0,19400.0,19750.0,838.0
2012-08-24,19800.0,20830.0,19650.0,20651.0,1227.0
2012-08-27,,,,20651.0,
2012-08-28,20799.0,20885.0,20499.0,20600.0,546.0
2012-08-29,20300.0,20600.0,19450.0,19500.0,737.0
2012-08-30,19380.0,19650.0,19150.0,19590.0,501.0
2012-08-31,19650.0,19650.0,19400.0,19500.0,224.0
2012-09-03,19500.0,19790.0,19470.0,19600.0,278.0
2012-09-04,19669.0,19700.0,19551.0,19551.0,144.0
2012-09-05,19600.0,19720.0,19175.0,19700.0,263.0
2012-09-06,19650.0,19703.0,19550.0,19600.0,146.0
2012-09-07,19650.0,20110.0,19650.0,20110.0,345.0
2012-09-10,20100.0,21102.0,20100.0,20255.0,776.0
2012-09-11,20489.0,20850.0,20300.0,20700.0,385.0
2012-09-12,20700.0,21200.0,20600.0,20780.0,511.0
2012-09-13,20833.0,20920.0,20020.0,20880.0,506.0
2012-09-14,20750.0,21650.0,20750.0,21600.0,903.0
2012-09-17,21670.0,21948.0,21000.0,21350.0,649.0
2012-09-18,21600.0,21650.0,21150.0,21475.0,495.0
2012-09-19,21260.0,21745.0,21150.0,21150.0,667.0
2012-09-20,21160.0,21160.0,20441.0,20551.0,776.0
2012-09-21,20860.0,21090.0,20550.0,20820.0,545.0
2012-09-24,20500.0,20700.0,20301.0,20700.0,246.0
2012-09-25,20750.0,21400.0,20750.0,21299.0,383.0
2012-09-26,21150.0,21250.0,20531.0,20870.0,354.0
2012-09-27,20994.0,21199.0,20675.0,21190.0,271.0
2012-09-28,21198.0,21800.0,21198.0,21610.0,676.0
2012-10-08,22300.0,22301.0,21900.0,22120.0,337.0
2012-10-09,22061.0,22205.0,21800.0,21825.0,325.0
2012-10-10,21836.0,21950.0,21505.0,21750.0,341.0
2012-10-11,21821.0,22200.0,21610.0,22000.0,349.0
2012-10-12,21900.0,21900.0,21291.0,21380.0,397.0
2012-10-15,21300.0,21315.0,20850.0,20950.0,402.0
2012-10-16,21075.0,21485.0,21075.0,21220.0,241.0
2012-10-17,21350.0,21580.0,21101.0,21525.0,252.0
2012-10-18,21500.0,21800.0,21400.0,21770.0,445.0
2012-10-19,21700.0,21742.0,21250.0,21438.0,241.0
2012-10-22,21275.0,21400.0,20500.0,20500.0,522.0
2012-10-23,20671.0,20699.0,20125.0,20350.0,484.0
2012-10-24,20310.0,20455.0,20268.0,20375.0,205.0
2012-10-25,20350.0,20660.0,20285.0,20400.0,272.0
2012-10-26,20351.0,20400.0,19715.0,19820.0,711.0
2012-10-29,19949.0,19980.0,19511.0,19749.0,296.0
2012-10-30,19800.0,20075.0,19750.0,19801.0,253.0
2012-10-31,19778.0,20100.0,19727.0,19920.0,377.0
2012-11-01,19902.0,20491.0,19902.0,20400.0,220.0
2012-11-02,20310.0,20415.0,20150.0,20200.0,140.0
2012-11-05,20150.0,20400.0,19975.0,20199.0,329.0
2012-11-06,20239.0,20700.0,20200.0,20690.0,413.0
2012-11-07,20690.0,20900.0,20202.0,20350.0,275.0
2012-11-08,20480.0,20650.0,20220.0,20400.0,169.0
2012-11-09,20463.0,20600.0,20060.0,20200.0,235.0
2012-11-12,20350.0,20450.0,20153.0,20450.0,130.0
2012-11-13,20450.0,20450.0,20090.0,20400.0,173.0
2012-11-14,20400.0,20590.0,20230.0,20500.0,189.0
2012-11-15,20450.0,20590.0,20400.0,20544.0,120.0
2012-11-16,20406.0,20480.0,20320.0,20401.0,91.0
2012-11-19,20501.0,20825.0,20390.0,20800.0,287.0
2012-11-20,20725.0,20990.0,20660.0,20840.0,346.0
2012-11-21,20800.0,20800.0,20405.0,20440.0,307.0
2012-11-22,20500.0,20650.0,20460.0,20460.0,105.0
2012-11-23,20500.0,20988.0,20455.0,20800.0,355.0
2012-11-26,20900.0,20900.0,20750.0,20775.0,273.0
2012-11-27,20873.0,21270.0,20785.0,21170.0,796.0
2012-11-28,21130.0,21449.0,20950.0,21399.0,501.0
2012-11-29,21370.0,21949.0,21300.0,21575.0,689.0
2012-11-30,21599.0,21900.0,21599.0,21799.0,441.0
2012-12-03,21850.0,21939.0,21800.0,21939.0,319.0
2012-12-04,21853.0,21854.0,21655.0,21700.0,273.0
2012-12-05,21775.0,21840.0,21701.0,21750.0,321.0
2012-12-06,21730.0,21899.0,21679.0,21775.0,420.0
2012-12-07,21785.0,21800.0,21510.0,21775.0,331.0
2012-12-10,21800.0,23120.0,21753.0,22700.0,1594.0
2012-12-11,22700.0,23199.0,22700.0,22900.0,482.0
2012-12-12,22900.0,23250.0,22800.0,23106.0,395.0
2012-12-13,23000.0,23000.0,22750.0,22960.0,239.0
2012-12-14,22999.0,23330.0,22975.0,23098.0,362.0
2012-12-17,23000.0,23340.0,23000.0,23340.0,347.0
2012-12-18,23349.0,23600.0,23251.0,23500.0,333.0
2012-12-19,23500.0,23847.0,23400.0,23500.0,368.0
2012-12-20,23500.0,23500.0,22970.0,23375.0,521.0
2012-12-21,23201.0,23400.0,23100.0,23340.0,195.0
2012-12-24,23200.0,23300.0,23100.0,23300.0,87.0
2012-12-25,,,,23300.0,
2012-12-26,,,,23300.0,
2012-12-27,23294.0,23490.0,23280.0,23490.0,213.0
2012-12-28,23477.0,23477.0,23126.0,23126.0,215.0
2012-12-31,23299.0,23540.0,23250.0,23405.0,240.0
2013-01-04,23890.0,24150.0,23700.0,23800.0,249.0
2013-01-07,23860.0,24125.0,23650.0,24050.0,273.0
2013-01-08,24004.0,24200.0,23900.0,24150.0,267.0
2013-01-09,24012.0,24600.0,24012.0,24400.0,466.0
2013-01-10,24500.0,24850.0,24475.0,24570.0,334.0
2013-01-11,24700.0,24925.0,24540.0,24925.0,428.0
2013-01-14,24925.0,25100.0,24655.0,24655.0,276.0
2013-01-15,24850.0,24999.0,24650.0,24930.0,307.0
2013-01-16,24901.0,25000.0,24761.0,24995.0,203.0
2013-01-17,24950.0,25250.0,24777.0,24956.0,345.0
2013-01-18,24980.0,25050.0,24950.0,25030.0,63.0
2013-01-21,24980.0,25050.0,24950.0,25030.0,63.0
2013-01-22,25030.0,25075.0,24605.0,24787.0,344.0
2013-01-23,24632.0,24850.0,24405.0,24425.0,599.0
2013-01-24,24600.0,24700.0,24299.0,24560.0,377.0
2013-01-25,24680.0,24840.0,24400.0,24644.0,452.0
2013-01-28,24709.0,24780.0,24205.0,24350.0,338.0
2013-01-29,24500.0,24720.0,24390.0,24720.0,257.0
2013-01-30,24600.0,25175.0,24590.0,24901.0,590.0
2013-01-31,24964.0,25115.0,24747.0,24825.0,475.0
2013-02-01,24795.0,24975.0,24770.0,24954.0,195.0
2013-02-04,25000.0,25200.0,24851.0,24999.0,188.0
2013-02-05,24860.0,24975.0,24757.0,24975.0,237.0
2013-02-06,25048.0,25048.0,24750.0,24780.0,140.0
2013-02-07,24760.0,24980.0,24650.0,24700.0,268.0
2013-02-08,24720.0,25000.0,24700.0,24820.0,244.0
2013-02-18,24900.0,24900.0,24305.0,24570.0,477.0
2013-02-19,24460.0,24499.0,23750.0,23985.0,778.0
2013-02-20,23994.0,23995.0,23650.0,23759.0,471.0
2013-02-21,23675.0,23699.0,22980.0,23180.0,808.0
2013-02-22,23215.0,23629.0,23090.0,23100.0,486.0
2013-02-25,23185.0,23393.0,23025.0,23175.0,331.0
2013-02-26,23075.0,23400.0,23075.0,23400.0,277.0
2013-02-27,23350.0,23675.0,23300.0,23475.0,329.0
2013-02-28,23570.0,23700.0,23400.0,23450.0,252.0
2013-03-01,23495.0,23495.0,22851.0,23380.0,499.0
2013-03-04,23344.0,23380.0,23050.0,23380.0,300.0
2013-03-05,23400.0,23606.0,23400.0,23600.0,335.0
2013-03-06,23450.0,23570.0,23333.0,23452.0,269.0
2013-03-07,23375.0,23780.0,23375.0,23698.0,296.0
2013-03-08,23788.0,23838.0,23650.0,23800.0,214.0
2013-03-11,23620.0,23774.0,23500.0,23774.0,101.0
2013-03-12,23620.0,23852.0,23620.0,23825.0,193.0
2013-03-13,23850.0,23975.0,23811.0,23975.0,246.0
2013-03-14,23910.0,24010.0,23880.0,23985.0,137.0
2013-03-15,23950.0,24150.0,23800.0,23898.0,319.0
2013-03-18,23745.0,23745.0,23050.0,23150.0,575.0
2013-03-19,23200.0,23540.0,22750.0,22755.0,533.0
2013-03-20,22840.0,23140.0,22546.0,22625.0,424.0
2013-03-21,22625.0,22800.0,22391.0,22650.0,380.0
2013-03-22,22690.0,22940.0,22595.0,22940.0,266.0
2013-03-25,22950.0,23140.0,22866.0,23130.0,291.0
2013-03-26,23000.0,23125.0,22866.0,23045.0,268.0
2013-03-27,23030.0,23100.0,22575.0,23100.0,474.0
2013-03-28,23000.0,23300.0,22888.0,23100.0,360.0
2013-03-29,,,,23100.0,
2013-04-01,,,,23100.0,
2013-04-02,23015.0,23100.0,22900.0,22951.0,177.0
2013-04-03,22951.0,23000.0,22510.0,22679.0,592.0
2013-04-08,22875.0,23038.0,22850.0,22950.0,226.0
2013-04-09,22940.0,23000.0,22801.0,22911.0,255.0
2013-04-10,22900.0,23000.0,22850.0,22880.0,118.0
2013-04-11,22850.0,22950.0,22675.0,22750.0,255.0
2013-04-12,22850.0,22986.0,21925.0,21975.0,809.0
2013-04-15,22000.0,22000.0,20500.0,21275.0,988.0
2013-04-16,21200.0,21500.0,21006.0,21210.0,537.0
2013-04-17,21238.0,21250.0,20375.0,20475.0,569.0
2013-04-18,20400.0,20952.0,19610.0,20751.0,878.0
2013-04-19,20601.0,21190.0,20406.0,20800.0,411.0
2013-04-22,20700.0,20880.0,20250.0,20755.0,198.0
2013-04-23,20800.0,20850.0,20490.0,20600.0,237.0
2013-04-24,20650.0,21100.0,20650.0,20770.0,507.0
2013-04-25,20900.0,21150.0,20840.0,21150.0,479.0
2013-04-26,21056.0,21098.0,20711.0,20755.0,246.0
2013-05-02,20098.0,20099.0,19500.0,19655.0,429.0
2013-05-03,19840.0,20450.0,19700.0,20325.0,521.0
2013-05-06,,,,20325.0,
2013-05-07,20200.0,20470.0,20159.0,20301.0,257.0
2013-05-08,20400.0,20848.0,20300.0,20625.0,306.0
2013-05-09,20520.0,20725.0,20520.0,20601.0,170.0
2013-05-10,20511.0,20850.0,20511.0,20849.0,268.0
2013-05-13,20896.0,21075.0,20850.0,20990.0,271.0
2013-05-14,20950.0,21025.0,20634.0,20816.0,374.0
2013-05-15,20750.0,20850.0,20470.0,20820.0,432.0
2013-05-16,20800.0,21050.0,20600.0,20881.0,360.0
2013-05-17,20900.0,21100.0,20816.0,20974.0,255.0
2013-05-20,20861.0,21445.0,20830.0,21300.0,424.0
2013-05-21,21300.0,21375.0,21226.0,21285.0,259.0
2013-05-22,21260.0,21545.0,21260.0,21400.0,287.0
2013-05-23,21420.0,21420.0,20911.0,21049.0,360.0
2013-05-24,21125.0,21449.0,21000.0,21032.0,235.0
2013-05-27,,,,21032.0,
2013-05-28,21149.0,21229.0,21075.0,21100.0,161.0
2013-05-29,21189.0,21189.0,20910.0,20930.0,179.0
2013-05-30,20900.0,21084.0,20850.0,21001.0,149.0
2013-05-31,20962.0,21034.0,20492.0,20925.0,508.0
2013-06-03,21000.0,21250.0,20856.0,21200.0,315.0
2013-06-04,21200.0,21200.0,21003.0,21025.0,143.0
2013-06-05,21139.0,21180.0,20930.0,21050.0,247.0
2013-06-06,21025.0,21093.0,20870.0,20950.0,218.0
2013-06-07,21000.0,21100.0,20860.0,20984.0,230.0
2013-06-13,20400.0,20475.0,20250.0,20345.0,414.0
2013-06-14,20375.0,20450.0,20180.0,20450.0,312.0
2013-06-17,20400.0,20440.0,20280.0,20425.0,199.0
2013-06-18,20320.0,20335.0,20084.0,20150.0,218.0
2013-06-19,20190.0,20200.0,19982.0,20150.0,240.0
2013-06-20,20075.0,20075.0,19250.0,19500.0,793.0
2013-06-21,19500.0,20000.0,19400.0,20000.0,406.0
2013-06-24,19900.0,19900.0,19380.0,19600.0,293.0
2013-06-25,19525.0,20034.0,19390.0,19755.0,381.0
2013-06-26,19735.0,19850.0,19547.0,19695.0,254.0
2013-06-27,19695.0,19964.0,19675.0,19752.0,331.0
2013-06-28,19770.0,19900.0,19600.0,19749.0,471.0
2013-07-01,19651.0,19950.0,19625.0,19900.0,273.0
2013-07-02,19711.0,20300.0,19711.0,20006.0,565.0
2013-07-03,20150.0,20190.0,19975.0,20071.0,160.0
2013-07-04,20050.0,20239.0,19970.0,20085.0,156.0
2013-07-05,20049.0,20049.0,18809.0,19000.0,901.0
2013-07-08,19139.0,19450.0,19050.0,19435.0,502.0
2013-07-09,19408.0,19470.0,19250.0,19406.0,339.0
2013-07-10,19410.0,19775.0,19250.0,19539.0,276.0
2013-07-11,19650.0,19820.0,19502.0,19555.0,298.0
2013-07-12,19688.0,19688.0,19299.0,19452.0,206.0
2013-07-15,19629.0,19629.0,19257.0,19396.0,197.0
2013-07-16,19380.0,19580.0,19300.0,19440.0,202.0
2013-07-17,19381.0,19690.0,19378.0,19500.0,195.0
2013-07-18,19455.0,19539.0,19350.0,19535.0,110.0
2013-07-19,19589.0,19780.0,19400.0,19499.0,231.0
2013-07-22,19500.0,19550.0,19420.0,19474.0,194.0
2013-07-23,19376.0,19550.0,19376.0,19550.0,100.0
2013-07-24,19405.0,19689.0,19405.0,19501.0,236.0
2013-07-25,19505.0,19556.0,19250.0,19462.0,277.0
2013-07-26,19400.0,19495.0,19275.0,19460.0,265.0
2013-07-29,19465.0,19989.0,19300.0,19701.0,418.0
2013-07-30,19725.0,19899.0,19551.0,19739.0,368.0
2013-07-31,19601.0,20390.0,19601.0,20360.0,752.0
2013-08-01,20399.0,20900.0,20265.0,20790.0,840.0
2013-08-02,20700.0,21160.0,20400.0,21098.0,609.0
2013-08-05,20950.0,21250.0,20876.0,21248.0,433.0
2013-08-06,21185.0,21402.0,21101.0,21275.0,500.0
2013-08-07,21250.0,21325.0,21100.0,21250.0,457.0
2013-08-08,21249.0,21798.0,21211.0,21730.0,597.0
2013-08-09,21750.0,22320.0,21550.0,22000.0,551.0
2013-08-12,21950.0,22250.0,21900.0,22100.0,259.0
2013-08-13,22050.0,22200.0,21750.0,21802.0,288.0
2013-08-14,21731.0,22000.0,21650.0,21900.0,215.0
2013-08-15,21850.0,21899.0,21450.0,21700.0,370.0
2013-08-16,21553.0,21940.0,21553.0,21925.0,318.0
2013-08-19,21800.0,21930.0,21655.0,21900.0,143.0
2013-08-20,21900.0,22001.0,21605.0,21900.0,250.0
2013-08-21,21800.0,21960.0,21650.0,21650.0,271.0
2013-08-22,21755.0,22050.0,21650.0,21980.0,267.0
2013-08-23,21900.0,22000.0,21750.0,21756.0,166.0
2013-08-26,,,,21756.0,
2013-08-27,21702.0,21830.0,21405.0,21650.0,388.0
2013-08-28,21790.0,21790.0,21525.0,21607.0,103.0
2013-08-29,21605.0,21670.0,21350.0,21370.0,238.0
2013-08-30,21425.0,21450.0,20950.0,20960.0,393.0
2013-09-02,21150.0,21300.0,21000.0,21150.0,112.0
2013-09-03,21250.0,21600.0,21125.0,21500.0,260.0
2013-09-04,21500.0,21900.0,21401.0,21835.0,397.0
2013-09-05,21930.0,22285.0,21825.0,22124.0,447.0
2013-09-06,22055.0,22998.0,22055.0,22950.0,570.0
2013-09-09,22920.0,23125.0,22806.0,22904.0,313.0
2013-09-10,22900.0,23000.0,22600.0,22950.0,268.0
2013-09-11,22826.0,22905.0,22730.0,22775.0,179.0
2013-09-12,22720.0,22725.0,22110.0,22352.0,644.0
2013-09-13,22400.0,22800.0,22205.0,22800.0,301.0
2013-09-16,22800.0,22949.0,22700.0,22875.0,220.0
2013-09-17,22780.0,22945.0,22710.0,22901.0,318.0
2013-09-18,22756.0,23200.0,22756.0,22926.0,494.0
2013-09-23,22850.0,22980.0,22730.0,22900.0,209.0
2013-09-24,22820.0,22860.0,22760.0,22776.0,69.0
2013-09-25,22850.0,23187.0,22725.0,23070.0,223.0
2013-09-26,23080.0,23450.0,23035.0,23200.0,383.0
2013-09-27,23100.0,23469.0,23100.0,23200.0,240.0
2013-09-30,23300.0,23500.0,23200.0,23300.0,294.0
2013-10-08,23553.0,23850.0,23370.0,23530.0,270.0
2013-10-09,23305.0,23640.0,23300.0,23405.0,116.0
2013-10-10,23426.0,23510.0,23300.0,23340.0,147.0
2013-10-11,23490.0,23599.0,23300.0,23440.0,178.0
2013-10-14,23595.0,23600.0,23100.0,23350.0,261.0
2013-10-15,23240.0,23315.0,22850.0,23006.0,383.0
2013-10-16,23193.0,23240.0,22605.0,23100.0,315.0
2013-10-17,23150.0,23150.0,22600.0,22700.0,438.0
2013-10-18,22743.0,23000.0,22606.0,22700.0,358.0
2013-10-21,22700.0,22995.0,22700.0,22873.0,179.0
2013-10-22,22960.0,23450.0,22851.0,23205.0,416.0
2013-10-23,23298.0,23298.0,22702.0,22720.0,289.0
2013-10-24,22771.0,22940.0,22731.0,22885.0,162.0
2013-10-25,22948.0,23201.0,22750.0,23125.0,152.0
2013-10-28,23102.0,23400.0,23100.0,23228.0,265.0
2013-10-29,23219.0,23270.0,22940.0,23020.0,190.0
2013-10-30,23193.0,23250.0,22970.0,23100.0,187.0
2013-10-31,23150.0,23150.0,22700.0,22700.0,331.0
2013-11-01,22889.0,23000.0,22685.0,22800.0,192.0
2013-11-04,22850.0,22945.0,22650.0,22650.0,280.0
2013-11-05,22890.0,23000.0,22700.0,22803.0,327.0
2013-11-06,22825.0,23095.0,22751.0,22751.0,191.0
2013-11-07,22850.0,22850.0,22426.0,22760.0,488.0
2013-11-08,22701.0,22950.0,22554.0,22826.0,238.0
2013-11-11,22950.0,22972.0,22743.0,22905.0,133.0
2013-11-12,22850.0,22900.0,22601.0,22713.0,164.0
2013-11-13,22746.0,22900.0,22611.0,22806.0,209.0
2013-11-14,22803.0,23050.0,22800.0,22912.0,225.0
2013-11-15,22911.0,23025.0,22853.0,22902.0,267.0
2013-11-18,22906.0,23010.0,22726.0,22800.0,227.0
2013-11-19,22800.0,22850.0,22703.0,22779.0,157.0
2013-11-20,22751.0,22910.0,22750.0,22775.0,146.0
2013-11-21,22775.0,23004.0,22770.0,22901.0,289.0
2013-11-22,22950.0,22950.0,22780.0,22850.0,271.0
2013-11-25,22815.0,22950.0,22778.0,22935.0,96.0
2013-11-26,22925.0,22951.0,22851.0,22919.0,155.0
2013-11-27,22801.0,22920.0,22490.0,22695.0,442.0
2013-11-28,22551.0,22697.0,22400.0,22697.0,436.0
2013-11-29,22600.0,22869.0,22511.0,22750.0,268.0
2013-12-02,22650.0,22790.0,22400.0,22540.0,326.0
2013-12-03,22588.0,22594.0,22400.0,22548.0,285.0
2013-12-04,22500.0,22900.0,22500.0,22800.0,418.0
2013-12-05,22700.0,23198.0,22700.0,22951.0,757.0
2013-12-06,23001.0,23250.0,22912.0,23160.0,476.0
2013-12-09,23240.0,23260.0,23149.0,23250.0,381.0
2013-12-10,23229.0,23350.0,22303.0,22425.0,1336.0
2013-12-11,22410.0,22649.0,22410.0,22580.0,502.0
2013-12-12,22600.0,22700.0,22440.0,22440.0,298.0
2013-12-13,22740.0,22800.0,22550.0,22770.0,164.0
2013-12-16,22800.0,22850.0,22651.0,22798.0,197.0
2013-12-17,22750.0,22790.0,22702.0,22760.0,109.0
2013-12-18,22750.0,22790.0,22702.0,22760.0,109.0
2013-12-19,22805.0,22900.0,22775.0,22840.0,128.0
2013-12-20,22850.0,23145.0,22845.0,22949.0,290.0
2013-12-23,22950.0,22950.0,22830.0,22949.0,122.0
2013-12-24,22880.0,22949.0,22850.0,22945.0,99.0
2013-12-25,,,,22945.0,
2013-12-26,,,,22945.0,
2013-12-27,23000.0,23000.0,22700.0,22715.0,301.0
2013-12-30,22849.0,22850.0,22550.0,22550.0,259.0
2013-12-31,22650.0,22700.0,22280.0,22473.0,357.0
2014-01-02,22406.0,22500.0,21950.0,22050.0,603.0
2014-01-03,22000.0,22001.0,21300.0,21579.0,712.0
2014-01-06,21598.0,21725.0,21301.0,21600.0,427.0
2014-01-07,21622.0,21825.0,21500.0,21800.0,322.0
2014-01-08,21715.0,22050.0,21700.0,21770.0,371.0
2014-01-09,21900.0,21900.0,21326.0,21425.0,259.0
2014-01-10,21644.0,22000.0,21455.0,21950.0,287.0
2014-01-13,22000.0,22200.0,21703.0,22110.0,323.0
2014-01-14,22180.0,22300.0,22075.0,22150.0,164.0
2014-01-15,22075.0,22446.0,21927.0,22295.0,295.0
2014-01-16,22250.0,22590.0,22200.0,22360.0,322.0
2014-01-17,22430.0,22500.0,22210.0,22350.0,228.0
2014-01-20,22205.0,22364.0,22204.0,22250.0,120.0
2014-01-21,22339.0,22339.0,21927.0,22200.0,322.0
2014-01-22,22225.0,22236.0,22001.0,22099.0,166.0
2014-01-23,22150.0,22250.0,22000.0,22099.0,261.0
2014-01-24,22124.0,22125.0,21850.0,21880.0,177.0
2014-01-27,21825.0,22001.0,21724.0,21800.0,146.0
2014-01-28,21850.0,22110.0,21840.0,22004.0,237.0
2014-01-29,22014.0,22160.0,22000.0,22125.0,213.0
2014-01-30,22081.0,22150.0,21840.0,22053.0,301.0
2014-02-07,22125.0,22248.0,22085.0,22085.0,124.0
2014-02-10,22150.0,22250.0,22100.0,22106.0,119.0
2014-02-11,22114.0,22275.0,22114.0,22200.0,180.0
2014-02-12,22250.0,22500.0,22223.0,22450.0,385.0
2014-02-13,22469.0,22610.0,22469.0,22551.0,443.0
2014-02-14,22600.0,23082.0,22587.0,22998.0,637.0
2014-02-17,22985.0,23180.0,22985.0,23111.0,363.0
2014-02-18,23121.0,23150.0,23031.0,23150.0,258.0
2014-02-19,23145.0,23192.0,23050.0,23190.0,375.0
2014-02-20,23170.0,23170.0,22950.0,23000.0,290.0
2014-02-21,22970.0,23149.0,22900.0,23149.0,145.0
2014-02-24,22911.0,23081.0,22793.0,23081.0,202.0
2014-02-25,22981.0,23349.0,22981.0,23270.0,337.0
2014-02-26,23225.0,23650.0,23225.0,23550.0,755.0
2014-02-27,23461.0,23600.0,23447.0,23575.0,332.0
2014-02-28,23550.0,23610.0,23400.0,23450.0,331.0
2014-03-03,23300.0,23300.0,22950.0,23107.0,461.0
2014-03-04,23184.0,23300.0,22940.0,23280.0,348.0
2014-03-05,23300.0,23400.0,23180.0,23199.0,142.0
2014-03-06,23215.0,23380.0,23150.0,23300.0,151.0
2014-03-07,23221.0,23350.0,22760.0,22990.0,350.0
2014-03-10,23019.0,23049.0,22825.0,22901.0,297.0
2014-03-11,22950.0,23225.0,22650.0,22650.0,373.0
