,AL.SHF_open,AL.SHF_high,AL.SHF_low,AL.SHF_close,AL.SHF_volume
2014-09-24,14060.0,14125.0,13960.0,14090.0,39522.0
2014-09-25,14060.0,14125.0,14015.0,14055.0,62970.0
2014-09-26,14045.0,14085.0,14020.0,14040.0,36642.0
2014-09-29,14035.0,14080.0,13895.0,13935.0,49704.0
2014-09-30,13955.0,14135.0,13930.0,14015.0,65552.0
2014-10-08,14045.0,14075.0,13925.0,13945.0,33946.0
2014-10-09,13970.0,13970.0,13760.0,13885.0,99762.0
2014-10-10,13870.0,13960.0,13715.0,13735.0,116364.0
2014-10-13,13705.0,13855.0,13675.0,13820.0,82604.0
2014-10-14,13820.0,13870.0,13740.0,13805.0,86602.0
2014-10-15,13795.0,13860.0,13780.0,13790.0,75984.0
2014-10-16,13740.0,13775.0,13640.0,13660.0,82324.0
2014-10-17,13605.0,13665.0,13540.0,13600.0,69884.0
2014-10-20,13725.0,13820.0,13700.0,13805.0,101272.0
2014-10-21,13785.0,13850.0,13735.0,13750.0,69456.0
2014-10-22,13835.0,13860.0,13680.0,13755.0,84680.0
2014-10-23,13860.0,13890.0,13790.0,13865.0,56256.0
2014-10-24,13815.0,13930.0,13810.0,13865.0,48784.0
2014-10-27,13810.0,13875.0,13795.0,13825.0,35942.0
2014-10-28,13850.0,13875.0,13790.0,13825.0,44412.0
2014-10-29,13850.0,13880.0,13800.0,13845.0,47490.0
2014-10-30,13865.0,13975.0,13850.0,13860.0,106198.0
2014-10-31,13875.0,14005.0,13825.0,14000.0,88442.0
2014-11-03,13995.0,14035.0,13920.0,13980.0,85230.0
2014-11-04,14005.0,14180.0,13985.0,14135.0,142644.0
2014-11-05,14020.0,14060.0,13800.0,13800.0,137356.0
2014-11-06,13815.0,13890.0,13700.0,13870.0,93268.0
2014-11-07,13865.0,13935.0,13830.0,13845.0,99530.0
2014-11-10,13850.0,13910.0,13755.0,13760.0,88010.0
2014-11-11,13740.0,13815.0,13700.0,13715.0,80366.0
2014-11-12,13695.0,13785.0,13680.0,13735.0,63078.0
2014-11-13,13750.0,13810.0,13725.0,13770.0,70182.0
2014-11-14,13780.0,13805.0,13660.0,13665.0,71752.0
2014-11-17,13690.0,13765.0,13665.0,13750.0,58166.0
2014-11-18,13780.0,13780.0,13685.0,13725.0,41234.0
2014-11-19,13675.0,13720.0,13625.0,13700.0,63178.0
2014-11-20,13705.0,13750.0,13685.0,13710.0,40736.0
2014-11-21,13710.0,13790.0,13680.0,13775.0,41782.0
2014-11-24,13900.0,13920.0,13785.0,13795.0,55008.0
2014-11-25,13795.0,13815.0,13745.0,13800.0,21210.0
2014-11-26,13820.0,13840.0,13700.0,13765.0,47828.0
2014-11-27,13800.0,13820.0,13710.0,13760.0,40714.0
2014-11-28,13820.0,13825.0,13685.0,13765.0,26392.0
2014-12-01,13715.0,13725.0,13505.0,13560.0,59666.0
2014-12-02,13565.0,13640.0,13520.0,13530.0,57032.0
2014-12-03,13500.0,13500.0,13330.0,13385.0,131210.0
2014-12-04,13380.0,13505.0,13330.0,13470.0,75690.0
2014-12-05,13430.0,13540.0,13430.0,13440.0,60790.0
2014-12-08,13450.0,13475.0,13370.0,13370.0,41978.0
2014-12-09,13380.0,13400.0,13245.0,13305.0,55416.0
2014-12-10,13280.0,13390.0,13280.0,13325.0,52874.0
2014-12-11,13285.0,13350.0,13275.0,13335.0,42212.0
2014-12-12,13335.0,13400.0,13305.0,13400.0,43742.0
2014-12-15,13385.0,13465.0,13360.0,13455.0,40450.0
2014-12-16,13450.0,13460.0,13330.0,13345.0,29098.0
2014-12-17,13315.0,13335.0,13220.0,13235.0,45062.0
2014-12-18,13260.0,13260.0,13025.0,13045.0,54346.0
2014-12-19,13050.0,13200.0,13050.0,13165.0,37442.0
2014-12-22,13195.0,13310.0,13130.0,13295.0,45818.0
2014-12-23,13260.0,13330.0,13160.0,13165.0,31960.0
2014-12-24,13135.0,13160.0,13070.0,13140.0,37718.0
2014-12-25,13100.0,13130.0,13060.0,13120.0,25430.0
2014-12-26,13100.0,13160.0,13100.0,13160.0,16096.0
2014-12-29,13160.0,13160.0,13075.0,13095.0,29114.0
2014-12-30,13065.0,13120.0,13025.0,13075.0,45568.0
2014-12-31,13080.0,13150.0,12965.0,13060.0,70664.0
2015-01-05,12970.0,12985.0,12860.0,12895.0,56386.0
2015-01-06,12860.0,12880.0,12800.0,12845.0,56276.0
2015-01-07,12800.0,12860.0,12760.0,12760.0,63712.0
2015-01-08,12780.0,12845.0,12755.0,12805.0,47172.0
2015-01-09,12850.0,12900.0,12780.0,12855.0,62750.0
2015-01-12,12840.0,12855.0,12760.0,12770.0,41144.0
2015-01-13,12705.0,12770.0,12685.0,12750.0,55832.0
2015-01-14,12700.0,12755.0,12445.0,12620.0,115790.0
2015-01-15,12670.0,13005.0,12665.0,12840.0,96998.0
2015-01-16,12930.0,12930.0,12765.0,12820.0,44358.0
2015-01-19,12840.0,12950.0,12825.0,12845.0,45928.0
2015-01-20,12835.0,12850.0,12765.0,12775.0,33438.0
2015-01-21,12820.0,12850.0,12745.0,12775.0,36746.0
2015-01-22,12760.0,12855.0,12740.0,12825.0,34910.0
2015-01-23,12880.0,12880.0,12795.0,12815.0,30180.0
2015-01-26,12790.0,12805.0,12710.0,12775.0,34984.0
2015-01-27,12840.0,12960.0,12815.0,12900.0,39026.0
2015-01-28,12855.0,12890.0,12800.0,12865.0,27478.0
2015-01-29,12870.0,12875.0,12815.0,12830.0,18792.0
2015-01-30,12820.0,12835.0,12770.0,12810.0,29420.0
2015-02-02,12855.0,12910.0,12835.0,12885.0,35638.0
2015-02-03,12890.0,13300.0,12885.0,13160.0,63988.0
2015-02-04,13200.0,13250.0,13105.0,13225.0,48574.0
2015-02-05,13200.0,13350.0,13180.0,13235.0,75206.0
2015-02-06,13200.0,13375.0,13195.0,13360.0,46732.0
2015-02-09,13350.0,13350.0,13220.0,13235.0,34228.0
2015-02-10,13250.0,13255.0,13125.0,13155.0,30268.0
2015-02-11,13125.0,13160.0,13030.0,13035.0,33430.0
2015-02-12,13030.0,13045.0,12960.0,12990.0,29642.0
2015-02-13,13035.0,13115.0,13000.0,13080.0,29074.0
2015-02-16,13085.0,13135.0,13035.0,13060.0,21448.0
2015-02-17,13050.0,13095.0,12995.0,13060.0,19590.0
2015-02-25,13035.0,13145.0,12975.0,12990.0,16314.0
2015-02-26,12920.0,13005.0,12905.0,12980.0,33526.0
2015-02-27,13045.0,13055.0,12965.0,12965.0,26980.0
2015-03-02,12960.0,13100.0,12955.0,13095.0,45394.0
2015-03-03,13080.0,13085.0,13005.0,13020.0,36124.0
2015-03-04,13000.0,13020.0,12925.0,12970.0,43946.0
2015-03-05,12970.0,13020.0,12940.0,12975.0,27402.0
2015-03-06,12985.0,13020.0,12940.0,12940.0,19934.0
2015-03-09,12950.0,12965.0,12880.0,12940.0,33936.0
2015-03-10,12925.0,12995.0,12890.0,12915.0,31078.0
2015-03-11,12880.0,12925.0,12865.0,12900.0,25678.0
2015-03-12,12920.0,13290.0,12890.0,13120.0,58044.0
2015-03-13,13100.0,13200.0,13045.0,13110.0,54878.0
2015-03-16,13095.0,13150.0,13065.0,13100.0,35454.0
2015-03-17,13080.0,13130.0,13070.0,13090.0,31158.0
2015-03-18,13080.0,13160.0,13060.0,13140.0,29222.0
2015-03-19,13130.0,13340.0,13105.0,13290.0,59452.0
2015-03-20,13300.0,13400.0,13250.0,13265.0,46606.0
2015-03-23,13285.0,13365.0,13230.0,13295.0,52396.0
2015-03-24,13300.0,13345.0,13270.0,13315.0,35658.0
2015-03-25,13325.0,13350.0,13270.0,13315.0,24568.0
2015-03-26,13300.0,13325.0,13250.0,13300.0,31306.0
2015-03-27,13380.0,13380.0,13300.0,13330.0,29912.0
2015-03-30,13300.0,13340.0,13285.0,13310.0,26856.0
2015-03-31,13315.0,13420.0,13310.0,13370.0,58312.0
2015-04-01,13360.0,13405.0,13330.0,13370.0,25522.0
2015-04-02,13350.0,13400.0,13330.0,13370.0,27312.0
2015-04-03,13365.0,13385.0,13355.0,13375.0,17410.0
2015-04-07,13380.0,13445.0,13365.0,13410.0,16288.0
2015-04-08,13405.0,13435.0,13370.0,13385.0,18402.0
2015-04-09,13315.0,13365.0,13050.0,13255.0,97334.0
2015-04-10,13245.0,13275.0,13180.0,13265.0,31024.0
2015-04-13,13250.0,13265.0,13100.0,13105.0,41976.0
2015-04-14,13155.0,13155.0,13000.0,13020.0,67982.0
2015-04-15,13040.0,13105.0,13005.0,13060.0,27882.0
2015-04-16,13060.0,13195.0,13050.0,13180.0,31486.0
2015-04-17,13235.0,13250.0,13160.0,13190.0,36348.0
2015-04-20,13205.0,13215.0,13075.0,13110.0,31388.0
2015-04-21,13100.0,13140.0,13065.0,13095.0,14598.0
2015-04-22,13090.0,13155.0,13020.0,13150.0,18334.0
2015-04-23,13130.0,13280.0,13105.0,13210.0,58130.0
2015-04-24,13180.0,13240.0,13170.0,13230.0,28630.0
2015-04-27,13275.0,13400.0,13265.0,13360.0,70880.0
2015-04-28,13360.0,13420.0,13280.0,13320.0,52922.0
2015-04-29,13385.0,13420.0,13290.0,13305.0,66102.0
2015-04-30,13340.0,13380.0,13315.0,13345.0,47484.0
2015-05-04,13400.0,13465.0,13380.0,13420.0,44714.0
2015-05-05,13440.0,13450.0,13350.0,13370.0,35878.0
2015-05-06,13420.0,13620.0,13400.0,13580.0,133430.0
2015-05-07,13540.0,13555.0,13425.0,13460.0,72870.0
2015-05-08,13470.0,13520.0,13440.0,13455.0,59728.0
2015-05-11,13455.0,13515.0,13405.0,13480.0,42292.0
2015-05-12,13450.0,13460.0,13315.0,13315.0,39718.0
2015-05-13,13365.0,13395.0,13325.0,13380.0,26398.0
2015-05-14,13380.0,13410.0,13270.0,13330.0,30664.0
2015-05-15,13295.0,13360.0,13280.0,13335.0,25600.0
2015-05-18,13280.0,13330.0,13275.0,13285.0,20192.0
2015-05-19,13270.0,13270.0,13220.0,13235.0,28858.0
2015-05-20,13195.0,13220.0,13150.0,13170.0,30172.0
2015-05-21,13185.0,13275.0,13160.0,13245.0,16286.0
2015-05-22,13225.0,13270.0,13210.0,13215.0,19482.0
2015-05-25,13190.0,13200.0,13160.0,13180.0,18972.0
2015-05-26,13195.0,13255.0,13175.0,13200.0,21340.0
2015-05-27,13230.0,13250.0,13185.0,13195.0,23774.0
2015-05-28,13150.0,13195.0,13145.0,13175.0,33002.0
2015-05-29,13200.0,13225.0,13175.0,13225.0,24516.0
2015-06-01,13175.0,13200.0,13125.0,13175.0,38608.0
2015-06-02,13170.0,13200.0,13155.0,13155.0,27010.0
2015-06-03,13180.0,13190.0,13130.0,13140.0,26250.0
2015-06-04,13165.0,13175.0,13080.0,13105.0,29702.0
2015-06-05,13090.0,13160.0,12905.0,13010.0,36360.0
2015-06-08,12985.0,13020.0,12950.0,12950.0,31406.0
2015-06-09,12950.0,12990.0,12930.0,12950.0,23802.0
2015-06-10,12980.0,12985.0,12930.0,12930.0,19994.0
2015-06-11,12950.0,12975.0,12830.0,12835.0,42472.0
2015-06-12,12825.0,12840.0,12705.0,12755.0,55882.0
2015-06-15,12775.0,12790.0,12655.0,12675.0,25236.0
2015-06-16,12655.0,12750.0,12630.0,12705.0,31858.0
2015-06-17,12680.0,12715.0,12665.0,12675.0,20752.0
2015-06-18,12705.0,12735.0,12580.0,12675.0,22242.0
2015-06-19,12670.0,12710.0,12650.0,12690.0,19792.0
2015-06-23,12695.0,12770.0,12695.0,12760.0,15674.0
2015-06-24,12755.0,12790.0,12745.0,12780.0,19922.0
2015-06-25,12775.0,12830.0,12700.0,12755.0,31384.0
2015-06-26,12755.0,12780.0,12700.0,12760.0,26572.0
2015-06-29,12740.0,12760.0,12695.0,12735.0,28260.0
2015-06-30,12700.0,12715.0,12560.0,12625.0,49992.0
2015-07-01,12620.0,12620.0,12470.0,12500.0,39706.0
2015-07-02,12555.0,13030.0,12550.0,12670.0,48928.0
2015-07-03,12720.0,12740.0,12650.0,12675.0,21954.0
2015-07-06,12655.0,12685.0,12440.0,12500.0,47018.0
2015-07-07,12405.0,12545.0,12405.0,12430.0,32074.0
2015-07-08,12405.0,12450.0,11975.0,12045.0,178144.0
2015-07-09,12155.0,12435.0,12145.0,12390.0,88724.0
2015-07-10,12460.0,12535.0,12385.0,12410.0,42236.0
2015-07-13,12375.0,12470.0,12365.0,12395.0,18256.0
2015-07-14,12450.0,12495.0,12400.0,12405.0,20162.0
2015-07-15,12390.0,12460.0,12385.0,12435.0,15312.0
2015-07-16,12440.0,12655.0,12350.0,12545.0,54318.0
2015-07-17,12500.0,12560.0,12470.0,12520.0,19016.0
