,NI.LME_open,NI.LME_high,NI.LME_low,NI.LME_close,NI.LME_volume
2012-03-05,19550.0,19600.0,19050.0,19099.0,2776.0
2012-03-06,19100.0,19190.0,18628.0,18690.0,3443.0
2012-03-07,18750.0,19097.0,18670.0,19065.0,3012.0
2012-03-08,19021.0,19275.0,18775.0,18775.0,2805.0
2012-03-09,18775.0,19340.0,18775.0,19255.0,2803.0
2012-03-12,19340.0,19340.0,19000.0,19248.0,2069.0
2012-03-13,19275.0,19580.0,19250.0,19536.0,2017.0
2012-03-14,19451.0,19590.0,19350.0,19528.0,1926.0
2012-03-15,19450.0,19522.0,19180.0,19360.0,2516.0
2012-03-16,19350.0,19430.0,18920.0,18980.0,2351.0
2012-03-19,19050.0,19100.0,18775.0,19023.0,2343.0
2012-03-20,19050.0,19100.0,18770.0,19005.0,2152.0
2012-03-21,19025.0,19080.0,18780.0,18808.0,1900.0
2012-03-22,18850.0,18880.0,18266.0,18419.0,3499.0
2012-03-23,18250.0,18506.0,18150.0,18253.0,2587.0
2012-03-26,18250.0,18506.0,18150.0,18253.0,2587.0
2012-03-27,18281.0,18419.0,17781.0,17800.0,3717.0
2012-03-28,17845.0,17960.0,17520.0,17648.0,3926.0
2012-03-29,17650.0,17725.0,17134.0,17232.0,4482.0
2012-03-30,17295.0,17860.0,17295.0,17840.0,4363.0
2012-04-05,17800.0,18400.0,17668.0,18306.0,2752.0
2012-04-06,,,,18306.0,
2012-04-09,,,,18306.0,
2012-04-10,18104.0,18230.0,17760.0,18001.0,2967.0
2012-04-11,18050.0,18194.0,17831.0,18109.0,2158.0
2012-04-12,18150.0,18670.0,18050.0,18647.0,3037.0
2012-04-13,18700.0,18700.0,18150.0,18326.0,2907.0
2012-04-16,18225.0,18285.0,17498.0,17727.0,3639.0
2012-04-17,17750.0,17975.0,17662.0,17811.0,2097.0
2012-04-18,17850.0,17950.0,17650.0,17721.0,2841.0
2012-04-19,17683.0,17825.0,17597.0,17636.0,2630.0
2012-04-20,17650.0,17990.0,17645.0,17874.0,1957.0
2012-04-23,17770.0,17800.0,17500.0,17570.0,2433.0
2012-04-24,17600.0,17780.0,17388.0,17490.0,2531.0
2012-04-25,17510.0,17727.0,17480.0,17640.0,2761.0
2012-04-26,17650.0,18275.0,17640.0,18250.0,3523.0
2012-04-27,18201.0,18434.0,18087.0,18199.0,2728.0
2012-05-02,17795.0,17864.0,17285.0,17350.0,4319.0
2012-05-03,17285.0,17550.0,17285.0,17395.0,3873.0
2012-05-04,17365.0,17624.0,17320.0,17583.0,2799.0
2012-05-07,,,,17583.0,
2012-05-08,17700.0,17700.0,17151.0,17360.0,3949.0
2012-05-09,17405.0,17418.0,17070.0,17260.0,3048.0
2012-05-10,17250.0,17361.0,17054.0,17180.0,2481.0
2012-05-11,17160.0,17250.0,17005.0,17115.0,2081.0
2012-05-14,17195.0,17300.0,16890.0,16946.0,2523.0
2012-05-15,16910.0,17080.0,16840.0,17047.0,2393.0
2012-05-16,17000.0,17230.0,16770.0,16960.0,3371.0
2012-05-17,16965.0,17220.0,16900.0,17133.0,2182.0
2012-05-18,17105.0,17279.0,16801.0,16835.0,2623.0
2012-05-21,16850.0,17185.0,16800.0,17170.0,2580.0
2012-05-22,17200.0,17213.0,16899.0,16940.0,1939.0
2012-05-23,16900.0,16960.0,16720.0,16756.0,3011.0
2012-05-24,16791.0,17090.0,16790.0,16950.0,2476.0
2012-05-25,17095.0,17108.0,16955.0,17059.0,1660.0
2012-05-28,17075.0,17167.0,16975.0,16998.0,861.0
2012-05-29,17000.0,17120.0,16538.0,16640.0,2935.0
2012-05-30,16650.0,16700.0,16170.0,16340.0,4091.0
2012-05-31,16260.0,16500.0,16225.0,16358.0,3443.0
2012-06-01,16385.0,16400.0,16020.0,16075.0,2875.0
2012-06-04,,,,16075.0,
2012-06-05,,,,16075.0,
2012-06-06,16050.0,16345.0,15980.0,16160.0,3460.0
2012-06-07,16150.0,16630.0,16019.0,16630.0,3268.0
2012-06-08,16576.0,16899.0,16207.0,16819.0,4138.0
2012-06-11,16974.0,17300.0,16821.0,17253.0,3642.0
2012-06-12,17200.0,17416.0,16958.0,17085.0,3666.0
2012-06-13,17145.0,17293.0,16915.0,17026.0,2169.0
2012-06-14,17030.0,17125.0,16635.0,16740.0,2733.0
2012-06-15,16750.0,16900.0,16590.0,16850.0,2548.0
2012-06-18,16900.0,17040.0,16640.0,16660.0,1860.0
2012-06-19,16650.0,17100.0,16550.0,17080.0,2775.0
2012-06-20,17050.0,17220.0,16930.0,17097.0,3213.0
2012-06-21,17010.0,17010.0,16400.0,16459.0,3734.0
2012-06-25,16629.0,16689.0,16225.0,16410.0,1992.0
2012-06-26,16445.0,16495.0,16165.0,16304.0,2398.0
2012-06-27,16330.0,16365.0,16169.0,16283.0,1997.0
2012-06-28,16300.0,16530.0,16130.0,16220.0,4272.0
2012-06-29,16325.0,16830.0,16325.0,16799.0,3499.0
2012-07-02,16650.0,16766.0,16600.0,16730.0,1954.0
2012-07-03,16706.0,17390.0,16706.0,17220.0,4701.0
2012-07-04,17274.0,17282.0,16925.0,16985.0,2026.0
2012-07-05,16950.0,17180.0,16661.0,16735.0,3430.0
2012-07-06,16750.0,16775.0,16200.0,16260.0,3582.0
2012-07-09,16280.0,16420.0,16235.0,16370.0,1878.0
2012-07-10,16349.0,16419.0,16050.0,16077.0,2585.0
2012-07-11,16072.0,16290.0,16050.0,16165.0,3114.0
2012-07-12,16120.0,16179.0,15770.0,15890.0,4363.0
2012-07-13,15815.0,16330.0,15800.0,16200.0,2959.0
2012-07-16,16155.0,16231.0,16010.0,16176.0,1717.0
2012-07-17,16200.0,16278.0,16025.0,16091.0,2206.0
2012-07-18,16150.0,16170.0,15955.0,16077.0,1743.0
2012-07-19,16062.0,16310.0,16062.0,16135.0,2621.0
2012-07-20,16158.0,16158.0,15883.0,15920.0,2112.0
2012-07-23,15950.0,15953.0,15450.0,15600.0,3308.0
2012-07-24,15689.0,15750.0,15470.0,15713.0,2728.0
2012-07-25,15611.0,16020.0,15520.0,15963.0,3274.0
2012-07-26,15901.0,16195.0,15783.0,15866.0,2440.0
2012-07-27,15980.0,16075.0,15830.0,15990.0,1942.0
2012-07-30,15990.0,16232.0,15841.0,16162.0,3332.0
2012-07-31,16200.0,16200.0,15800.0,15812.0,2984.0
2012-08-01,15850.0,15909.0,15553.0,15592.0,2760.0
2012-08-02,15600.0,15688.0,15236.0,15317.0,3400.0
2012-08-03,15281.0,15723.0,15281.0,15600.0,2504.0
2012-08-06,15620.0,15790.0,15516.0,15720.0,1986.0
2012-08-07,15730.0,15875.0,15626.0,15799.0,2011.0
2012-08-08,15750.0,15770.0,15540.0,15667.0,1922.0
2012-08-09,15670.0,15734.0,15487.0,15520.0,2159.0
2012-08-10,15520.0,15555.0,15250.0,15327.0,2527.0
2012-08-13,15302.0,15423.0,15247.0,15361.0,2096.0
2012-08-14,15382.0,15640.0,15342.0,15481.0,2610.0
2012-08-15,15525.0,15535.0,15260.0,15301.0,1330.0
2012-08-16,15389.0,15572.0,15268.0,15553.0,2185.0
2012-08-17,15540.0,15695.0,15383.0,15640.0,2466.0
2012-08-20,15615.0,15615.0,15381.0,15560.0,1461.0
2012-08-21,15560.0,15910.0,15495.0,15825.0,3292.0
2012-08-22,15825.0,16109.0,15805.0,16061.0,3396.0
2012-08-23,16098.0,16480.0,15976.0,16338.0,5676.0
2012-08-24,16325.0,16550.0,16201.0,16489.0,5086.0
2012-08-27,,,,16489.0,
2012-08-28,16375.0,16450.0,16200.0,16290.0,2516.0
2012-08-29,16300.0,16425.0,16150.0,16299.0,3009.0
2012-08-30,16251.0,16465.0,16005.0,16015.0,4179.0
2012-08-31,16074.0,16115.0,15810.0,16050.0,4662.0
2012-09-03,16000.0,16290.0,15950.0,16200.0,2477.0
2012-09-04,16052.0,16288.0,15950.0,16006.0,2613.0
2012-09-05,16006.0,16115.0,15825.0,16071.0,3541.0
2012-09-06,16071.0,16373.0,16010.0,16071.0,4337.0
2012-09-07,16001.0,16510.0,16001.0,16428.0,5163.0
2012-09-10,16401.0,16850.0,16401.0,16750.0,5582.0
2012-09-11,16750.0,16889.0,16500.0,16783.0,4062.0
2012-09-12,16767.0,17015.0,16505.0,16650.0,4076.0
2012-09-13,16775.0,17010.0,16574.0,16974.0,3793.0
2012-09-14,16980.0,17876.0,16921.0,17775.0,7497.0
2012-09-17,17800.0,18236.0,17680.0,18099.0,6109.0
2012-09-18,18025.0,18174.0,17700.0,17700.0,5756.0
2012-09-19,17780.0,18170.0,17730.0,17756.0,3824.0
2012-09-20,17691.0,17913.0,17502.0,17875.0,4481.0
2012-09-21,17899.0,18225.0,17896.0,18128.0,4450.0
2012-09-24,17956.0,18095.0,17800.0,18000.0,2736.0
2012-09-25,18040.0,18425.0,18040.0,18400.0,3573.0
2012-09-26,18250.0,18400.0,17910.0,18048.0,4522.0
2012-09-27,18100.0,18405.0,17922.0,18387.0,3785.0
2012-09-28,18400.0,18675.0,18400.0,18400.0,4447.0
2012-10-08,18265.0,18343.0,17950.0,18073.0,2980.0
2012-10-09,18076.0,18275.0,17861.0,17959.0,2690.0
2012-10-10,17910.0,17930.0,17639.0,17650.0,3765.0
2012-10-11,17650.0,17800.0,17575.0,17665.0,3504.0
2012-10-12,17665.0,17745.0,17087.0,17162.0,5343.0
2012-10-15,17099.0,17341.0,16950.0,17152.0,4421.0
2012-10-16,17127.0,17275.0,16817.0,16876.0,3399.0
2012-10-17,16975.0,17175.0,16805.0,17140.0,2870.0
2012-10-18,17179.0,17350.0,17153.0,17331.0,2716.0
2012-10-19,17301.0,17320.0,16899.0,16930.0,2454.0
2012-10-22,16875.0,17000.0,16584.0,16605.0,3893.0
2012-10-23,16699.0,16704.0,16139.0,16412.0,3987.0
2012-10-24,16400.0,16430.0,16250.0,16391.0,2163.0
2012-10-25,16400.0,16561.0,16142.0,16183.0,2939.0
2012-10-26,16200.0,16276.0,15905.0,16050.0,3851.0
2012-10-29,16050.0,16125.0,15758.0,15950.0,3360.0
2012-10-30,15966.0,16145.0,15860.0,16097.0,2145.0
2012-10-31,16100.0,16400.0,16070.0,16162.0,4185.0
2012-11-01,16200.0,16480.0,16200.0,16354.0,3361.0
2012-11-02,16401.0,16410.0,15932.0,15964.0,3247.0
2012-11-05,16001.0,16030.0,15760.0,15979.0,3170.0
2012-11-06,15925.0,16180.0,15925.0,16180.0,2582.0
2012-11-07,16125.0,16434.0,15860.0,15992.0,3467.0
2012-11-08,15992.0,16176.0,15873.0,16153.0,2121.0
2012-11-09,16200.0,16247.0,15915.0,16010.0,2948.0
2012-11-12,16045.0,16093.0,15920.0,16070.0,2025.0
2012-11-13,16030.0,16250.0,15850.0,16050.0,2760.0
2012-11-14,16049.0,16272.0,16000.0,16171.0,2737.0
2012-11-15,16101.0,16179.0,15925.0,15976.0,2593.0
2012-11-16,15990.0,16124.0,15800.0,16010.0,3817.0
2012-11-19,16060.0,16462.0,16060.0,16420.0,4046.0
2012-11-20,16420.0,16698.0,16365.0,16540.0,4164.0
2012-11-21,16510.0,16688.0,16350.0,16652.0,3854.0
2012-11-22,16679.0,16830.0,16530.0,16530.0,2742.0
2012-11-23,16600.0,16755.0,16503.0,16626.0,2241.0
2012-11-26,16649.0,16775.0,16456.0,16577.0,2281.0
2012-11-27,16551.0,16936.0,16550.0,16910.0,3850.0
2012-11-28,16920.0,17110.0,16805.0,16960.0,5845.0
2012-11-29,16965.0,17350.0,16900.0,17004.0,5129.0
2012-11-30,17050.0,17600.0,17030.0,17525.0,5931.0
2012-12-03,17550.0,17720.0,17490.0,17495.0,4627.0
2012-12-04,17547.0,17547.0,17300.0,17499.0,4010.0
2012-12-05,17440.0,17595.0,17391.0,17560.0,3361.0
2012-12-06,17560.0,17628.0,17150.0,17185.0,3676.0
2012-12-07,17199.0,17285.0,17055.0,17225.0,2470.0
2012-12-10,17290.0,17867.0,17262.0,17820.0,5055.0
2012-12-11,17780.0,17840.0,17671.0,17771.0,2552.0
2012-12-12,17795.0,17910.0,17702.0,17770.0,2573.0
2012-12-13,17700.0,17745.0,17450.0,17650.0,2702.0
2012-12-14,17600.0,17900.0,17599.0,17832.0,2764.0
2012-12-17,17811.0,17900.0,17610.0,17720.0,1727.0
2012-12-18,17749.0,17913.0,17660.0,17758.0,3006.0
2012-12-19,17780.0,17835.0,17460.0,17800.0,4284.0
2012-12-20,17763.0,17763.0,17304.0,17475.0,3935.0
2012-12-21,17500.0,17600.0,17360.0,17404.0,2273.0
2012-12-24,17470.0,17470.0,17168.0,17315.0,1607.0
2012-12-25,,,,17315.0,
2012-12-26,,,,17315.0,
2012-12-27,17325.0,17500.0,17192.0,17299.0,2277.0
2012-12-28,17365.0,17365.0,17090.0,17158.0,2390.0
2012-12-31,17200.0,17290.0,17040.0,17110.0,1413.0
2013-01-04,17500.0,17625.0,17285.0,17451.0,3271.0
2013-01-07,17453.0,17510.0,17195.0,17313.0,2110.0
2013-01-08,17340.0,17420.0,17160.0,17351.0,2219.0
2013-01-09,17330.0,17592.0,17300.0,17493.0,2193.0
2013-01-10,17500.0,17700.0,17390.0,17488.0,3179.0
2013-01-11,17500.0,17585.0,17365.0,17561.0,2510.0
2013-01-14,17565.0,17653.0,17260.0,17335.0,2724.0
2013-01-15,17340.0,17575.0,17150.0,17510.0,3737.0
2013-01-16,17501.0,17626.0,17332.0,17405.0,2682.0
2013-01-17,17440.0,17607.0,17360.0,17600.0,2303.0
2013-01-18,17600.0,17600.0,17375.0,17430.0,1249.0
2013-01-21,17600.0,17600.0,17375.0,17430.0,1249.0
2013-01-22,17425.0,17550.0,17322.0,17492.0,2397.0
2013-01-23,17524.0,17630.0,17445.0,17510.0,2299.0
2013-01-24,17500.0,17540.0,17325.0,17340.0,2554.0
2013-01-25,17414.0,17470.0,17270.0,17368.0,2716.0
2013-01-28,17342.0,17635.0,17342.0,17575.0,2836.0
2013-01-29,17580.0,17870.0,17540.0,17829.0,3726.0
2013-01-30,17850.0,18385.0,17800.0,18327.0,6587.0
2013-01-31,18305.0,18594.0,18265.0,18398.0,6027.0
2013-02-01,18329.0,18650.0,18300.0,18639.0,3166.0
2013-02-04,18622.0,18770.0,18550.0,18650.0,2563.0
2013-02-05,18617.0,18760.0,18475.0,18743.0,3316.0
2013-02-06,18720.0,18765.0,18310.0,18350.0,3364.0
2013-02-07,18353.0,18365.0,18130.0,18140.0,3008.0
2013-02-08,18150.0,18456.0,18149.0,18330.0,2391.0
2013-02-18,18387.0,18387.0,17816.0,17940.0,4164.0
2013-02-19,17940.0,17980.0,17350.0,17449.0,5818.0
2013-02-20,17445.0,17540.0,16970.0,17057.0,6358.0
2013-02-21,17000.0,17037.0,16600.0,16750.0,7200.0
2013-02-22,16775.0,17050.0,16619.0,16947.0,5888.0
2013-02-25,16900.0,16978.0,16688.0,16714.0,3932.0
2013-02-26,16705.0,16768.0,16465.0,16728.0,4900.0
2013-02-27,16778.0,16850.0,16640.0,16745.0,2543.0
2013-02-28,16800.0,16861.0,16605.0,16605.0,4732.0
2013-03-01,16650.0,16775.0,16372.0,16635.0,4622.0
2013-03-04,16655.0,16739.0,16491.0,16543.0,2770.0
2013-03-05,16560.0,16710.0,16493.0,16673.0,3159.0
2013-03-06,16680.0,16740.0,16532.0,16550.0,2275.0
2013-03-07,16570.0,16724.0,16550.0,16610.0,2113.0
2013-03-08,16650.0,16750.0,16511.0,16720.0,2484.0
2013-03-11,16678.0,16852.0,16530.0,16850.0,3186.0
2013-03-12,16875.0,17088.0,16747.0,17003.0,3601.0
2013-03-13,17000.0,17167.0,16935.0,16970.0,2294.0
2013-03-14,16997.0,17244.0,16881.0,17191.0,3092.0
2013-03-15,17185.0,17340.0,16891.0,16940.0,3826.0
2013-03-18,16867.0,16867.0,16525.0,16628.0,5255.0
2013-03-19,16625.0,16693.0,16490.0,16630.0,2630.0
2013-03-20,16601.0,16870.0,16567.0,16815.0,2758.0
2013-03-21,16815.0,16975.0,16771.0,16862.0,2915.0
2013-03-22,16900.0,17209.0,16780.0,17122.0,3362.0
2013-03-25,17140.0,17210.0,16880.0,16960.0,2051.0
2013-03-26,16987.0,17134.0,16751.0,16805.0,2440.0
2013-03-27,16847.0,16896.0,16635.0,16880.0,2412.0
2013-03-28,16875.0,16875.0,16580.0,16688.0,2959.0
2013-03-29,,,,16688.0,
2013-04-01,,,,16688.0,
2013-04-02,16604.0,16660.0,16244.0,16380.0,5508.0
2013-04-03,16380.0,16382.0,16030.0,16040.0,4166.0
2013-04-08,15975.0,16282.0,15975.0,16137.0,2361.0
2013-04-09,16145.0,16275.0,16123.0,16234.0,2210.0
2013-04-10,16205.0,16345.0,16058.0,16114.0,2322.0
2013-04-11,16100.0,16261.0,16030.0,16220.0,2741.0
2013-04-12,16249.0,16250.0,15835.0,15856.0,4023.0
2013-04-15,15850.0,15879.0,15396.0,15720.0,6611.0
2013-04-16,15680.0,15910.0,15350.0,15760.0,4741.0
2013-04-17,15750.0,15815.0,15360.0,15403.0,3563.0
2013-04-18,15350.0,15595.0,15180.0,15559.0,4005.0
2013-04-19,15575.0,15575.0,15176.0,15177.0,3483.0
2013-04-22,15175.0,15368.0,15092.0,15301.0,2746.0
2013-04-23,15275.0,15277.0,15100.0,15107.0,3482.0
2013-04-24,15075.0,15312.0,15075.0,15250.0,3075.0
2013-04-25,15299.0,15568.0,15182.0,15450.0,4264.0
2013-04-26,15496.0,15541.0,15181.0,15192.0,2942.0
2013-05-02,14750.0,14930.0,14609.0,14740.0,4538.0
2013-05-03,14800.0,15210.0,14770.0,15169.0,4454.0
2013-05-06,,,,15169.0,
2013-05-07,15184.0,15200.0,14940.0,15200.0,3274.0
2013-05-08,15162.0,15560.0,15125.0,15402.0,3738.0
2013-05-09,15402.0,15522.0,15289.0,15387.0,3101.0
2013-05-10,15283.0,15457.0,15239.0,15453.0,2734.0
2013-05-13,15440.0,15510.0,15275.0,15345.0,2387.0
2013-05-14,15340.0,15390.0,15101.0,15124.0,2793.0
2013-05-15,15147.0,15188.0,14828.0,14896.0,3254.0
2013-05-16,14900.0,15000.0,14815.0,14881.0,2684.0
2013-05-17,14888.0,15000.0,14821.0,14830.0,2956.0
2013-05-20,14820.0,15131.0,14750.0,15070.0,2909.0
2013-05-21,15070.0,15152.0,14899.0,15026.0,2438.0
2013-05-22,15049.0,15339.0,15046.0,15180.0,4053.0
2013-05-23,15124.0,15125.0,14795.0,14940.0,3512.0
2013-05-24,14900.0,14960.0,14758.0,14814.0,2469.0
2013-05-27,,,,14814.0,
2013-05-28,14805.0,14910.0,14736.0,14876.0,2239.0
2013-05-29,14876.0,14907.0,14791.0,14810.0,2165.0
2013-05-30,14780.0,14878.0,14750.0,14790.0,2854.0
2013-05-31,14845.0,14868.0,14561.0,14829.0,3937.0
2013-06-03,14823.0,15600.0,14820.0,15151.0,5246.0
2013-06-04,15185.0,15328.0,15100.0,15241.0,3048.0
2013-06-05,15280.0,15444.0,15150.0,15190.0,3284.0
2013-06-06,15200.0,15220.0,15000.0,15050.0,2987.0
2013-06-07,15080.0,15200.0,14975.0,14991.0,2842.0
2013-06-13,14320.0,14390.0,14055.0,14110.0,4450.0
2013-06-14,14125.0,14380.0,14052.0,14294.0,2857.0
2013-06-17,14345.0,14400.0,14170.0,14211.0,2119.0
2013-06-18,14289.0,14289.0,14037.0,14131.0,2687.0
2013-06-19,14100.0,14275.0,14050.0,14235.0,2598.0
2013-06-20,14100.0,14100.0,13700.0,13703.0,4245.0
2013-06-21,13699.0,14100.0,13630.0,14086.0,3850.0
2013-06-24,14050.0,14050.0,13625.0,13660.0,3924.0
2013-06-25,13666.0,14037.0,13525.0,13900.0,4159.0
2013-06-26,13900.0,13949.0,13550.0,13630.0,4010.0
2013-06-27,13629.0,13900.0,13618.0,13827.0,2956.0
2013-06-28,13812.0,13930.0,13709.0,13737.0,3434.0
2013-07-01,13750.0,14048.0,13700.0,13980.0,3631.0
2013-07-02,14000.0,14120.0,13910.0,14000.0,2833.0
2013-07-03,14018.0,14022.0,13854.0,13866.0,2232.0
2013-07-04,13840.0,13910.0,13740.0,13817.0,1443.0
2013-07-05,13870.0,13870.0,13298.0,13310.0,4342.0
2013-07-08,13320.0,13475.0,13300.0,13444.0,2513.0
2013-07-09,13425.0,13517.0,13205.0,13425.0,3179.0
2013-07-10,13450.0,13715.0,13299.0,13572.0,2995.0
2013-07-11,13700.0,13863.0,13549.0,13642.0,3139.0
2013-07-12,13700.0,13835.0,13558.0,13755.0,1992.0
2013-07-15,13620.0,13830.0,13455.0,13540.0,3092.0
2013-07-16,13500.0,13782.0,13485.0,13762.0,2866.0
2013-07-17,13785.0,14100.0,13715.0,13958.0,5185.0
2013-07-18,13980.0,14040.0,13825.0,14026.0,2581.0
2013-07-19,13989.0,14219.0,13905.0,14180.0,3431.0
2013-07-22,14209.0,14320.0,14066.0,14125.0,3442.0
2013-07-23,14128.0,14185.0,14035.0,14130.0,2582.0
2013-07-24,14115.0,14362.0,14025.0,14322.0,3437.0
2013-07-25,14325.0,14335.0,14117.0,14157.0,2589.0
2013-07-26,14150.0,14205.0,13820.0,13843.0,2876.0
2013-07-29,13850.0,13900.0,13693.0,13716.0,2059.0
2013-07-30,13711.0,13770.0,13460.0,13587.0,4017.0
2013-07-31,13560.0,13909.0,13475.0,13850.0,3101.0
2013-08-01,14000.0,14060.0,13810.0,13890.0,3616.0
2013-08-02,13880.0,14050.0,13800.0,13976.0,2565.0
2013-08-05,13917.0,14011.0,13825.0,13871.0,1639.0
2013-08-06,13850.0,13994.0,13730.0,13774.0,2092.0
2013-08-07,13750.0,14012.0,13640.0,14012.0,2990.0
2013-08-08,14025.0,14475.0,14005.0,14306.0,5026.0
2013-08-09,14298.0,14750.0,14240.0,14716.0,4686.0
2013-08-12,14730.0,14940.0,14650.0,14735.0,4502.0
2013-08-13,14750.0,14930.0,14676.0,14757.0,3629.0
2013-08-14,14732.0,14894.0,14690.0,14860.0,2121.0
2013-08-15,14850.0,14850.0,14585.0,14790.0,2646.0
2013-08-16,14790.0,14975.0,14700.0,14879.0,3887.0
2013-08-19,14930.0,14945.0,14682.0,14796.0,2208.0
2013-08-20,14838.0,14838.0,14615.0,14735.0,2099.0
2013-08-21,14725.0,14753.0,14352.0,14388.0,2940.0
2013-08-22,14351.0,14654.0,14350.0,14407.0,2957.0
2013-08-23,14433.0,14580.0,14319.0,14535.0,2198.0
2013-08-26,,,,14535.0,
2013-08-27,14485.0,14567.0,14360.0,14425.0,2484.0
2013-08-28,14478.0,14500.0,14200.0,14224.0,3789.0
2013-08-29,14200.0,14269.0,14010.0,14105.0,3208.0
2013-08-30,14086.0,14086.0,13750.0,13789.0,4205.0
2013-09-02,13800.0,13945.0,13750.0,13780.0,2590.0
2013-09-03,13776.0,13800.0,13640.0,13770.0,2807.0
2013-09-04,13701.0,13750.0,13600.0,13670.0,2768.0
2013-09-05,13700.0,13850.0,13614.0,13827.0,2881.0
2013-09-06,13848.0,14084.0,13780.0,13930.0,3441.0
2013-09-09,14070.0,14070.0,13826.0,13940.0,2225.0
2013-09-10,13935.0,13935.0,13661.0,13690.0,2524.0
2013-09-11,13680.0,13849.0,13680.0,13778.0,2217.0
2013-09-12,13800.0,13841.0,13630.0,13833.0,2648.0
2013-09-13,13835.0,13875.0,13630.0,13847.0,2949.0
2013-09-16,13890.0,13930.0,13810.0,13920.0,2132.0
2013-09-17,13900.0,13900.0,13761.0,13820.0,1752.0
2013-09-18,13828.0,14044.0,13795.0,13991.0,2799.0
2013-09-23,13958.0,14003.0,13847.0,13950.0,2168.0
2013-09-24,13760.0,13833.0,13700.0,13770.0,1181.0
2013-09-25,13750.0,13859.0,13720.0,13828.0,1915.0
2013-09-26,13790.0,13980.0,13782.0,13810.0,2022.0
2013-09-27,13781.0,14030.0,13781.0,13961.0,2149.0
2013-09-30,13950.0,14068.0,13898.0,13908.0,2420.0
2013-10-08,13960.0,14000.0,13845.0,13880.0,1924.0
2013-10-09,13837.0,13934.0,13660.0,13690.0,1983.0
2013-10-10,13678.0,13861.0,13651.0,13752.0,2341.0
2013-10-11,13723.0,13980.0,13723.0,13907.0,2785.0
2013-10-14,13831.0,14095.0,13815.0,14020.0,3566.0
2013-10-15,14006.0,14119.0,13915.0,13990.0,2952.0
2013-10-16,13950.0,14110.0,13825.0,14065.0,3023.0
2013-10-17,14067.0,14119.0,13947.0,13983.0,2591.0
2013-10-18,14025.0,14250.0,14000.0,14210.0,4029.0
2013-10-21,14193.0,14500.0,14183.0,14450.0,4522.0
2013-10-22,14450.0,14880.0,14442.0,14800.0,7453.0
2013-10-23,14825.0,14846.0,14506.0,14523.0,5769.0
2013-10-24,14525.0,14689.0,14439.0,14689.0,3967.0
2013-10-25,14695.0,14695.0,14450.0,14533.0,3132.0
2013-10-28,14550.0,14686.0,14510.0,14552.0,2152.0
2013-10-29,14567.0,14650.0,14531.0,14570.0,1781.0
2013-10-30,14575.0,14775.0,14570.0,14650.0,2794.0
2013-10-31,14650.0,14678.0,14533.0,14620.0,2696.0
2013-11-01,14615.0,14700.0,14486.0,14530.0,2489.0
2013-11-04,14567.0,14567.0,14304.0,14315.0,2888.0
2013-11-05,14369.0,14404.0,14300.0,14350.0,2682.0
2013-11-06,14315.0,14400.0,14059.0,14140.0,2997.0
2013-11-07,14140.0,14149.0,13901.0,14040.0,4443.0
2013-11-08,14001.0,14098.0,13880.0,13899.0,3663.0
2013-11-11,13950.0,13961.0,13751.0,13798.0,4114.0
2013-11-12,13795.0,13817.0,13606.0,13661.0,5255.0
2013-11-13,13745.0,13830.0,13584.0,13783.0,4296.0
2013-11-14,13761.0,13855.0,13633.0,13700.0,3903.0
2013-11-15,13700.0,13835.0,13677.0,13813.0,3687.0
2013-11-18,13820.0,13821.0,13580.0,13614.0,3340.0
2013-11-19,13579.0,13722.0,13579.0,13630.0,3036.0
2013-11-20,13652.0,13705.0,13535.0,13536.0,3190.0
2013-11-21,13531.0,13576.0,13405.0,13500.0,3771.0
2013-11-22,13494.0,13571.0,13451.0,13512.0,3642.0
2013-11-25,13550.0,13583.0,13465.0,13532.0,1815.0
2013-11-26,13525.0,13564.0,13405.0,13441.0,2519.0
2013-11-27,13455.0,13519.0,13274.0,13325.0,3282.0
2013-11-28,13340.0,13430.0,13280.0,13425.0,2183.0
2013-11-29,13410.0,13646.0,13350.0,13487.0,3066.0
2013-12-02,13501.0,13548.0,13382.0,13512.0,2995.0
2013-12-03,13500.0,13500.0,13390.0,13430.0,2615.0
2013-12-04,13471.0,13715.0,13450.0,13682.0,3500.0
2013-12-05,13656.0,13918.0,13645.0,13734.0,4306.0
2013-12-06,13753.0,13875.0,13750.0,13785.0,2951.0
2013-12-09,13788.0,13985.0,13735.0,13952.0,3555.0
2013-12-10,14008.0,14120.0,13899.0,13919.0,5594.0
2013-12-11,13940.0,14180.0,13930.0,14098.0,4352.0
2013-12-12,14067.0,14227.0,13967.0,14028.0,4356.0
2013-12-13,14016.0,14105.0,13940.0,14090.0,3132.0
2013-12-16,14055.0,14175.0,14029.0,14045.0,3138.0
2013-12-17,14026.0,14140.0,13973.0,14128.0,3141.0
2013-12-18,14101.0,14182.0,14050.0,14120.0,2471.0
2013-12-19,14110.0,14225.0,14020.0,14225.0,4077.0
2013-12-20,14225.0,14451.0,14191.0,14451.0,4681.0
2013-12-23,14450.0,14479.0,14289.0,14295.0,3411.0
2013-12-24,14300.0,14389.0,14108.0,14220.0,1932.0
2013-12-25,,,,14220.0,
2013-12-26,,,,14220.0,
2013-12-27,14165.0,14360.0,14150.0,14197.0,2741.0
2013-12-30,14186.0,14300.0,13991.0,14088.0,2709.0
2013-12-31,14125.0,14125.0,13890.0,13967.0,2795.0
