指标名称,中国:社会融资规模:新增人民币贷款:当月值,中国:社会融资规模:新增未贴现银行承兑汇票:当月值,中国:社会融资规模存量:人民币贷款,中国:金融机构:新增人民币贷款:居民户:中长期:当月值,中国:金融机构:新增人民币贷款:居民户:短期:当月值,中国:金融机构:新增人民币贷款:非银行业金融机构:当月值,中国:金融机构:新增人民币贷款:当月值,中国:金融机构:各项贷款余额:人民币:同比,中国:金融机构:新增人民币贷款:居民户:当月值,中国:金融机构:新增人民币存款:居民户:当月值,中国:金融机构:新增人民币存款:当月值,中国:金融机构:新增人民币存款:非金融企业:当月值,中国:金融机构:各项存款余额:人民币:同比
2023-07-31,364.0,-1963.0,228.9,-672.0,-1335.0,2170.0,3459.0,11.1,-2007.0,-8093.0,-11200.0,-15300.0,10.5
2023-08-31,13412.0,1129.0,230.24,1602.0,2320.0,-358.0,13600.0,11.1,3922.0,7877.0,12600.0,8890.0,10.5
2023-09-30,25369.0,2397.0,232.78,5470.0,3215.0,-1844.0,23100.0,10.9,8585.0,25316.0,22400.0,2010.0,10.2
2023-10-31,4837.0,-2536.0,233.26,707.0,-1053.0,2088.0,7384.0,10.9,-346.0,-6369.0,6446.0,-8652.0,10.5
2023-11-30,11120.0,202.0,234.37,2331.0,594.0,-207.0,10900.0,10.8,2925.0,9089.0,25300.0,2487.0,10.2
2023-12-31,11092.0,-1865.0,235.48,1462.0,759.0,94.0,11700.0,10.6,2221.0,19780.0,868.0,3165.0,10.0
2024-01-31,48401.0,5636.0,240.32,6272.0,3528.0,249.0,49200.0,10.4,9801.0,25300.0,54800.0,11400.0,9.2
2024-02-29,9773.0,-3686.0,241.29,-1038.0,-4868.0,4045.0,14499.999999999998,10.1,-5907.0,32000.0,9600.0,-29900.0,8.4
2024-03-31,32920.0,3552.0,244.59,4516.0,4908.0,-1958.0,30900.0,9.6,9406.0,28300.0,48000.0,20725.0,7.9
2024-04-30,3349.0,-4490.0,244.92,-1666.0,-3518.0,2607.0,7300.000000000001,9.6,-5166.0,-18500.0,-39200.0,-18725.0,6.6
2024-05-31,8197.0,-1331.0,245.74,514.0,243.0,363.0,9500.0,9.3,757.0,4200.0,16800.0,-8000.0,6.7
2024-06-30,21927.0,-2045.0,247.93,3202.0,2471.0,-1417.0,21300.0,8.8,5709.0,21400.0,24600.0,10000.0,6.1
2024-07-31,-808.0,-1075.0,247.85,100.0,-2156.0,2057.0,2600.0,8.7,-2100.0,-3300.0,-8000.0,-17800.0,6.3
2024-08-31,10411.0,651.0,248.89,1200.0,716.0,-1355.0,9000.0,8.5,1900.0,7100.0,22200.0,3500.0,6.6

数据来源：Wind









































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































