指标名称,银行间质押式回购加权利率:7天,银行间质押式回购加权利率:1个月,成交量:银行间质押式回购,中债商业银行同业存单到期收益率(AAA):3个月,中债商业银行同业存单到期收益率(AAA):1年,中债商业银行普通债到期收益率(AAA):1年,中债商业银行普通债到期收益率(AAA):5年,同业存单:发行利率(股份制银行):3个月,同业存单:发行利率(股份制银行):1年,银行间同业拆借加权利率:7天,中国工商银行:定期存款利率:1年(整存整取),中国工商银行:活期存款利率
2013-01-04,4.0393,4.2391,4096.879,,,4.3578,4.7729,,,4.0872,,
2013-01-05,3.6895,,3097.8182,,,4.305,4.7629,,,3.8424,,
2013-01-06,3.504,4.04,2939.0542,,,4.274,4.7535,,,3.6036,,
2013-01-07,3.1695,4.135,5489.6203,,,4.1977,4.759,,,3.308,,
2013-01-08,3.1081,3.7345,5443.2655,,,4.1877,4.764,,,3.2191,,
2013-01-09,2.9946,3.74,5197.8001,,,4.123,4.708,,,3.0538,,
2013-01-10,2.9216,3.7423,6065.9116,,,4.1024,4.687,,,2.9855,,
2013-01-11,2.7347,3.7841,5587.3236,,,4.1024,4.6875,,,2.8077,,
2013-01-14,2.7492,3.8568,6799.2523,,,4.1024,4.6875,,,2.9065,,
2013-01-15,2.8124,3.6435,6364.1053,,,4.0924,4.6947,,,2.9676,,
2013-01-16,2.7833,3.6252,5706.4653,,,4.0724,4.6944,,,2.8735,,
2013-01-17,2.7545,3.8323,6383.0185,,,4.0688,4.6884,,,3.0599,,
2013-01-18,2.8369,4.0179,5967.8285,,,3.9571,4.6784,,,2.9516,,
2013-01-21,2.9364,3.8517,7010.0443,,,3.9236,4.6611,,,3.0686,,
2013-01-22,2.9803,4.0915,6321.751,,,3.8839,4.6411,,,3.1534,,
2013-01-23,2.9777,3.9653,6834.9711,,,3.8776,4.6111,,,3.0176,,
2013-01-24,2.8355,4.0438,7395.2024,,,3.8716,4.6061,,,2.9041,,
2013-01-25,2.6993,3.9826,6855.8897,,,3.8766,4.5961,,,2.7421,,
2013-01-28,2.9842,4.0976,7762.8075,,,3.8982,4.601,,,3.0495,,
2013-01-29,3.1064,4.0283,7703.7641,,,3.9097,4.601,,,3.1244,,
2013-01-30,3.2243,4.156,7446.719,,,3.9042,4.5953,,,3.3073,,
2013-01-31,3.2525,4.4251,8046.6811,,,3.9082,4.5953,,,3.3127,,
2013-02-01,3.3321,4.2818,7410.3271,,,3.9135,4.6053,,,3.4564,,
2013-02-04,3.4695,4.125,7545.1208,,,3.9335,4.6053,,,3.5966,,
2013-02-05,3.3768,4.2147,6611.681,,,3.9235,4.6151,,,3.7045,,
2013-02-06,3.7255,4.1266,5849.7035,,,3.9185,4.6111,,,3.8958,,
2013-02-07,4.094,4.15,4079.3499,,,3.8981,4.6111,,,4.1861,,
2013-02-08,3.529,,2276.1864,,,3.8751,4.6111,,,3.5406,,
2013-02-16,2.7386,,3887.1674,,,3.865,4.6011,,,2.9186,,
2013-02-17,2.916,3.5293,3571.6084,,,3.8435,4.5811,,,3.0576,,
2013-02-18,2.9139,3.3,5473.1245,,,3.8172,4.5811,,,2.9797,,
2013-02-19,2.9148,3.3067,6129.2497,,,3.7972,4.5611,,,2.9927,,
2013-02-20,2.9488,3.3,6474.1939,,,3.7872,4.5446,,,3.0342,,
2013-02-21,2.9989,3.2458,7709.3825,,,3.7772,4.4996,,,2.9899,,
2013-02-22,3.0995,3.2346,7693.3781,,,3.7506,4.4796,,,3.1075,,
2013-02-25,3.2916,3.3284,6848.9718,,,3.7406,4.4775,,,3.3215,,
2013-02-26,3.8247,4.5074,5454.5734,,,3.8106,4.5125,,,3.877,,
2013-02-27,4.2684,4.5732,5747.9825,,,3.8106,4.5148,,,4.3095,,
2013-02-28,4.3009,4.5874,5764.9496,,,3.8226,4.5151,,,4.3972,,
2013-03-01,4.4329,4.2812,5193.2314,,,3.8276,4.5251,,,4.4087,,
2013-03-04,4.2868,3.7639,5632.6198,,,3.8176,4.5399,,,4.3847,,
2013-03-05,3.1859,3.6667,6360.7096,,,3.8376,4.5349,,,3.2443,,
2013-03-06,2.9859,3.5798,6229.9344,,,3.8375,4.513,,,3.019,,
2013-03-07,2.5326,3.5236,6188.7256,,,3.8377,4.5132,,,2.5568,,
2013-03-08,2.4862,3.4324,5690.068,,,3.8101,4.5137,,,2.5493,,
2013-03-11,2.9894,3.3398,6011.194,,,3.8101,4.535,,,3.0758,,
2013-03-12,3.041,3.3242,5848.6187,,,3.8398,4.545,,,3.1269,,
2013-03-13,3.0203,3.3543,5481.6989,,,3.8498,4.565,,,3.0483,,
2013-03-14,3.0939,3.3004,6609.4329,,,3.8632,4.585,,,3.1847,,
2013-03-15,3.3629,3.3348,5507.8873,,,3.8767,4.5871,,,3.5434,,
2013-03-18,3.0319,3.303,6368.6526,,,3.8967,4.5771,,,3.1515,,
2013-03-19,2.9633,3.2901,6731.5589,,,3.9067,4.5971,,,2.9945,,
2013-03-20,3.2896,3.672,5830.633,,,3.8974,4.6032,,,3.3066,,
2013-03-21,3.0616,3.3347,5552.7927,,,3.8878,4.6032,,,3.0934,,
2013-03-22,2.9376,3.403,5639.4371,,,3.9127,4.6032,,,3.0763,,
2013-03-25,2.9187,3.1673,6543.7582,,,3.9106,4.6232,,,3.0097,,
2013-03-26,3.0405,3.272,6935.5206,,,3.9008,4.6446,,,3.0993,,
2013-03-27,2.8637,3.3649,7325.2377,,,3.8996,4.6376,,,2.9653,,
2013-03-28,3.1856,3.4036,8270.7618,,,3.8925,4.5976,,,3.2207,,
2013-03-29,3.4419,3.4554,8759.5019,,,3.8825,4.5813,,,3.5734,,
2013-04-01,3.4117,3.4054,7438.2023,,,3.8756,4.5423,,,3.4454,,
2013-04-02,3.4195,3.3497,7012.401,,,3.8628,4.4914,,,3.5177,,
2013-04-03,3.2388,3.4337,6205.7488,,,3.8513,4.4914,,,3.2875,,
2013-04-07,3.3188,3.2931,6820.6934,,,3.8155,4.4614,,,3.3314,,
2013-04-08,3.2838,3.3003,7503.091,,,3.8114,4.4414,,,3.3151,,
2013-04-09,3.2704,3.2836,7773.9381,,,3.7909,4.4214,,,3.3265,,
2013-04-10,3.21,3.251,7284.182,,,3.7696,4.4014,,,3.2143,,
2013-04-11,3.0262,3.2661,7808.3414,,,3.7826,4.3828,,,3.093,,
2013-04-12,2.9473,3.2045,7847.4797,,,3.7752,4.3835,,,3.1299,,
2013-04-15,2.9725,3.2189,8378.536,,,3.7609,4.3735,,,3.0604,,
2013-04-16,3.0264,3.2894,8542.201,,,3.7143,4.3535,,,3.1784,,
2013-04-17,2.9981,3.2607,8481.3236,,,3.7126,4.3435,,,3.0265,,
2013-04-18,2.9036,3.3024,8142.1812,,,3.7294,4.3935,,,3.0333,,
2013-04-19,3.1076,3.8194,6483.7631,,,3.7594,4.4711,,,3.1133,,
2013-04-22,3.1583,4.271,6425.7254,,,3.8815,4.5704,,,3.1789,,
2013-04-23,3.6412,4.3498,5379.2217,,,3.9474,4.5429,,,3.7533,,
2013-04-24,4.7353,4.6664,4874.0367,,,3.9332,4.5113,,,4.9403,,
2013-04-25,4.9876,4.3142,5100.9595,,,3.9272,4.5115,,,5.0368,,
2013-04-26,3.5547,3.8707,5697.8188,,,3.9172,4.4751,,,3.6171,,
2013-04-27,3.4926,3.5742,4474.6157,,,3.9073,4.4651,,,3.5223,,
2013-04-28,2.985,3.3719,4600.3068,,,3.8974,4.478,,,3.0923,,
2013-05-02,2.9485,3.2983,6557.9478,,,3.8608,4.438,,,3.0095,,
2013-05-03,3.225,3.2351,6304.5156,,,3.8277,4.408,,,3.3025,,
2013-05-06,3.1982,3.251,7300.9883,,,3.817,4.3854,,,3.2382,,
2013-05-07,3.1784,3.2573,6965.2032,,,3.801,4.3797,,,3.2216,,
2013-05-08,2.9861,3.2405,6836.1882,,,3.7881,4.3961,,,3.2478,,
2013-05-09,3.1096,3.285,7214.6673,,,3.8042,4.3725,,,3.3172,,
2013-05-10,2.971,3.2458,6954.0839,,,3.7958,4.3525,,,3.06,,
2013-05-13,2.9022,3.3107,7184.9841,,,3.7763,4.3333,,,2.9938,,
2013-05-14,2.7954,3.2354,7736.9887,,,3.7702,4.3151,,,2.8483,,
2013-05-15,2.7774,3.2614,7552.869,,,3.7657,4.3128,,,2.9327,,
2013-05-16,3.2116,3.4549,7136.8034,,,3.7784,4.3138,,,3.2664,,
2013-05-17,3.7006,4.0148,5162.7419,,,3.7802,4.314,,,3.6833,,
2013-05-20,4.3802,4.5601,5321.2198,,,3.8087,4.3233,,,4.3155,,
2013-05-21,4.4423,4.5298,5357.7278,,,3.8211,4.3254,,,4.4325,,
2013-05-22,4.0287,4.484,5077.4134,,,3.8144,4.3454,,,4.1332,,
2013-05-23,4.2206,4.6524,5658.1343,,,3.8295,4.3014,,,4.3802,,
2013-05-24,4.159,4.6196,5410.0402,,,3.8326,4.2814,,,4.1799,,
2013-05-27,4.0926,4.481,6106.8342,,,3.8351,4.2614,,,4.1417,,
2013-05-28,3.5423,4.0,6489.7617,,,3.8397,4.2849,,,3.5519,,
2013-05-29,3.7087,3.6654,6776.2094,,,3.8397,4.2849,,,3.7338,,
2013-05-30,4.1836,3.768,6680.5929,,,3.8219,4.2849,,,4.2926,,
2013-05-31,4.8103,4.0094,6107.7055,,,3.8403,4.2851,,,4.8843,,
2013-06-03,4.6601,4.5121,5881.9539,,,3.8449,4.2851,,,4.7134,,
2013-06-04,4.7421,4.3559,5437.381,,,3.8799,4.2892,,,4.8079,,
2013-06-05,4.7987,4.6411,5177.9836,,,3.8775,4.29,,,4.8944,,
2013-06-06,5.3205,5.1976,5212.2538,,,4.0271,4.3152,,,5.6138,,
2013-06-07,6.850899999999999,6.467,5431.9849,,,4.1329,4.3252,,,6.993500000000001,,
2013-06-08,7.8439,6.8222,3919.4949,,,4.1896,4.3252,,,7.6683,,
2013-06-09,5.969900000000001,6.8637,4436.5689,,,4.1368,4.3279,,,6.476300000000001,,
2013-06-13,6.3884,7.068899999999999,5909.114,,,4.2032,4.3739,,,6.8409,,
2013-06-14,6.9016,7.2838,6015.4994,,,4.206,4.4323,,,6.998899999999999,,
2013-06-17,6.887500000000001,7.336099999999999,5576.4787,,,4.3091,4.4805,,,6.8901,,
2013-06-18,6.8207,7.3462,5786.4196,,,4.4265,4.4969,,,6.746499999999999,,
2013-06-19,8.2624,8.0362,5973.4056,,,4.5513,4.5269,,,8.1911,,
2013-06-20,11.6217,10.8737,8117.7148,,,5.0164,4.6269,,,12.2521,,
2013-06-21,9.2485,12.6773,8768.1631,,,5.035,4.6769,,,9.2509,,
2013-06-24,7.5326,7.957699999999999,9121.187,,,5.27,4.7651,,,7.8756,,
2013-06-25,7.4369,8.8821,8565.403,,,5.2896,4.7651,,,7.7588,,
2013-06-26,7.287699999999999,9.6306,6509.2194,,,5.0455,4.6469,,,7.2727,,
2013-06-27,6.7369,9.1463,6855.2033,,,4.9417,4.5958,,,6.8943,,
2013-06-28,6.1622,7.430300000000001,6592.0031,,,4.8902,4.5308,,,6.463299999999999,,
2013-07-01,5.4498,6.7154,4123.436,,,4.8438,4.5208,,,5.4852,,
2013-07-02,4.7592,5.7811,3871.6486,,,4.7438,4.5141,,,4.6782,,
2013-07-03,4.2343,5.1938,4108.8263,,,4.6373,4.4841,,,4.3206,,
2013-07-04,3.955,5.0683,4021.1328,,,4.3873,4.4441,,,3.9554,,
2013-07-05,3.8055,4.7477,5159.5981,,,4.2955,4.4441,,,3.8577,,
2013-07-08,3.6684,4.3316,5745.3727,,,4.2955,4.4441,,,3.6914,,
2013-07-09,3.6079,4.2912,5455.995,,,4.3049,4.4591,,,3.6067,,
2013-07-10,3.6044,4.2826,5042.2223,,,4.3349,4.471,,,3.6841,,
2013-07-11,3.8311,4.4124,4318.7951,,,4.3749,4.491,,,3.8734,,
2013-07-12,3.8114,4.1448,4054.0408,,,4.4249,4.531,,,3.8427,,
2013-07-15,3.8103,4.5422,4798.5135,,,4.4749,4.561,,,3.8421,,
2013-07-16,3.7139,4.5233,5695.1538,,,4.4749,4.561,,,3.7287,,
2013-07-17,3.607,4.6058,5576.6238,,,4.5249,4.5852,,,3.6382,,
2013-07-18,3.7377,4.8202,5657.606,,,4.6249,4.6152,,,3.7413,,
2013-07-19,3.7681,4.863,5608.9451,,,4.6449,4.6502,,,3.9225,,
2013-07-22,3.9369,5.0007,5998.1479,,,4.6749,4.7456,,,3.9819,,
2013-07-23,4.008,5.3473,5900.6786,,,4.7249,4.7994,,,4.0264,,
2013-07-24,4.0479,5.8686,6079.4464,,,4.7749,4.8494,,,4.106,,
2013-07-25,4.3015,5.8474,6306.7918,,,4.8049,4.8483,,,4.2425,,
2013-07-26,4.4144,5.989,6143.8906,,,4.7549,4.8318,,,4.7612,,
2013-07-29,5.1165,6.1944,6359.8674,,,4.7549,4.8318,,,5.1652,,
2013-07-30,4.9978,6.0042,6023.6634,,,4.7109,4.7821,,,5.0131,,
2013-07-31,4.9922,5.3218,6300.2689,,,4.6786,4.7721,,,5.0321,,
2013-08-01,4.5875,4.8164,5366.6894,,,4.6096,4.7221,,,4.6381,,
2013-08-02,4.3347,4.6053,5548.3599,,,4.519,4.6721,,,4.4364,,
2013-08-05,4.347,4.6174,6778.849,,,4.509,4.6621,,,4.4468,,
2013-08-06,4.1407,4.6457,6535.2511,,,4.529,4.6721,,,4.1869,,
2013-08-07,3.8867,4.585,6438.4055,,,4.579,4.6921,,,3.8946,,
2013-08-08,3.7903,4.5926,6203.3944,,,4.629,4.7361,,,3.7957,,
2013-08-09,3.6557,4.5591,5638.5801,,,4.629,4.7861,,,3.6692,,
2013-08-12,3.6827,4.5409,5844.5553,,,4.649,4.8256,,,3.6736,,
2013-08-13,3.7339,4.5441,5712.4778,,,4.639,4.8756,,,3.777,,
2013-08-14,3.8757,4.5632,5998.372,,,4.6535,4.9156,,,4.0011,,
2013-08-15,4.0085,4.5473,6365.3511,,,4.7035,4.9656,,,4.0402,,
2013-08-16,3.8259,4.6012,5821.4587,,,4.7055,4.9885,,,3.8407,,
2013-08-19,4.1785,5.0301,5290.9205,,,4.7055,4.9885,,,4.1362,,
2013-08-20,4.5093,5.3542,4920.0571,,,4.7155,5.0385,,,4.4934,,
2013-08-21,4.3234,5.0801,4653.4609,,,4.7355,5.0352,,,4.3058,,
2013-08-22,4.1598,5.0243,4425.1518,,,4.7405,5.031,,,4.1926,,
2013-08-23,4.1835,5.0948,5226.014,,,4.7305,4.9839,,,4.2175,,
2013-08-26,4.0596,5.0122,5627.148,,,4.7305,4.9639,,,4.1119,,
2013-08-27,4.2496,4.9722,4999.3083,,,4.7305,4.9313,,,4.316,,
2013-08-28,4.2964,4.9207,4966.7724,,,4.7302,4.9513,,,4.3157,,
2013-08-29,4.3507,4.8832,4937.5839,,,4.7202,4.9676,,,4.3978,,
2013-08-30,3.735,4.7888,5194.1633,,,4.7002,4.9574,,,3.8222,,
2013-09-02,3.7489,4.5889,5698.926,,,4.7155,4.9774,,,3.8022,,
2013-09-03,3.7319,4.5269,5818.7138,,,4.7091,4.9685,,,3.7937,,
2013-09-04,3.488,4.5999,5664.0869,,,4.7091,4.9669,,,3.5828,,
2013-09-05,3.4682,4.577,6267.3612,,,4.7147,4.9678,,,3.5148,,
2013-09-06,3.4745,4.4365,5920.1842,,,4.7233,4.981,,,3.5318,,
2013-09-09,3.5605,4.7248,6510.142,,,4.7233,4.9946,,,3.6165,,
2013-09-10,3.6289,5.0432,5777.6906,,,4.7238,4.9884,,,3.6853,,
2013-09-11,3.4879,5.4911,5796.6125,,,4.7232,5.0164,,,3.6151,,
2013-09-12,3.5699,5.7022,5627.1332,,,4.7332,5.0229,,,3.6248,,
2013-09-13,3.5894,5.7997,5217.7235,,,4.7729,5.0429,,,3.6969,,
2013-09-16,3.4986,5.9322,6437.3362,,,4.7979,5.0629,,,3.5953,,
2013-09-17,3.661,5.937500000000001,5940.7951,,,4.8407,5.0661,,,3.7132,,
2013-09-18,3.831,5.9874,5638.3283,,,4.8607,5.0705,,,3.8351,,
2013-09-22,4.0066,5.9946,4530.6503,,,4.8629,5.0713,,,3.9684,,
2013-09-23,4.3997,6.105500000000001,5626.2958,,,4.8829,5.0513,,,4.3471,,
2013-09-24,4.5241,6.283900000000001,6243.0103,,,4.8829,5.0613,,,4.6965,,
2013-09-25,4.029,5.949299999999999,5958.4119,,,4.8829,5.0748,,,4.6953,,
2013-09-26,4.1431,5.3864,5463.0475,,,4.8629,5.072,,,4.3227,,
2013-09-27,3.6922,5.3614,5435.3798,,,4.8529,5.0664,,,4.2029,,
2013-09-29,3.8541,5.3056,4674.407,,,4.8729,5.0664,,,3.8894,,
2013-09-30,4.251,5.289,5873.2206,,,4.8589,5.0742,,,4.3956,,
2013-10-08,4.4106,5.1761,7694.6947,,,4.8428,5.076,,,4.5154,,
2013-10-09,4.5345,5.2451,6453.5715,,,4.8528,5.0838,,,4.5108,,
2013-10-10,4.4917,5.0747,5764.2959,,,4.8578,5.084,,,4.5745,,
2013-10-11,4.2533,4.9654,5215.772,,,4.8478,5.0843,,,4.258,,
2013-10-12,4.2253,4.8047,3950.6766,,,4.8488,5.0843,,,4.2143,,
2013-10-14,3.8248,4.7384,5323.6035,,,4.8598,5.0851,,,4.0042,,
2013-10-15,3.8498,4.7065,6230.0356,,,4.8798,5.0854,,,4.0824,,
2013-10-16,3.3406,4.7969,5952.6929,,,4.9096,5.1054,,,3.3664,,
2013-10-17,3.3644,4.7227,5917.5074,,,4.9096,5.1245,,,3.4165,,
2013-10-18,3.4945,4.5268,5348.4021,,,4.8952,5.1245,,,3.7015,,
2013-10-21,3.5653,4.6986,5513.5317,,,4.9033,5.1295,,,3.6409,,
2013-10-22,3.5753,4.6971,6530.364,,,4.9133,5.1395,,,3.7238,,
2013-10-23,4.0495,4.9497,5909.514,,,4.9335,5.1695,,,4.1257,,
2013-10-24,4.7894,5.787,5484.9257,,,5.0935,5.2243,,,4.8511,,
2013-10-25,5.0624,6.441299999999999,5408.1307,,,5.1282,5.2743,,,5.2214,,
2013-10-28,5.0017,6.4827,5192.7395,,,5.1296,5.3093,,,5.0574,,
2013-10-29,5.0366,6.212899999999999,5546.9299,,,5.1796,5.3451,,,5.1961,,
2013-10-30,5.6906,5.8791,6003.8663,,,5.2208,5.4047,,,5.6738,,
2013-10-31,5.0305,5.2699,6492.7499,,,5.2208,5.4156,,,5.0924,,
2013-11-01,4.5996,4.8577,5499.124,,,5.1708,5.4146,,,4.6749,,
2013-11-04,4.4225,4.6091,5982.346,,,5.1708,5.4098,,,4.5111,,
2013-11-05,4.241,4.6876,6861.365,,,5.1708,5.4098,,,4.3543,,
2013-11-06,3.8771,4.9081,6576.8221,,,5.2008,5.4398,,,3.9061,,
2013-11-07,3.9028,5.0012,6193.8166,,,5.1863,5.4598,,,3.9372,,
2013-11-08,3.948,5.0866,5994.5953,,,5.2386,5.5069,,,4.0356,,
2013-11-11,3.8209,5.3574,6326.6222,,,5.3886,5.5961,,,3.8279,,
2013-11-12,3.5989,5.0646,6207.4427,,,5.3896,5.6142,,,3.7799,,
2013-11-13,3.7433,5.3223,6404.0902,,,5.4396,5.6642,,,3.7801,,
2013-11-14,4.2888,5.6109,6060.7891,,,5.4896,5.7299,,,4.2253,,
2013-11-15,5.447,6.238,6406.801,,,5.6896,5.8099,,,5.3981,,
2013-11-18,5.4447,6.5505,6513.6296,,,5.7296,5.8316,,,5.4705,,
2013-11-19,4.9298,6.2842,6882.715,,,5.7996,5.8936,,,4.9574,,
2013-11-20,4.8225,6.2509,6768.4918,,,5.8996,5.9592,,,4.888,,
2013-11-21,4.9039,6.4049,6941.8208,,,5.9296,5.9992,,,4.7701,,
2013-11-22,4.884,6.498,6236.5777,,,5.8996,5.9992,,,4.9054,,
2013-11-25,4.8583,6.7074,6628.9311,,,5.8996,6.0011,,,4.8653,,
2013-11-26,4.763,6.7698,7184.206,,,5.8996,6.0211,,,4.9844,,
2013-11-27,4.7793,6.751900000000001,6791.8002,,,5.9356,6.0111,,,4.7497,,
2013-11-28,4.9218,6.579699999999999,7276.9908,,,5.85,6.0114,,,4.9029,,
2013-11-29,4.716,6.422300000000001,7236.7229,,,5.75,5.9314,,,4.7457,,
2013-12-02,4.6268,6.3123000000000005,6908.5008,,,5.75,5.9114,,,4.6848,,
2013-12-03,4.6233,6.278,6274.7283,,,5.73,5.9014,,,4.698,,
2013-12-04,4.5754,6.2285,5469.2875,,,5.73,5.8514,,,4.6447,,
2013-12-05,4.569,6.0894,5707.9793,,,5.72,5.8514,,,4.6331,,
2013-12-06,4.5471,5.6845,5841.0196,,,5.72,5.8514,,,4.6254,,
2013-12-09,4.4889,5.5665,6056.2188,,,5.7696,5.8714,,,4.5722,,
2013-12-10,4.4298,5.3604,6084.1041,,,5.7737,5.9014,,,4.5507,,
2013-12-11,4.3417,5.5652,5624.5281,,,5.8162,5.9014,,,4.3752,,
2013-12-12,4.3077,5.8876,5778.4151,,,5.8162,5.9064,,,4.3311,,
2013-12-13,4.3089,5.7208,5844.5997,5.7664,5.8062,5.8062,5.9031,5.25,,4.3691,,
2013-12-16,4.447,6.1036,5937.9649,5.8864,5.8162,5.8162,5.9031,,,4.4918,,
2013-12-17,4.7754,6.6838,6550.422,5.9133,5.8286,5.8286,5.9101,,,4.6433,,
2013-12-18,6.303299999999999,7.4106,6608.343,5.9933,5.8586,5.8586,5.9301,,,6.1024,,
2013-12-19,7.0582,8.4218,6595.7145,6.1133,5.9086,5.9086,5.9701,,,6.754499999999999,,
2013-12-20,8.2144,8.5982,6793.8401,6.1133,5.9518,5.9518,6.0101,,,7.7474,,
2013-12-23,8.9372,8.6792,7012.6207,6.1533,5.9718,5.9718,6.0301,,,8.8445,,
2013-12-24,6.4424,7.7462,5847.7028,6.2233,5.9718,5.9718,6.0301,,,6.804,,
2013-12-25,5.5759,6.9332,6422.1783,6.1933,5.9818,5.9818,6.0301,,,5.6692,,
2013-12-26,5.3337,6.9948,6065.6202,6.1733,5.9767,5.9767,6.0344,,,5.4191,,
2013-12-27,5.1005,6.5266,6403.7072,6.1833,5.9649,5.9649,6.0311,,,5.1401,,
2013-12-30,4.9287,6.3104,7283.7751,6.1763,5.9774,5.9774,6.0401,,,4.9246,,
2013-12-31,5.4041,6.1162,7562.881,6.1756,5.9774,5.9774,6.0401,,,5.3145,,
2014-01-02,4.9831,6.1877,4836.9147,6.1497,5.9474,5.9474,6.0501,,,5.0166,,
2014-01-03,4.6964,6.2652,4071.8414,6.1034,5.9474,5.9474,6.0401,,,4.7782,,
2014-01-06,4.5962,6.5246,5417.3261,6.1084,5.9628,5.9628,6.0601,,,4.7084,,
2014-01-07,4.2615,6.053699999999999,4767.5289,6.0402,5.9428,5.9428,6.0601,,,4.383,,
2014-01-08,4.0799,5.7006,4847.3508,5.9195,5.9128,5.9128,6.0601,,,4.2193,,
2014-01-09,4.0167,6.392499999999999,5126.6813,5.9072,5.9028,5.9028,6.0301,,,4.0604,,
2014-01-10,4.0256,6.391699999999999,5242.6244,5.8672,5.8928,5.8928,6.0101,,,4.1985,,
2014-01-13,4.0149,6.643,6269.4378,5.7771,5.856,5.856,5.9801,,,4.245,,
2014-01-14,4.0261,6.753100000000001,5837.2426,5.7533,5.856,5.856,5.9801,,,4.0778,,
2014-01-15,4.0195,6.849900000000001,5376.5584,5.7333,5.836,5.836,5.9801,,,4.1176,,
2014-01-16,4.3542,6.9048,5956.6191,5.6793,5.8216,5.8216,5.9739,,,4.4015,,
2014-01-17,5.1688,7.285299999999999,5244.2907,5.7136,5.8216,5.8216,5.9739,,,4.9571,,
2014-01-20,6.592,7.7008,5937.9914,5.7904,5.8716,5.8716,5.9739,,,6.638300000000001,,
2014-01-21,5.5484,7.2374,6873.4379,5.6887,5.8052,5.8052,5.9439,,,5.616,,
2014-01-22,5.2958,6.9574,6379.3159,5.6387,5.7547,5.7547,5.9437,,,5.3301,,
2014-01-23,5.3964,6.9659,6319.2949,5.6287,5.7509,5.7509,5.9059,,,5.3384,,
2014-01-24,4.6408,7.026300000000001,6087.3614,5.569,5.7247,5.7247,5.8986,,,4.5618,,
2014-01-26,4.8441,7.3364,4442.5423,5.589,5.7278,5.7278,5.8986,,,4.8259,,
2014-01-27,4.9623,7.269699999999999,5503.7319,5.549,5.6918,5.6918,5.8599,,,5.4034,,
2014-01-28,5.1597,7.557900000000001,5673.1915,5.514,5.6643,5.6643,5.8399,,,5.969500000000001,,
2014-01-29,5.3523,7.1514,4020.799,5.4958,5.6669,5.6669,5.8299,,,5.8067,,
2014-01-30,4.9887,5.3401,1349.1939,5.4502,5.6719,5.6719,5.8199,,,5.2885,,
2014-02-07,5.4325,5.585,5082.7967,5.5002,5.6519,5.6519,5.7999,,,5.5018,,
2014-02-08,5.2387,5.980499999999999,3713.3244,5.4455,5.6346,5.6346,5.7899,,,5.2656,,
2014-02-10,5.3078,5.7719,4792.969,5.4319,5.6346,5.6346,5.7699,,,5.3453,,
2014-02-11,5.2042,5.8017,4949.3843,5.4332,5.6236,5.6236,5.7599,,,5.2555,,
2014-02-12,5.1926,5.6967,4532.1664,5.4252,5.5656,5.5656,5.7499,,,5.203,,
2014-02-13,5.0002,5.5215,5046.2223,5.4083,5.5156,5.5156,5.6899,,,5.0769,,
2014-02-14,4.355,5.3732,5192.7794,5.3683,5.4376,5.4376,5.6399,,,4.6382,,
2014-02-17,3.8409,5.266,6205.4671,5.3408,5.3976,5.3976,5.6199,,,4.0074,,
2014-02-18,3.7642,5.3786,5356.3568,5.3108,5.4005,5.4005,5.5999,,,3.964,,
2014-02-19,3.7516,5.1532,5175.6383,5.2608,5.3705,5.3705,5.6199,,,3.8239,,
2014-02-20,3.6805,5.182,5523.361,5.2108,5.3655,5.3655,5.6099,5.55,,3.8439,,
2014-02-21,3.3619,4.3097,6019.9758,5.0608,5.2755,5.2755,5.5857,,,3.5762,,
2014-02-24,3.2712,4.4842,7279.5798,4.983,5.2255,5.2255,5.5153,,,3.4222,,
2014-02-25,3.2183,4.4871,6780.8948,4.9888,5.1955,5.1955,5.4653,,,3.4108,,
2014-02-26,3.0939,4.3684,6611.297,4.9166,5.1169,5.1169,5.4053,5.3,,3.1587,,
2014-02-27,3.438,4.2999,7329.9586,4.8566,5.0269,5.0269,5.3553,,,3.5106,,
2014-02-28,3.5169,4.2405,7036.2094,4.8383,4.9465,4.9465,5.3253,5.2,,3.6777,,
2014-03-03,2.8243,4.2443,7451.4667,4.8007,4.8765,4.8765,5.3153,,,3.1143,,
2014-03-04,3.5036,4.4233,7029.9334,4.8113,4.8965,4.8965,5.3653,,,3.5607,,
2014-03-05,3.7765,4.4374,7142.4069,4.8361,4.9162,4.9162,5.4329,,,3.8552,,
2014-03-06,2.4805,4.6649,7344.2277,4.8546,4.8962,4.8962,5.4829,,,2.6632,,
2014-03-07,2.4172,4.4918,6984.6248,4.824,4.8762,4.8762,5.5229,,,2.5981,,
2014-03-10,2.3017,4.5157,8012.9321,4.8202,4.8962,4.8962,5.5229,,,2.4796,,
2014-03-11,2.2596,4.1306,7519.4493,4.7975,4.9262,4.9262,5.5329,,,2.3899,,
2014-03-12,2.2252,3.7506,7350.2358,4.7654,4.9162,4.9162,5.5629,5.0,,2.3435,,
2014-03-13,2.5062,3.6344,7778.6033,4.759,4.9275,4.9275,5.5729,,,2.7774,,
2014-03-14,2.598,3.7107,7414.5987,4.747,4.9302,4.9302,5.5559,,,2.6795,,
2014-03-17,2.6568,3.8003,7725.9141,4.7552,4.9102,4.9102,5.5323,,,2.7223,,
2014-03-18,2.8867,4.0979,8379.4141,4.7652,4.9502,4.9502,5.5623,,,2.9567,,
2014-03-19,3.4612,4.493,6981.3898,4.8152,5.0233,5.0233,5.5923,,5.85,3.5293,,
