,V.DCE_open,V.DCE_high,V.DCE_low,V.DCE_close,V.DCE_volume
2012-06-26,6445.0,6470.0,6385.0,6390.0,25710.0
2012-06-27,6405.0,6410.0,6250.0,6310.0,79864.0
2012-06-28,6355.0,6355.0,6300.0,6335.0,38344.0
2012-06-29,6300.0,6390.0,6250.0,6380.0,57730.0
2012-07-02,6480.0,6480.0,6400.0,6430.0,39242.0
2012-07-03,6430.0,6565.0,6415.0,6520.0,62254.0
2012-07-04,6570.0,6575.0,6490.0,6515.0,37302.0
2012-07-05,6515.0,6585.0,6505.0,6580.0,33880.0
2012-07-06,6560.0,6580.0,6535.0,6570.0,17922.0
2012-07-09,6550.0,6560.0,6515.0,6520.0,15348.0
2012-07-10,6525.0,6540.0,6460.0,6460.0,10114.0
2012-07-11,6450.0,6460.0,6390.0,6420.0,8648.0
2012-07-12,6460.0,6465.0,6420.0,6440.0,9178.0
2012-07-13,6540.0,6600.0,6480.0,6600.0,52936.0
2012-07-16,6600.0,6685.0,6590.0,6670.0,57564.0
2012-07-17,6700.0,6705.0,6590.0,6605.0,45044.0
2012-07-18,6580.0,6675.0,6580.0,6665.0,74508.0
2012-07-19,6695.0,6785.0,6680.0,6690.0,130844.0
2012-07-20,6705.0,6720.0,6590.0,6630.0,71716.0
2012-07-23,6585.0,6595.0,6400.0,6440.0,120614.0
2012-07-24,6400.0,6495.0,6375.0,6450.0,57924.0
2012-07-25,6420.0,6485.0,6410.0,6420.0,38182.0
2012-07-26,6435.0,6505.0,6415.0,6450.0,55496.0
2012-07-27,6475.0,6495.0,6425.0,6490.0,41850.0
2012-07-30,6495.0,6530.0,6430.0,6455.0,43868.0
2012-07-31,6470.0,6475.0,6355.0,6470.0,97526.0
2012-08-01,6435.0,6495.0,6430.0,6465.0,41232.0
2012-08-02,6465.0,6470.0,6420.0,6450.0,33396.0
2012-08-03,6415.0,6465.0,6400.0,6465.0,25970.0
2012-08-06,6500.0,6550.0,6490.0,6515.0,38228.0
2012-08-07,6510.0,6525.0,6475.0,6515.0,26702.0
2012-08-08,6520.0,6535.0,6480.0,6485.0,19786.0
2012-08-09,6500.0,6540.0,6490.0,6535.0,23810.0
2012-08-10,6530.0,6570.0,6485.0,6490.0,34102.0
2012-08-13,6495.0,6510.0,6460.0,6465.0,25040.0
2012-08-14,6465.0,6495.0,6410.0,6480.0,40928.0
2012-08-15,6470.0,6510.0,6450.0,6490.0,24904.0
2012-08-16,6505.0,6545.0,6490.0,6510.0,26104.0
2012-08-17,6540.0,6550.0,6510.0,6525.0,19358.0
2012-08-20,6540.0,6545.0,6505.0,6505.0,12938.0
2012-08-21,6515.0,6520.0,6475.0,6500.0,26608.0
2012-08-22,6520.0,6525.0,6480.0,6500.0,23958.0
2012-08-23,6520.0,6635.0,6505.0,6630.0,98956.0
2012-08-24,6600.0,6650.0,6565.0,6615.0,111566.0
2012-08-27,6650.0,6650.0,6575.0,6590.0,61734.0
2012-08-28,6570.0,6590.0,6520.0,6535.0,49254.0
2012-08-29,6540.0,6570.0,6460.0,6545.0,74182.0
2012-08-30,6545.0,6575.0,6500.0,6555.0,34672.0
2012-08-31,6535.0,6565.0,6510.0,6540.0,29188.0
2012-09-03,6550.0,6610.0,6525.0,6580.0,45366.0
2012-09-04,6585.0,6595.0,6560.0,6575.0,26074.0
2012-09-05,6560.0,6605.0,6520.0,6525.0,44082.0
2012-09-06,6520.0,6560.0,6480.0,6530.0,49116.0
2012-09-07,6520.0,6580.0,6460.0,6530.0,48340.0
2012-09-10,6595.0,6620.0,6555.0,6595.0,54452.0
2012-09-11,6585.0,6635.0,6580.0,6620.0,44974.0
2012-09-12,6635.0,6640.0,6610.0,6625.0,32036.0
2012-09-13,6630.0,6670.0,6610.0,6625.0,69856.0
2012-09-14,6700.0,6810.0,6670.0,6785.0,172392.0
2012-09-17,6785.0,6850.0,6735.0,6755.0,114202.0
2012-09-18,6725.0,6785.0,6715.0,6740.0,53444.0
2012-09-19,6745.0,6770.0,6735.0,6765.0,33126.0
2012-09-20,6700.0,6755.0,6680.0,6680.0,36898.0
2012-09-21,6705.0,6715.0,6670.0,6690.0,23842.0
2012-09-24,6660.0,6685.0,6635.0,6655.0,34472.0
2012-09-25,6660.0,6670.0,6625.0,6640.0,13686.0
2012-09-26,6620.0,6640.0,6570.0,6580.0,25594.0
2012-09-27,6575.0,6580.0,6510.0,6545.0,34436.0
2012-09-28,6585.0,6590.0,6535.0,6545.0,16650.0
2012-10-08,6500.0,6530.0,6465.0,6490.0,24818.0
2012-10-09,6515.0,6580.0,6505.0,6555.0,32612.0
2012-10-10,6555.0,6605.0,6545.0,6580.0,33274.0
2012-10-11,6560.0,6580.0,6540.0,6560.0,25360.0
2012-10-12,6575.0,6620.0,6540.0,6565.0,37546.0
2012-10-15,6540.0,6545.0,6500.0,6515.0,28510.0
2012-10-16,6530.0,6570.0,6515.0,6560.0,24540.0
2012-10-17,6555.0,6575.0,6470.0,6470.0,46612.0
2012-10-18,6470.0,6505.0,6430.0,6490.0,77448.0
2012-10-19,6490.0,6505.0,6470.0,6470.0,29562.0
2012-10-22,6450.0,6520.0,6450.0,6515.0,30864.0
2012-10-23,6500.0,6520.0,6470.0,6475.0,22992.0
2012-10-24,6455.0,6510.0,6455.0,6505.0,38326.0
2012-10-25,6520.0,6520.0,6480.0,6490.0,20796.0
2012-10-26,6485.0,6500.0,6375.0,6420.0,75664.0
2012-10-29,6420.0,6420.0,6295.0,6360.0,84092.0
2012-10-30,6355.0,6415.0,6340.0,6395.0,43480.0
2012-10-31,6400.0,6415.0,6375.0,6410.0,25104.0
2012-11-01,6400.0,6445.0,6390.0,6430.0,23418.0
2012-11-02,6430.0,6435.0,6380.0,6415.0,13772.0
2012-11-05,6395.0,6410.0,6365.0,6405.0,11884.0
2012-11-06,6410.0,6475.0,6400.0,6465.0,16356.0
2012-11-07,6480.0,6500.0,6450.0,6480.0,8034.0
2012-11-08,6440.0,6475.0,6440.0,6465.0,4626.0
2012-11-09,6465.0,6475.0,6455.0,6465.0,4386.0
2012-11-12,6475.0,6515.0,6440.0,6470.0,20446.0
2012-11-13,6465.0,6480.0,6430.0,6470.0,20272.0
2012-11-14,6465.0,6495.0,6440.0,6490.0,26490.0
2012-11-15,6490.0,6495.0,6470.0,6475.0,16152.0
2012-11-16,6465.0,6475.0,6380.0,6415.0,44862.0
2012-11-19,6440.0,6465.0,6430.0,6450.0,21388.0
2012-11-20,6480.0,6485.0,6440.0,6445.0,16144.0
2012-11-21,6440.0,6440.0,6400.0,6430.0,33268.0
2012-11-22,6435.0,6450.0,6420.0,6445.0,14974.0
2012-11-23,6425.0,6480.0,6425.0,6475.0,20790.0
2012-11-26,6485.0,6500.0,6460.0,6475.0,21198.0
2012-11-27,6475.0,6490.0,6455.0,6455.0,12946.0
2012-11-28,6450.0,6465.0,6435.0,6435.0,11366.0
2012-11-29,6440.0,6470.0,6435.0,6455.0,9642.0
2012-11-30,6470.0,6495.0,6460.0,6495.0,17686.0
2012-12-03,6510.0,6575.0,6490.0,6530.0,86188.0
2012-12-04,6520.0,6520.0,6475.0,6500.0,25450.0
2012-12-05,6495.0,6555.0,6495.0,6545.0,32930.0
2012-12-06,6540.0,6580.0,6530.0,6535.0,41444.0
2012-12-07,6525.0,6545.0,6515.0,6540.0,20556.0
2012-12-10,6540.0,6590.0,6535.0,6575.0,55416.0
2012-12-11,6565.0,6575.0,6530.0,6535.0,22436.0
2012-12-12,6530.0,6555.0,6525.0,6550.0,17168.0
2012-12-13,6565.0,6565.0,6520.0,6525.0,16100.0
2012-12-14,6515.0,6560.0,6515.0,6560.0,20624.0
2012-12-17,6565.0,6615.0,6550.0,6590.0,63870.0
2012-12-18,6590.0,6605.0,6560.0,6570.0,31426.0
2012-12-19,6575.0,6665.0,6565.0,6615.0,113726.0
2012-12-20,6625.0,6625.0,6580.0,6585.0,42180.0
2012-12-21,6570.0,6605.0,6550.0,6555.0,40344.0
2012-12-24,6555.0,6580.0,6555.0,6570.0,16186.0
2012-12-25,6575.0,6620.0,6565.0,6590.0,37564.0
2012-12-26,6600.0,6610.0,6590.0,6600.0,22656.0
2012-12-27,6615.0,6630.0,6600.0,6605.0,28712.0
2012-12-28,6595.0,6615.0,6595.0,6605.0,15814.0
2012-12-31,6600.0,6645.0,6590.0,6620.0,30120.0
2013-01-04,6630.0,6740.0,6630.0,6690.0,76066.0
2013-01-07,6695.0,6755.0,6695.0,6705.0,78732.0
2013-01-08,6715.0,6720.0,6680.0,6685.0,34692.0
2013-01-09,6685.0,6730.0,6655.0,6700.0,59306.0
2013-01-10,6710.0,6745.0,6675.0,6705.0,41620.0
2013-01-11,6715.0,6725.0,6640.0,6645.0,38106.0
2013-01-14,6655.0,6690.0,6615.0,6670.0,36394.0
2013-01-15,6670.0,6685.0,6630.0,6635.0,26042.0
2013-01-16,6630.0,6640.0,6595.0,6620.0,34716.0
2013-01-17,6630.0,6640.0,6605.0,6620.0,16168.0
2013-01-18,6635.0,6690.0,6630.0,6680.0,45142.0
2013-01-21,6680.0,6700.0,6660.0,6670.0,22932.0
2013-01-22,6675.0,6685.0,6655.0,6675.0,15478.0
2013-01-23,6685.0,6690.0,6655.0,6680.0,18292.0
2013-01-24,6670.0,6735.0,6655.0,6665.0,75046.0
2013-01-25,6680.0,6710.0,6665.0,6690.0,30608.0
2013-01-28,6690.0,6715.0,6680.0,6710.0,34608.0
2013-01-29,6725.0,6725.0,6690.0,6710.0,28602.0
2013-01-30,6720.0,6770.0,6715.0,6745.0,69766.0
2013-01-31,6755.0,6760.0,6725.0,6735.0,28626.0
2013-02-01,6730.0,6740.0,6705.0,6725.0,27564.0
2013-02-04,6730.0,6805.0,6730.0,6755.0,85180.0
2013-02-05,6750.0,6755.0,6725.0,6730.0,29580.0
2013-02-06,6745.0,6745.0,6680.0,6685.0,38728.0
2013-02-07,6685.0,6690.0,6650.0,6655.0,26196.0
2013-02-08,6650.0,6665.0,6620.0,6640.0,18656.0
2013-02-18,6645.0,6680.0,6640.0,6650.0,18184.0
2013-02-19,6645.0,6680.0,6635.0,6650.0,15456.0
2013-02-20,6660.0,6685.0,6640.0,6665.0,15890.0
2013-02-21,6635.0,6640.0,6595.0,6600.0,30828.0
2013-02-22,6600.0,6620.0,6595.0,6605.0,10466.0
2013-02-25,6620.0,6620.0,6565.0,6575.0,10382.0
2013-02-26,6560.0,6580.0,6550.0,6550.0,8524.0
2013-02-27,6560.0,6565.0,6530.0,6540.0,9394.0
2013-02-28,6550.0,6575.0,6545.0,6570.0,6070.0
2013-03-01,6555.0,6565.0,6535.0,6545.0,4780.0
2013-03-04,6545.0,6545.0,6510.0,6520.0,8030.0
2013-03-05,6520.0,6545.0,6520.0,6545.0,3552.0
2013-03-06,6545.0,6550.0,6535.0,6540.0,3080.0
2013-03-07,6535.0,6535.0,6510.0,6515.0,4404.0
2013-03-08,6535.0,6540.0,6515.0,6515.0,1842.0
2013-03-11,6530.0,6530.0,6495.0,6505.0,3450.0
2013-03-12,6500.0,6510.0,6445.0,6445.0,3232.0
2013-03-13,6475.0,6475.0,6430.0,6430.0,2004.0
2013-03-14,6420.0,6435.0,6385.0,6430.0,4746.0
2013-03-15,6430.0,6465.0,6430.0,6455.0,3750.0
2013-03-18,6435.0,6445.0,6410.0,6440.0,1854.0
2013-03-19,6445.0,6480.0,6440.0,6470.0,2772.0
2013-03-20,6450.0,6485.0,6450.0,6470.0,4070.0
2013-03-21,6675.0,6700.0,6665.0,6670.0,17252.0
2013-03-22,6660.0,6680.0,6635.0,6635.0,15892.0
2013-03-25,6650.0,6685.0,6630.0,6635.0,12982.0
2013-03-26,6640.0,6640.0,6595.0,6620.0,18162.0
2013-03-27,6630.0,6640.0,6605.0,6610.0,8524.0
2013-03-28,6615.0,6620.0,6570.0,6575.0,12692.0
2013-03-29,6560.0,6610.0,6550.0,6605.0,13920.0
2013-04-01,6590.0,6600.0,6550.0,6560.0,10472.0
2013-04-02,6565.0,6575.0,6515.0,6570.0,12168.0
2013-04-03,6560.0,6600.0,6560.0,6590.0,8956.0
2013-04-08,6560.0,6650.0,6560.0,6645.0,17304.0
2013-04-09,6645.0,6680.0,6605.0,6650.0,21248.0
2013-04-10,6660.0,6700.0,6645.0,6665.0,23994.0
2013-04-11,6670.0,6690.0,6635.0,6640.0,17212.0
2013-04-12,6635.0,6645.0,6605.0,6630.0,18044.0
2013-04-15,6595.0,6600.0,6515.0,6525.0,34968.0
2013-04-16,6490.0,6545.0,6435.0,6485.0,31490.0
2013-04-17,6500.0,6530.0,6450.0,6490.0,21346.0
2013-04-18,6420.0,6500.0,6410.0,6490.0,28308.0
2013-04-19,6510.0,6535.0,6480.0,6525.0,19170.0
2013-04-22,6535.0,6535.0,6485.0,6490.0,8182.0
2013-04-23,6495.0,6500.0,6455.0,6475.0,13042.0
2013-04-24,6480.0,6530.0,6470.0,6515.0,10870.0
2013-04-25,6530.0,6555.0,6520.0,6540.0,12222.0
2013-04-26,6555.0,6580.0,6515.0,6515.0,11230.0
2013-05-02,6480.0,6515.0,6460.0,6500.0,11576.0
2013-05-03,6515.0,6555.0,6515.0,6540.0,13370.0
2013-05-06,6590.0,6615.0,6565.0,6595.0,14256.0
2013-05-07,6630.0,6630.0,6580.0,6610.0,12874.0
2013-05-08,6610.0,6630.0,6595.0,6630.0,9100.0
2013-05-09,6635.0,6635.0,6595.0,6595.0,7620.0
2013-05-10,6600.0,6650.0,6575.0,6645.0,11334.0
2013-05-13,6645.0,6650.0,6620.0,6645.0,10712.0
2013-05-14,6635.0,6650.0,6615.0,6630.0,5238.0
2013-05-15,6620.0,6640.0,6535.0,6540.0,13794.0
2013-05-16,6545.0,6555.0,6520.0,6530.0,13124.0
2013-05-17,6540.0,6590.0,6530.0,6575.0,9170.0
2013-05-20,6575.0,6625.0,6565.0,6595.0,7750.0
2013-05-21,6600.0,6610.0,6555.0,6600.0,7018.0
2013-05-22,6585.0,6635.0,6585.0,6625.0,13146.0
2013-05-23,6620.0,6625.0,6560.0,6560.0,11228.0
2013-05-24,6570.0,6590.0,6565.0,6585.0,6558.0
2013-05-27,6570.0,6575.0,6550.0,6555.0,6580.0
2013-05-28,6555.0,6565.0,6535.0,6550.0,7190.0
2013-05-29,6555.0,6590.0,6550.0,6555.0,8170.0
2013-05-30,6535.0,6590.0,6530.0,6585.0,7876.0
2013-05-31,6590.0,6600.0,6580.0,6595.0,4872.0
2013-06-03,6590.0,6610.0,6570.0,6610.0,7768.0
2013-06-04,6610.0,6630.0,6600.0,6605.0,9924.0
2013-06-05,6615.0,6650.0,6615.0,6635.0,10520.0
2013-06-06,6650.0,6650.0,6615.0,6625.0,7734.0
2013-06-07,6625.0,6645.0,6615.0,6640.0,7656.0
2013-06-13,6635.0,6650.0,6610.0,6620.0,6568.0
2013-06-14,6630.0,6675.0,6625.0,6675.0,10594.0
2013-06-17,6695.0,6695.0,6660.0,6680.0,10724.0
2013-06-18,6680.0,6680.0,6630.0,6645.0,6492.0
2013-06-19,6655.0,6695.0,6655.0,6685.0,7008.0
2013-06-20,6670.0,6675.0,6630.0,6645.0,10802.0
2013-06-21,6620.0,6620.0,6530.0,6545.0,18780.0
2013-06-24,6535.0,6555.0,6480.0,6485.0,19138.0
2013-06-25,6495.0,6555.0,6490.0,6550.0,8988.0
2013-06-26,6565.0,6565.0,6510.0,6530.0,7362.0
2013-06-27,6535.0,6560.0,6535.0,6550.0,2324.0
2013-06-28,6550.0,6565.0,6525.0,6535.0,3490.0
2013-07-01,6520.0,6585.0,6495.0,6580.0,10864.0
2013-07-02,6580.0,6590.0,6570.0,6580.0,3182.0
2013-07-03,6590.0,6660.0,6590.0,6610.0,6910.0
2013-07-04,6625.0,6625.0,6610.0,6610.0,1304.0
2013-07-05,6610.0,6630.0,6610.0,6630.0,1660.0
2013-07-08,6630.0,6640.0,6590.0,6590.0,4264.0
2013-07-09,6595.0,6605.0,6545.0,6570.0,5394.0
2013-07-10,6570.0,6650.0,6560.0,6625.0,6100.0
2013-07-11,6635.0,6680.0,6610.0,6660.0,8442.0
2013-07-12,6650.0,6685.0,6640.0,6655.0,3646.0
2013-07-15,6635.0,6685.0,6635.0,6685.0,2336.0
2013-07-16,6690.0,6695.0,6665.0,6685.0,2450.0
2013-07-17,6695.0,6745.0,6685.0,6735.0,4732.0
2013-07-18,6810.0,6840.0,6800.0,6825.0,4186.0
2013-07-19,6850.0,6875.0,6800.0,6805.0,7492.0
2013-07-22,6815.0,6845.0,6810.0,6835.0,5990.0
2013-07-23,6830.0,6845.0,6820.0,6830.0,3012.0
2013-07-24,6835.0,6845.0,6805.0,6830.0,3476.0
2013-07-25,6815.0,6835.0,6795.0,6815.0,2718.0
2013-07-26,6835.0,6860.0,6710.0,6725.0,10820.0
2013-07-29,6735.0,6735.0,6650.0,6650.0,10490.0
2013-07-30,6660.0,6670.0,6630.0,6645.0,6108.0
2013-07-31,6635.0,6685.0,6635.0,6680.0,4278.0
2013-08-01,6695.0,6775.0,6695.0,6765.0,9662.0
2013-08-02,6785.0,6790.0,6760.0,6780.0,5354.0
2013-08-05,6770.0,6815.0,6745.0,6810.0,6436.0
2013-08-06,6800.0,6805.0,6765.0,6785.0,4724.0
2013-08-07,6760.0,6795.0,6750.0,6780.0,4700.0
2013-08-08,6780.0,6825.0,6775.0,6815.0,7308.0
2013-08-09,6815.0,6825.0,6780.0,6805.0,6988.0
2013-08-12,6820.0,6820.0,6780.0,6805.0,3934.0
2013-08-13,6815.0,6850.0,6795.0,6845.0,16114.0
2013-08-14,6855.0,6860.0,6755.0,6755.0,18262.0
2013-08-15,6755.0,6775.0,6710.0,6715.0,11766.0
2013-08-16,6725.0,6770.0,6710.0,6720.0,10966.0
2013-08-19,6720.0,6755.0,6710.0,6715.0,6142.0
2013-08-20,6710.0,6710.0,6500.0,6680.0,20358.0
2013-08-21,6695.0,6695.0,6660.0,6675.0,4524.0
2013-08-22,6660.0,6680.0,6650.0,6655.0,6374.0
2013-08-23,6670.0,6675.0,6630.0,6660.0,6498.0
2013-08-26,6675.0,6730.0,6670.0,6700.0,12200.0
2013-08-27,6705.0,6710.0,6680.0,6700.0,7802.0
2013-08-28,6725.0,6820.0,6660.0,6675.0,68892.0
2013-08-29,6700.0,6700.0,6640.0,6665.0,11804.0
2013-08-30,6650.0,6690.0,6615.0,6640.0,7456.0
2013-09-02,6640.0,6670.0,6635.0,6655.0,4562.0
2013-09-03,6660.0,6675.0,6635.0,6660.0,3478.0
2013-09-04,6660.0,6665.0,6630.0,6650.0,2940.0
2013-09-05,6650.0,6690.0,6640.0,6680.0,5104.0
2013-09-06,6685.0,6695.0,6655.0,6670.0,5224.0
2013-09-09,6680.0,6690.0,6660.0,6660.0,4342.0
2013-09-10,6640.0,6665.0,6630.0,6635.0,5626.0
2013-09-11,6620.0,6675.0,6615.0,6670.0,4888.0
2013-09-12,6665.0,6665.0,6640.0,6645.0,1896.0
2013-09-13,6650.0,6675.0,6635.0,6635.0,5436.0
2013-09-16,6625.0,6645.0,6595.0,6615.0,4750.0
2013-09-17,6610.0,6630.0,6605.0,6615.0,5920.0
2013-09-18,6610.0,6615.0,6580.0,6580.0,4012.0
2013-09-23,6590.0,6595.0,6550.0,6585.0,5278.0
2013-09-24,6580.0,6595.0,6550.0,6555.0,4268.0
2013-09-25,6555.0,6555.0,6530.0,6545.0,3086.0
2013-09-26,6535.0,6550.0,6490.0,6520.0,10326.0
2013-09-27,6515.0,6535.0,6510.0,6520.0,3632.0
2013-09-30,6505.0,6540.0,6500.0,6520.0,4346.0
2013-10-08,6530.0,6540.0,6525.0,6530.0,2844.0
2013-10-09,6535.0,6545.0,6530.0,6535.0,2572.0
2013-10-10,6525.0,6555.0,6520.0,6550.0,3068.0
2013-10-11,6565.0,6580.0,6535.0,6535.0,7890.0
2013-10-14,6535.0,6560.0,6530.0,6560.0,3424.0
2013-10-15,6570.0,6575.0,6510.0,6515.0,3956.0
2013-10-16,6505.0,6545.0,6490.0,6535.0,2940.0
2013-10-17,6545.0,6560.0,6515.0,6515.0,3530.0
2013-10-18,6520.0,6530.0,6505.0,6515.0,3030.0
2013-10-21,6520.0,6540.0,6500.0,6500.0,7518.0
2013-10-22,6495.0,6510.0,6410.0,6425.0,13546.0
2013-10-23,6410.0,6435.0,6410.0,6430.0,3210.0
2013-10-24,6400.0,6425.0,6390.0,6420.0,3278.0
2013-10-25,6425.0,6470.0,6375.0,6405.0,7948.0
