,L.DCE_open,L.DCE_high,L.DCE_low,L.DCE_close,L.DCE_volume
2012-06-15,9320.0,9405.0,9260.0,9400.0,894248.0
2012-06-18,9450.0,9520.0,9400.0,9435.0,566182.0
2012-06-19,9420.0,9510.0,9400.0,9445.0,460624.0
2012-06-20,9500.0,9575.0,9435.0,9555.0,524308.0
2012-06-21,9400.0,9435.0,9355.0,9405.0,521310.0
2012-06-25,9350.0,9530.0,9300.0,9445.0,612050.0
2012-06-26,9460.0,9520.0,9385.0,9405.0,493868.0
2012-06-27,9420.0,9485.0,9415.0,9455.0,389822.0
2012-06-28,9540.0,9625.0,9520.0,9615.0,508918.0
2012-06-29,9580.0,9735.0,9550.0,9710.0,602654.0
2012-07-02,9900.0,9945.0,9810.0,9830.0,515444.0
2012-07-03,9835.0,9995.0,9790.0,9995.0,578906.0
2012-07-04,10020.0,10130.0,9985.0,10000.0,602770.0
2012-07-05,10005.0,10085.0,9940.0,10085.0,577740.0
2012-07-06,10060.0,10160.0,10030.0,10135.0,575904.0
2012-07-09,10050.0,10205.0,10045.0,10100.0,514792.0
2012-07-10,10100.0,10150.0,9965.0,9975.0,646674.0
2012-07-11,9970.0,9995.0,9900.0,9950.0,402296.0
2012-07-12,9960.0,10025.0,9945.0,9965.0,335526.0
2012-07-13,9990.0,10095.0,9930.0,10075.0,400952.0
2012-07-16,10080.0,10245.0,10050.0,10180.0,199958.0
2012-07-17,10300.0,10300.0,10050.0,10085.0,763704.0
2012-07-18,10095.0,10140.0,10005.0,10050.0,682966.0
2012-07-19,10120.0,10235.0,10090.0,10215.0,544314.0
2012-07-20,10255.0,10275.0,10070.0,10100.0,495384.0
2012-07-23,10030.0,10050.0,9750.0,9750.0,602246.0
2012-07-24,9600.0,9785.0,9585.0,9715.0,497584.0
2012-07-25,9660.0,9775.0,9505.0,9505.0,651972.0
2012-07-26,9555.0,9645.0,9505.0,9580.0,693876.0
2012-07-27,9640.0,9750.0,9585.0,9745.0,594142.0
2012-07-30,9770.0,9820.0,9615.0,9675.0,786876.0
2012-07-31,9680.0,9750.0,9635.0,9735.0,720162.0
2012-08-01,9670.0,9830.0,9640.0,9690.0,770486.0
2012-08-02,9680.0,9770.0,9640.0,9690.0,639690.0
2012-08-03,9620.0,9750.0,9610.0,9745.0,518752.0
2012-08-06,9870.0,9890.0,9805.0,9865.0,556038.0
2012-08-07,9875.0,9970.0,9860.0,9955.0,529848.0
2012-08-08,9980.0,9990.0,9875.0,9890.0,521824.0
2012-08-09,9935.0,10060.0,9925.0,10045.0,576342.0
2012-08-10,10025.0,10075.0,9940.0,9970.0,588654.0
2012-08-13,10000.0,10035.0,9880.0,9925.0,655584.0
2012-08-14,9935.0,10075.0,9840.0,10010.0,1201466.0
2012-08-15,10000.0,10040.0,9920.0,9970.0,811248.0
2012-08-16,10035.0,10100.0,9990.0,10015.0,744296.0
2012-08-17,10085.0,10155.0,10055.0,10125.0,660578.0
2012-08-20,10155.0,10155.0,10035.0,10055.0,511012.0
2012-08-21,10080.0,10115.0,10020.0,10090.0,624868.0
2012-08-22,10095.0,10120.0,9920.0,9950.0,633742.0
2012-08-23,9980.0,10080.0,9955.0,10040.0,692292.0
2012-08-24,9985.0,9990.0,9890.0,9915.0,661176.0
2012-08-27,9985.0,10065.0,9965.0,10005.0,538158.0
2012-08-28,9950.0,9965.0,9825.0,9910.0,742760.0
2012-08-29,9915.0,9970.0,9855.0,9935.0,575860.0
2012-08-30,9910.0,10050.0,9870.0,10025.0,584128.0
2012-08-31,10000.0,10130.0,9980.0,10090.0,611976.0
2012-09-03,10100.0,10220.0,10090.0,10200.0,425268.0
2012-09-04,10230.0,10330.0,10160.0,10195.0,658884.0
2012-09-05,10170.0,10190.0,10110.0,10170.0,377944.0
2012-09-06,10210.0,10270.0,10180.0,10235.0,443528.0
2012-09-07,10180.0,10275.0,10180.0,10220.0,465276.0
2012-09-10,10290.0,10370.0,10255.0,10365.0,398622.0
2012-09-11,10345.0,10390.0,10305.0,10380.0,301836.0
2012-09-12,10400.0,10445.0,10365.0,10430.0,265330.0
2012-09-13,10430.0,10440.0,10345.0,10365.0,232184.0
2012-09-14,10530.0,10800.0,10530.0,10800.0,513432.0
2012-09-17,10810.0,11120.0,10790.0,10980.0,986082.0
2012-09-18,10830.0,10980.0,10805.0,10860.0,520158.0
2012-09-19,10890.0,10910.0,10790.0,10890.0,439044.0
2012-09-20,10760.0,10795.0,10665.0,10680.0,492774.0
2012-09-21,10770.0,10880.0,10720.0,10760.0,595522.0
2012-09-24,10700.0,10750.0,10635.0,10645.0,418876.0
2012-09-25,10680.0,10710.0,10565.0,10635.0,389276.0
2012-09-26,10590.0,10675.0,10570.0,10620.0,309004.0
2012-09-27,10605.0,10680.0,10520.0,10640.0,332836.0
2012-09-28,10700.0,10715.0,10625.0,10625.0,176574.0
2012-10-08,10565.0,10590.0,10345.0,10345.0,326746.0
2012-10-09,10390.0,10520.0,10365.0,10435.0,573504.0
2012-10-10,10460.0,10490.0,10405.0,10425.0,357220.0
2012-10-11,10350.0,10420.0,10305.0,10365.0,394102.0
2012-10-12,10420.0,10550.0,10350.0,10380.0,643100.0
2012-10-15,10250.0,10320.0,10165.0,10190.0,474772.0
2012-10-16,10230.0,10260.0,10140.0,10210.0,426028.0
2012-10-17,10240.0,10280.0,10160.0,10210.0,375328.0
2012-10-18,10230.0,10320.0,10220.0,10300.0,322290.0
2012-10-19,10300.0,10315.0,10215.0,10220.0,311342.0
2012-10-22,10150.0,10240.0,10110.0,10215.0,271582.0
2012-10-23,10205.0,10310.0,10185.0,10225.0,524940.0
2012-10-24,10190.0,10390.0,10155.0,10385.0,595618.0
2012-10-25,10370.0,10380.0,10295.0,10335.0,356738.0
2012-10-26,10330.0,10375.0,10245.0,10270.0,396036.0
2012-10-29,10280.0,10295.0,9905.0,9955.0,872456.0
2012-10-30,9975.0,10080.0,9945.0,10055.0,433834.0
2012-10-31,10060.0,10135.0,10035.0,10110.0,313462.0
2012-11-01,9760.0,9885.0,9695.0,9855.0,433786.0
2012-11-02,9850.0,10020.0,9850.0,9985.0,609484.0
2012-11-05,9920.0,10020.0,9890.0,9960.0,557412.0
2012-11-06,10000.0,10085.0,9910.0,10015.0,774144.0
2012-11-07,10095.0,10115.0,9985.0,10055.0,515054.0
2012-11-08,9920.0,10055.0,9920.0,10025.0,474970.0
2012-11-09,10060.0,10065.0,9950.0,9985.0,550796.0
2012-11-12,9980.0,10025.0,9845.0,9870.0,625368.0
2012-11-13,9855.0,9900.0,9775.0,9865.0,579118.0
2012-11-14,9880.0,9925.0,9815.0,9905.0,445936.0
2012-11-15,9900.0,9940.0,9855.0,9860.0,399440.0
2012-11-16,9830.0,9855.0,9745.0,9750.0,545912.0
2012-11-19,9820.0,9845.0,9750.0,9830.0,409262.0
2012-11-20,9880.0,9880.0,9815.0,9825.0,326374.0
2012-11-21,9800.0,9810.0,9695.0,9795.0,683914.0
2012-11-22,9815.0,9855.0,9795.0,9825.0,272374.0
2012-11-23,9805.0,9880.0,9785.0,9880.0,322694.0
2012-11-26,9875.0,9990.0,9855.0,9960.0,470424.0
2012-11-27,9970.0,9990.0,9915.0,9940.0,353794.0
2012-11-28,9930.0,9960.0,9885.0,9890.0,321834.0
2012-11-29,9910.0,9980.0,9875.0,9935.0,527174.0
2012-11-30,9975.0,10045.0,9935.0,10040.0,529980.0
2012-12-03,10130.0,10405.0,10100.0,10350.0,831892.0
2012-12-04,10340.0,10380.0,10240.0,10310.0,610534.0
2012-12-05,10300.0,10385.0,10270.0,10325.0,426062.0
2012-12-06,10300.0,10485.0,10280.0,10355.0,749958.0
2012-12-07,10300.0,10375.0,10235.0,10370.0,708432.0
2012-12-10,10390.0,10610.0,10370.0,10575.0,896876.0
2012-12-11,10550.0,10575.0,10505.0,10535.0,386804.0
2012-12-12,10560.0,10600.0,10425.0,10490.0,518752.0
2012-12-13,10500.0,10520.0,10370.0,10400.0,588560.0
2012-12-14,10380.0,10530.0,10370.0,10520.0,391252.0
2012-12-17,10530.0,10705.0,10465.0,10655.0,702404.0
2012-12-18,10650.0,10700.0,10560.0,10600.0,526390.0
2012-12-19,10620.0,10660.0,10570.0,10655.0,447668.0
2012-12-20,10630.0,10690.0,10505.0,10585.0,499242.0
2012-12-21,10555.0,10640.0,10490.0,10505.0,482040.0
2012-12-24,10500.0,10585.0,10455.0,10555.0,323470.0
2012-12-25,10575.0,10700.0,10530.0,10645.0,435772.0
2012-12-26,10655.0,10720.0,10600.0,10630.0,430016.0
2012-12-27,10660.0,10775.0,10625.0,10675.0,720500.0
2012-12-28,10685.0,10740.0,10655.0,10730.0,325278.0
2012-12-31,10740.0,10885.0,10710.0,10850.0,330772.0
2013-01-04,10900.0,10950.0,10830.0,10880.0,232104.0
2013-01-07,10895.0,11180.0,10880.0,10930.0,597098.0
2013-01-08,10965.0,10985.0,10750.0,10755.0,532374.0
2013-01-09,10770.0,10795.0,10660.0,10715.0,448678.0
2013-01-10,10760.0,10775.0,10690.0,10735.0,263232.0
2013-01-11,10790.0,10790.0,10570.0,10570.0,474256.0
2013-01-14,10620.0,10725.0,10555.0,10650.0,455536.0
2013-01-15,10650.0,10770.0,10590.0,10645.0,889802.0
2013-01-16,10630.0,10735.0,10580.0,10635.0,746406.0
2013-01-17,10670.0,10685.0,10620.0,10650.0,281162.0
2013-01-18,10715.0,10785.0,10680.0,10780.0,456838.0
2013-01-21,10755.0,10775.0,10700.0,10710.0,200854.0
2013-01-22,10725.0,10765.0,10705.0,10755.0,253650.0
2013-01-23,10780.0,10800.0,10740.0,10770.0,196750.0
2013-01-24,10745.0,10750.0,10635.0,10700.0,368240.0
2013-01-25,10705.0,10780.0,10705.0,10740.0,185574.0
2013-01-28,10750.0,10890.0,10735.0,10885.0,338786.0
2013-01-29,10880.0,10995.0,10875.0,10990.0,298434.0
2013-01-30,11035.0,11045.0,10960.0,11020.0,253078.0
2013-01-31,11050.0,11095.0,11005.0,11065.0,237872.0
2013-02-01,11070.0,11145.0,11035.0,11140.0,305562.0
2013-02-04,11195.0,11540.0,11150.0,11360.0,702822.0
2013-02-05,11300.0,11415.0,11290.0,11355.0,449686.0
2013-02-06,11360.0,11465.0,11295.0,11335.0,331212.0
2013-02-07,11450.0,11625.0,11325.0,11570.0,339300.0
2013-02-08,11555.0,11650.0,11520.0,11585.0,243256.0
2013-02-18,11550.0,11560.0,11310.0,11315.0,299910.0
2013-02-19,11295.0,11330.0,11210.0,11235.0,372058.0
2013-02-20,11280.0,11360.0,11225.0,11290.0,552496.0
2013-02-21,11165.0,11235.0,10870.0,11015.0,957500.0
2013-02-22,10995.0,11080.0,10975.0,11020.0,460240.0
2013-02-25,11000.0,11125.0,10900.0,11025.0,678686.0
2013-02-26,10905.0,10995.0,10835.0,10845.0,695596.0
2013-02-27,10910.0,10930.0,10735.0,10790.0,717588.0
2013-02-28,10850.0,10980.0,10820.0,10975.0,525488.0
2013-03-01,10900.0,10950.0,10760.0,10930.0,813598.0
2013-03-04,10880.0,10960.0,10695.0,10780.0,1193788.0
2013-03-05,10820.0,10880.0,10780.0,10860.0,649544.0
2013-03-06,10870.0,10920.0,10755.0,10785.0,682932.0
2013-03-07,10780.0,10780.0,10540.0,10565.0,1006328.0
2013-03-08,10615.0,10635.0,10465.0,10540.0,646420.0
2013-03-11,10530.0,10595.0,10520.0,10550.0,335256.0
2013-03-12,10570.0,10590.0,10310.0,10345.0,715134.0
2013-03-13,10355.0,10420.0,10230.0,10370.0,644554.0
2013-03-14,10340.0,10380.0,10230.0,10365.0,630220.0
2013-03-15,10400.0,10655.0,10400.0,10565.0,648228.0
2013-03-18,10500.0,10540.0,10285.0,10415.0,682194.0
2013-03-19,10500.0,10670.0,10470.0,10665.0,960128.0
2013-03-20,10580.0,10690.0,10570.0,10655.0,722362.0
2013-03-21,10700.0,10730.0,10615.0,10630.0,761496.0
2013-03-22,10600.0,10660.0,10530.0,10575.0,733358.0
2013-03-25,10690.0,10690.0,10485.0,10490.0,657988.0
2013-03-26,10495.0,10510.0,10360.0,10435.0,692802.0
2013-03-27,10485.0,10505.0,10410.0,10435.0,717168.0
2013-03-28,10455.0,10460.0,10315.0,10360.0,668874.0
2013-03-29,10300.0,10500.0,10300.0,10435.0,785834.0
2013-04-01,10400.0,10440.0,10180.0,10240.0,915724.0
2013-04-02,10265.0,10290.0,10165.0,10290.0,775376.0
2013-04-03,10290.0,10345.0,10255.0,10260.0,473650.0
2013-04-08,10150.0,10240.0,10080.0,10235.0,565586.0
2013-04-09,10260.0,10260.0,10160.0,10215.0,588406.0
2013-04-10,10245.0,10290.0,10205.0,10245.0,616016.0
2013-04-11,10245.0,10365.0,10205.0,10210.0,944374.0
2013-04-12,10210.0,10220.0,10100.0,10115.0,883896.0
2013-04-15,9995.0,10015.0,9805.0,9860.0,822424.0
2013-04-16,9750.0,9930.0,9665.0,9860.0,662970.0
2013-04-17,9875.0,9920.0,9740.0,9790.0,707154.0
2013-04-18,9600.0,9685.0,9470.0,9675.0,1029850.0
2013-04-19,9720.0,9885.0,9665.0,9860.0,718486.0
2013-04-22,9900.0,9900.0,9740.0,9765.0,766684.0
2013-04-23,9775.0,9835.0,9645.0,9675.0,877624.0
2013-04-24,9715.0,9850.0,9680.0,9790.0,575262.0
2013-04-25,9870.0,9975.0,9810.0,9945.0,647236.0
2013-04-26,10020.0,10045.0,9890.0,9895.0,531512.0
2013-05-02,9700.0,9840.0,9640.0,9795.0,413132.0
2013-05-03,9890.0,10025.0,9870.0,9955.0,608378.0
2013-05-06,10160.0,10185.0,10045.0,10090.0,514094.0
2013-05-07,10055.0,10125.0,9990.0,10010.0,576946.0
2013-05-08,10020.0,10155.0,10015.0,10155.0,415722.0
2013-05-09,10135.0,10230.0,10130.0,10175.0,621524.0
2013-05-10,10185.0,10260.0,10110.0,10250.0,605936.0
2013-05-13,10235.0,10285.0,10185.0,10195.0,597724.0
2013-05-14,10200.0,10225.0,10095.0,10130.0,601064.0
2013-05-15,10080.0,10135.0,10010.0,10010.0,525554.0
2013-05-16,10030.0,10055.0,9960.0,10035.0,786796.0
2013-05-17,10065.0,10205.0,10035.0,10185.0,440278.0
2013-05-20,10225.0,10225.0,10150.0,10170.0,370516.0
2013-05-21,10215.0,10355.0,10195.0,10355.0,803622.0
2013-05-22,10345.0,10450.0,10315.0,10430.0,545570.0
2013-05-23,10375.0,10375.0,10130.0,10155.0,780906.0
2013-05-24,10220.0,10335.0,10205.0,10320.0,656000.0
2013-05-27,10265.0,10305.0,10195.0,10235.0,519248.0
2013-05-28,10265.0,10285.0,10170.0,10270.0,561378.0
2013-05-29,10290.0,10415.0,10265.0,10285.0,577986.0
2013-05-30,10250.0,10275.0,10100.0,10270.0,590354.0
2013-05-31,10320.0,10365.0,10270.0,10300.0,480408.0
2013-06-03,10300.0,10350.0,10230.0,10335.0,576480.0
2013-06-04,10370.0,10435.0,10345.0,10380.0,564056.0
2013-06-05,10385.0,10560.0,10385.0,10540.0,803902.0
2013-06-06,10500.0,10580.0,10435.0,10505.0,885686.0
2013-06-07,10535.0,10765.0,10530.0,10760.0,787666.0
2013-06-13,10700.0,10755.0,10515.0,10555.0,725226.0
2013-06-14,10590.0,10715.0,10560.0,10690.0,703602.0
2013-06-17,10730.0,10835.0,10690.0,10785.0,723350.0
2013-06-18,10800.0,10805.0,10665.0,10680.0,581144.0
2013-06-19,10710.0,10740.0,10650.0,10695.0,491328.0
2013-06-20,10650.0,10650.0,10490.0,10545.0,611416.0
2013-06-21,10405.0,10620.0,10350.0,10525.0,775264.0
2013-06-24,10485.0,10520.0,10315.0,10330.0,475402.0
2013-06-25,10390.0,10475.0,10315.0,10455.0,564140.0
2013-06-26,10460.0,10500.0,10340.0,10345.0,480068.0
2013-06-27,10375.0,10440.0,10355.0,10440.0,256202.0
2013-06-28,10440.0,10485.0,10390.0,10405.0,188036.0
2013-07-01,10375.0,10455.0,10320.0,10440.0,126840.0
2013-07-02,10495.0,10595.0,10455.0,10590.0,118742.0
2013-07-03,10670.0,10690.0,10610.0,10660.0,114066.0
2013-07-04,10345.0,10405.0,10285.0,10345.0,496894.0
2013-07-05,10355.0,10360.0,10275.0,10290.0,390850.0
2013-07-08,10350.0,10380.0,10230.0,10250.0,588902.0
2013-07-09,10275.0,10375.0,10220.0,10320.0,573662.0
2013-07-10,10340.0,10445.0,10330.0,10425.0,771058.0
2013-07-11,10500.0,10740.0,10475.0,10595.0,926566.0
2013-07-12,10555.0,10590.0,10510.0,10535.0,413044.0
2013-07-15,10555.0,10670.0,10530.0,10555.0,541348.0
2013-07-16,10585.0,10625.0,10425.0,10505.0,866222.0
2013-07-17,10515.0,10620.0,10460.0,10475.0,714348.0
2013-07-18,10500.0,10615.0,10470.0,10610.0,596708.0
2013-07-19,10675.0,10725.0,10640.0,10660.0,542954.0
2013-07-22,10695.0,10750.0,10650.0,10690.0,459346.0
2013-07-23,10655.0,10725.0,10640.0,10715.0,391142.0
2013-07-24,10740.0,10840.0,10725.0,10830.0,803824.0
2013-07-25,10750.0,10805.0,10740.0,10760.0,424404.0
2013-07-26,10790.0,10810.0,10675.0,10720.0,522736.0
2013-07-29,10685.0,10720.0,10605.0,10645.0,521598.0
2013-07-30,10655.0,10695.0,10635.0,10655.0,346666.0
2013-07-31,10610.0,10775.0,10560.0,10765.0,737138.0
2013-08-01,10800.0,10910.0,10770.0,10855.0,691552.0
2013-08-02,10925.0,10945.0,10820.0,10850.0,487792.0
2013-08-05,10830.0,10930.0,10815.0,10910.0,420680.0
2013-08-06,10880.0,10985.0,10870.0,10955.0,565412.0
2013-08-07,10915.0,10960.0,10830.0,10865.0,499716.0
2013-08-08,10850.0,10920.0,10790.0,10805.0,696802.0
2013-08-09,10810.0,10860.0,10725.0,10750.0,632474.0
2013-08-12,10800.0,10820.0,10670.0,10735.0,633956.0
2013-08-13,10740.0,10895.0,10720.0,10890.0,880416.0
2013-08-14,10880.0,10915.0,10575.0,10630.0,844292.0
2013-08-15,10680.0,10710.0,10625.0,10655.0,457892.0
2013-08-16,10665.0,10730.0,10600.0,10655.0,611368.0
2013-08-19,10675.0,10715.0,10570.0,10570.0,556360.0
2013-08-20,10550.0,10650.0,10535.0,10595.0,516204.0
2013-08-21,10580.0,10680.0,10575.0,10635.0,490668.0
2013-08-22,10595.0,10650.0,10550.0,10650.0,549566.0
2013-08-23,10670.0,10680.0,10570.0,10615.0,363500.0
2013-08-26,10700.0,10830.0,10675.0,10790.0,559810.0
2013-08-27,10790.0,10960.0,10755.0,10945.0,796554.0
2013-08-28,11050.0,11300.0,10995.0,11030.0,1579084.0
2013-08-29,11020.0,11090.0,10885.0,10975.0,928584.0
2013-08-30,10900.0,10920.0,10780.0,10840.0,657834.0
2013-09-02,10800.0,10900.0,10785.0,10820.0,487308.0
2013-09-03,10845.0,10915.0,10800.0,10860.0,595222.0
2013-09-04,10890.0,10890.0,10800.0,10835.0,377294.0
2013-09-05,10805.0,10990.0,10800.0,10970.0,949154.0
2013-09-06,10960.0,11050.0,10925.0,10975.0,767260.0
2013-09-09,11100.0,11100.0,11010.0,11070.0,408114.0
2013-09-10,11010.0,11115.0,10925.0,10965.0,761502.0
2013-09-11,10925.0,10985.0,10855.0,10930.0,513976.0
2013-09-12,10930.0,11005.0,10900.0,10930.0,439860.0
2013-09-13,10960.0,11055.0,10905.0,10920.0,898558.0
2013-09-16,10940.0,10940.0,10760.0,10765.0,529664.0
2013-09-17,10740.0,10795.0,10705.0,10730.0,413506.0
2013-09-18,10695.0,10780.0,10690.0,10740.0,287778.0
2013-09-23,10700.0,10775.0,10625.0,10775.0,472322.0
2013-09-24,10750.0,10835.0,10725.0,10760.0,492952.0
2013-09-25,10770.0,10815.0,10730.0,10760.0,380758.0
2013-09-26,10740.0,10875.0,10650.0,10875.0,532910.0
2013-09-27,10865.0,10990.0,10840.0,10980.0,511068.0
2013-09-30,10905.0,10990.0,10900.0,10960.0,405502.0
2013-10-08,10950.0,11175.0,10950.0,11140.0,384476.0
2013-10-09,11140.0,11215.0,11115.0,11150.0,509042.0
2013-10-10,11120.0,11225.0,11115.0,11210.0,519466.0
2013-10-11,11250.0,11335.0,11230.0,11325.0,747420.0
2013-10-14,11320.0,11495.0,11320.0,11485.0,591740.0
2013-10-15,11510.0,11535.0,11310.0,11330.0,557900.0
2013-10-16,11320.0,11410.0,11275.0,11335.0,740766.0
2013-10-17,11415.0,11420.0,11260.0,11325.0,564344.0
2013-10-18,11325.0,11405.0,11285.0,11395.0,495578.0
2013-10-21,11390.0,11490.0,11275.0,11340.0,605100.0
2013-10-22,11330.0,11330.0,11195.0,11230.0,614522.0
2013-10-23,11240.0,11280.0,11190.0,11250.0,420194.0
2013-10-24,11230.0,11320.0,11155.0,11310.0,475518.0
2013-10-25,11320.0,11325.0,11165.0,11180.0,548746.0
2013-10-28,11240.0,11295.0,11180.0,11290.0,402184.0
2013-10-29,11310.0,11470.0,11280.0,11470.0,620152.0
2013-10-30,11460.0,11515.0,11415.0,11500.0,552238.0
2013-10-31,11470.0,11530.0,11360.0,11385.0,720452.0
2013-11-01,11380.0,11490.0,11355.0,11480.0,413024.0
2013-11-04,11450.0,11450.0,11330.0,11395.0,572708.0
2013-11-05,11400.0,11430.0,11355.0,11410.0,370966.0
2013-11-06,11380.0,11395.0,11280.0,11290.0,459844.0
2013-11-07,11300.0,11330.0,11240.0,11280.0,427308.0
2013-11-08,11260.0,11305.0,11220.0,11230.0,351086.0
2013-11-11,11240.0,11290.0,11215.0,11280.0,285622.0
2013-11-12,11290.0,11415.0,11255.0,11390.0,255296.0
2013-11-13,11340.0,11430.0,11340.0,11425.0,197908.0
2013-11-14,10950.0,10990.0,10885.0,10900.0,457610.0
2013-11-15,10915.0,10955.0,10865.0,10875.0,342810.0
2013-11-18,10875.0,10950.0,10870.0,10900.0,346962.0
2013-11-19,10875.0,10900.0,10785.0,10820.0,414410.0
2013-11-20,10830.0,10905.0,10795.0,10890.0,445518.0
2013-11-21,10875.0,10925.0,10865.0,10900.0,337054.0
2013-11-22,10945.0,11010.0,10885.0,10890.0,613348.0
2013-11-25,10890.0,10985.0,10875.0,10975.0,390960.0
2013-11-26,11000.0,11130.0,10975.0,11100.0,872050.0
2013-11-27,11080.0,11160.0,11065.0,11155.0,495752.0
2013-11-28,11130.0,11175.0,11115.0,11155.0,464334.0
2013-11-29,11165.0,11185.0,11105.0,11175.0,360228.0
2013-12-02,11190.0,11245.0,11155.0,11240.0,451026.0
2013-12-03,11250.0,11260.0,11170.0,11225.0,430944.0
2013-12-04,11260.0,11315.0,11225.0,11300.0,478456.0
2013-12-05,11305.0,11310.0,11265.0,11275.0,227156.0
2013-12-06,11280.0,11295.0,11210.0,11295.0,321512.0
2013-12-09,11295.0,11365.0,11285.0,11360.0,344272.0
2013-12-10,11355.0,11355.0,11250.0,11280.0,301150.0
2013-12-11,11300.0,11300.0,11175.0,11190.0,267980.0
2013-12-12,11180.0,11225.0,11145.0,11190.0,247224.0
2013-12-13,11170.0,11225.0,11130.0,11205.0,374484.0
2013-12-16,11210.0,11215.0,11105.0,11135.0,355726.0
2013-12-17,11150.0,11235.0,11130.0,11175.0,430402.0
2013-12-18,11185.0,11190.0,11050.0,11070.0,406064.0
2013-12-19,11065.0,11095.0,11005.0,11005.0,317116.0
2013-12-20,11030.0,11085.0,10985.0,11070.0,308446.0
2013-12-23,11090.0,11105.0,11005.0,11010.0,305732.0
2013-12-24,11010.0,11015.0,10895.0,10960.0,413502.0
2013-12-25,10980.0,11105.0,10970.0,11100.0,420920.0
2013-12-26,11100.0,11185.0,11090.0,11180.0,354640.0
2013-12-27,11180.0,11200.0,11120.0,11200.0,296994.0
2013-12-30,11205.0,11235.0,11150.0,11205.0,285606.0
2013-12-31,11190.0,11210.0,11100.0,11100.0,303708.0
2014-01-02,11080.0,11095.0,11015.0,11095.0,312716.0
2014-01-03,11020.0,11085.0,10980.0,11070.0,509252.0
2014-01-06,11050.0,11085.0,11000.0,11050.0,463416.0
2014-01-07,11060.0,11060.0,10915.0,10945.0,571064.0
2014-01-08,10960.0,10990.0,10880.0,10960.0,435354.0
2014-01-09,10930.0,11375.0,10905.0,11130.0,831628.0
2014-01-10,11100.0,11125.0,10945.0,10965.0,531594.0
2014-01-13,10975.0,10995.0,10855.0,10860.0,487656.0
2014-01-14,10845.0,10990.0,10835.0,10990.0,537716.0
2014-01-15,10990.0,11045.0,10945.0,11030.0,372360.0
2014-01-16,11060.0,11095.0,11020.0,11050.0,318174.0
2014-01-17,11040.0,11080.0,10950.0,11060.0,348636.0
2014-01-20,11055.0,11150.0,11045.0,11110.0,320456.0
2014-01-21,11100.0,11115.0,10935.0,10950.0,403126.0
2014-01-22,10955.0,10980.0,10880.0,10940.0,392330.0
2014-01-23,10955.0,10995.0,10925.0,10995.0,263216.0
2014-01-24,10980.0,11025.0,10950.0,10955.0,260530.0
2014-01-27,10935.0,10975.0,10900.0,10975.0,199304.0
2014-01-28,10955.0,11010.0,10945.0,10990.0,241266.0
2014-01-29,10990.0,11045.0,10970.0,11045.0,163776.0
2014-01-30,11035.0,11070.0,10935.0,10955.0,159936.0
2014-02-07,10965.0,11005.0,10920.0,10935.0,161170.0
2014-02-10,10955.0,10965.0,10790.0,10835.0,524776.0
2014-02-11,10835.0,10860.0,10730.0,10745.0,368066.0
2014-02-12,10765.0,10805.0,10730.0,10765.0,286766.0
2014-02-13,10735.0,10775.0,10690.0,10705.0,305826.0
2014-02-14,10700.0,10700.0,10630.0,10635.0,267720.0
2014-02-17,10605.0,10775.0,10590.0,10655.0,398838.0
2014-02-18,10650.0,10665.0,10495.0,10510.0,390628.0
2014-02-19,10570.0,10615.0,10505.0,10600.0,350980.0
2014-02-20,10625.0,10710.0,10615.0,10710.0,447684.0
2014-02-21,10725.0,10785.0,10680.0,10745.0,401278.0
2014-02-24,10745.0,10780.0,10635.0,10775.0,469260.0
2014-02-25,10795.0,10880.0,10765.0,10825.0,363000.0
2014-02-26,10800.0,10845.0,10745.0,10785.0,310758.0
2014-02-27,10785.0,10825.0,10720.0,10825.0,276716.0
2014-02-28,10835.0,10840.0,10745.0,10765.0,253700.0
2014-03-03,10820.0,10835.0,10665.0,10670.0,322598.0
2014-03-04,10680.0,10715.0,10635.0,10705.0,207590.0
2014-03-05,10710.0,10745.0,10610.0,10620.0,313710.0
2014-03-06,10600.0,10600.0,10500.0,10525.0,272164.0
2014-03-07,10290.0,10335.0,10225.0,10300.0,268686.0
2014-03-10,10155.0,10240.0,9995.0,10145.0,647936.0
2014-03-11,10130.0,10345.0,10075.0,10235.0,542938.0
2014-03-12,10130.0,10285.0,10100.0,10270.0,518080.0
2014-03-13,10260.0,10310.0,10225.0,10270.0,332670.0
2014-03-14,10250.0,10320.0,10170.0,10295.0,727380.0
2014-03-17,10310.0,10345.0,10245.0,10325.0,391802.0
2014-03-18,10305.0,10490.0,10290.0,10485.0,516632.0
2014-03-19,10490.0,10500.0,10305.0,10305.0,440130.0
2014-03-20,10340.0,10360.0,10280.0,10350.0,376734.0
2014-03-21,10350.0,10400.0,10290.0,10380.0,443280.0
2014-03-24,10370.0,10580.0,10355.0,10525.0,419558.0
2014-03-25,10520.0,10660.0,10485.0,10620.0,550302.0
2014-03-26,10620.0,10720.0,10575.0,10715.0,465936.0
2014-03-27,10710.0,10710.0,10615.0,10665.0,414506.0
2014-03-28,10670.0,10770.0,10625.0,10755.0,377964.0
2014-03-31,10750.0,10765.0,10695.0,10710.0,294864.0
2014-04-01,10700.0,10850.0,10655.0,10845.0,437958.0
2014-04-02,10835.0,10865.0,10790.0,10815.0,366370.0
2014-04-03,10800.0,10910.0,10765.0,10895.0,459938.0
2014-04-04,10905.0,10980.0,10890.0,10970.0,308782.0
