,L.DCE_open,L.DCE_high,L.DCE_low,L.DCE_close,L.DCE_volume
2014-04-08,10955.0,10970.0,10840.0,10885.0,291416.0
2014-04-09,10900.0,10930.0,10810.0,10895.0,351664.0
2014-04-10,10900.0,10940.0,10785.0,10790.0,353866.0
2014-04-11,10780.0,10820.0,10745.0,10795.0,246532.0
2014-04-14,10805.0,10935.0,10770.0,10875.0,396980.0
2014-04-15,10870.0,10970.0,10835.0,10920.0,336782.0
2014-04-16,10900.0,10935.0,10870.0,10895.0,242466.0
2014-04-17,10900.0,11015.0,10875.0,10975.0,419694.0
2014-04-18,10980.0,11040.0,10925.0,11025.0,424730.0
2014-04-21,11020.0,11055.0,10955.0,11025.0,386194.0
2014-04-22,11015.0,11180.0,10985.0,11155.0,542426.0
2014-04-23,11140.0,11165.0,11065.0,11135.0,366046.0
2014-04-24,11120.0,11155.0,11065.0,11125.0,362302.0
2014-04-25,11125.0,11145.0,10935.0,10940.0,489428.0
2014-04-28,10925.0,10940.0,10865.0,10895.0,282570.0
2014-04-29,10890.0,10955.0,10840.0,10925.0,359294.0
2014-04-30,10920.0,10950.0,10870.0,10915.0,314582.0
2014-05-05,10915.0,11085.0,10885.0,11075.0,452940.0
2014-05-06,11070.0,11150.0,11040.0,11145.0,416608.0
2014-05-07,11145.0,11320.0,11130.0,11300.0,562844.0
2014-05-08,11300.0,11340.0,11210.0,11250.0,390540.0
2014-05-09,11260.0,11280.0,11190.0,11230.0,325654.0
2014-05-12,11205.0,11275.0,11110.0,11140.0,425242.0
2014-05-13,11140.0,11215.0,11120.0,11180.0,279196.0
2014-05-14,11210.0,11240.0,11130.0,11180.0,266768.0
2014-05-15,11180.0,11205.0,11090.0,11100.0,324448.0
2014-05-16,11090.0,11090.0,10975.0,11030.0,377104.0
2014-05-19,11030.0,11055.0,10960.0,10985.0,311374.0
2014-05-20,10980.0,11055.0,10965.0,11055.0,241392.0
2014-05-21,11050.0,11305.0,11045.0,11225.0,682278.0
2014-05-22,11245.0,11350.0,11220.0,11340.0,454722.0
2014-05-23,11350.0,11410.0,11280.0,11390.0,464082.0
2014-05-26,11385.0,11385.0,11275.0,11315.0,358712.0
2014-05-27,11300.0,11325.0,11130.0,11130.0,516746.0
2014-05-28,11100.0,11185.0,11070.0,11180.0,243334.0
2014-05-29,11155.0,11325.0,11135.0,11290.0,491366.0
2014-05-30,11305.0,11315.0,11205.0,11285.0,310664.0
2014-06-03,11290.0,11420.0,11255.0,11405.0,345894.0
2014-06-04,11395.0,11490.0,11370.0,11420.0,404730.0
2014-06-05,11430.0,11515.0,11380.0,11490.0,411420.0
2014-06-06,11500.0,11555.0,11460.0,11475.0,332418.0
2014-06-09,11475.0,11590.0,11425.0,11580.0,285570.0
2014-06-10,11630.0,11735.0,11575.0,11725.0,560032.0
2014-06-11,11730.0,11795.0,11705.0,11775.0,406448.0
2014-06-12,11765.0,11875.0,11720.0,11835.0,367644.0
2014-06-13,11880.0,11995.0,11865.0,11955.0,423240.0
2014-06-16,11935.0,12055.0,11855.0,12010.0,452888.0
2014-06-17,11990.0,12020.0,11790.0,11820.0,480866.0
2014-06-18,11830.0,11960.0,11760.0,11785.0,718088.0
2014-06-19,11790.0,11830.0,11735.0,11765.0,389244.0
2014-06-20,11770.0,11925.0,11755.0,11920.0,430022.0
2014-06-23,11920.0,11925.0,11665.0,11685.0,515644.0
2014-06-24,11635.0,11745.0,11635.0,11740.0,331150.0
2014-06-25,11760.0,11800.0,11665.0,11755.0,442832.0
2014-06-26,11775.0,11780.0,11680.0,11695.0,302458.0
2014-06-27,11695.0,11845.0,11680.0,11825.0,393250.0
2014-06-30,11820.0,11950.0,11790.0,11915.0,361678.0
2014-07-01,11915.0,11975.0,11850.0,11950.0,270288.0
2014-07-02,11930.0,11970.0,11725.0,11925.0,478540.0
2014-07-03,11905.0,12060.0,11880.0,11945.0,557104.0
2014-07-04,11955.0,12050.0,11890.0,12050.0,387522.0
2014-07-07,12045.0,12205.0,12025.0,12160.0,517862.0
2014-07-08,12150.0,12195.0,12065.0,12150.0,340892.0
2014-07-09,12145.0,12150.0,11880.0,11930.0,606694.0
2014-07-10,11900.0,11920.0,11810.0,11845.0,348302.0
2014-07-11,11870.0,11920.0,11805.0,11875.0,335446.0
2014-07-14,11790.0,11885.0,11755.0,11850.0,280790.0
2014-07-15,11855.0,11885.0,11770.0,11820.0,254698.0
2014-07-16,11810.0,11890.0,11730.0,11885.0,395752.0
2014-07-17,11880.0,11930.0,11745.0,11745.0,472484.0
2014-07-18,11760.0,11770.0,11420.0,11540.0,656302.0
2014-07-21,11510.0,11570.0,11450.0,11535.0,204578.0
2014-07-22,11560.0,11630.0,11505.0,11540.0,193298.0
2014-07-23,11185.0,11290.0,11160.0,11270.0,372072.0
2014-07-24,11270.0,11320.0,11185.0,11195.0,428644.0
2014-07-25,11200.0,11270.0,11125.0,11260.0,440080.0
2014-07-28,11260.0,11400.0,11250.0,11370.0,392278.0
2014-07-29,11370.0,11415.0,11315.0,11390.0,396216.0
2014-07-30,11370.0,11435.0,11320.0,11345.0,384748.0
2014-07-31,11320.0,11340.0,11260.0,11320.0,336728.0
2014-08-01,11280.0,11335.0,11240.0,11280.0,355322.0
2014-08-04,11280.0,11300.0,11210.0,11245.0,324288.0
2014-08-05,11250.0,11340.0,10955.0,11000.0,922078.0
2014-08-06,11000.0,11065.0,10970.0,11055.0,414258.0
2014-08-07,11040.0,11055.0,10940.0,10970.0,472638.0
2014-08-08,10990.0,10995.0,10860.0,10945.0,449098.0
2014-08-11,10970.0,11100.0,10930.0,10945.0,262250.0
2014-08-12,10940.0,10945.0,10810.0,10810.0,342690.0
2014-08-13,10800.0,10835.0,10750.0,10805.0,329330.0
2014-08-14,10780.0,10860.0,10760.0,10845.0,357878.0
2014-08-15,10805.0,10935.0,10785.0,10930.0,455126.0
2014-08-18,10930.0,10975.0,10875.0,10910.0,363708.0
2014-08-19,10875.0,10970.0,10875.0,10950.0,214124.0
2014-08-20,10930.0,10940.0,10795.0,10850.0,497644.0
2014-08-21,10890.0,10995.0,10870.0,10990.0,339400.0
2014-08-22,10980.0,11010.0,10920.0,10950.0,330846.0
2014-08-25,10950.0,10950.0,10835.0,10905.0,342098.0
2014-08-26,10905.0,10935.0,10805.0,10860.0,323934.0
2014-08-27,10860.0,10880.0,10800.0,10820.0,307032.0
2014-08-28,10800.0,10835.0,10760.0,10795.0,321230.0
2014-08-29,10795.0,10820.0,10705.0,10730.0,470780.0
2014-09-01,10745.0,10775.0,10720.0,10760.0,225550.0
2014-09-02,10755.0,10925.0,10745.0,10900.0,452614.0
2014-09-03,10850.0,10910.0,10825.0,10840.0,329702.0
2014-09-04,10880.0,10960.0,10870.0,10925.0,384764.0
2014-09-05,10905.0,10925.0,10765.0,10820.0,441976.0
2014-09-09,10805.0,10810.0,10580.0,10655.0,597996.0
2014-09-10,10655.0,10715.0,10580.0,10580.0,359384.0
2014-09-11,10580.0,10625.0,10515.0,10600.0,421264.0
2014-09-12,10620.0,10635.0,10410.0,10510.0,453888.0
2014-09-15,10480.0,10615.0,10450.0,10595.0,418768.0
2014-09-16,10605.0,10655.0,10520.0,10565.0,396986.0
2014-09-17,10620.0,10640.0,10470.0,10495.0,444966.0
2014-09-18,10475.0,10480.0,10330.0,10365.0,473462.0
2014-09-19,10320.0,10415.0,10310.0,10325.0,400412.0
2014-09-22,10300.0,10305.0,10025.0,10125.0,604952.0
2014-09-23,10100.0,10190.0,9835.0,9950.0,991916.0
2014-09-24,9955.0,10095.0,9900.0,10060.0,594370.0
2014-09-25,10080.0,10380.0,9985.0,10120.0,779882.0
2014-09-26,10095.0,10200.0,10045.0,10160.0,508616.0
2014-09-29,10195.0,10365.0,10155.0,10355.0,471378.0
2014-09-30,10355.0,10450.0,10315.0,10390.0,424468.0
2014-10-08,10215.0,10265.0,9950.0,10005.0,724452.0
2014-10-09,10020.0,10070.0,9930.0,9975.0,643372.0
2014-10-10,9835.0,9840.0,9600.0,9600.0,873328.0
2014-10-13,9580.0,9775.0,9560.0,9615.0,609806.0
2014-10-14,9655.0,9770.0,9615.0,9745.0,565104.0
2014-10-15,9560.0,9815.0,9460.0,9795.0,955962.0
2014-10-16,9730.0,9785.0,9570.0,9720.0,902146.0
2014-10-17,9825.0,9850.0,9610.0,9640.0,731768.0
2014-10-20,9650.0,9760.0,9590.0,9610.0,539024.0
2014-10-21,9590.0,9675.0,9490.0,9665.0,918996.0
2014-10-22,9710.0,9775.0,9670.0,9730.0,500554.0
2014-10-23,9650.0,9815.0,9635.0,9810.0,527912.0
2014-10-24,9870.0,9975.0,9840.0,9930.0,644338.0
2014-10-27,9920.0,9990.0,9850.0,9850.0,557614.0
2014-10-28,9910.0,10110.0,9880.0,10055.0,789756.0
2014-10-29,10085.0,10160.0,10045.0,10160.0,631346.0
2014-10-30,10160.0,10235.0,10120.0,10225.0,574882.0
2014-10-31,10180.0,10280.0,10110.0,10230.0,839340.0
2014-11-03,10210.0,10260.0,10140.0,10160.0,631838.0
2014-11-04,10090.0,10170.0,10040.0,10095.0,816046.0
2014-11-05,10090.0,10115.0,9910.0,9920.0,717242.0
2014-11-06,9975.0,10095.0,9965.0,10085.0,555062.0
2014-11-07,10085.0,10160.0,10040.0,10135.0,525544.0
2014-11-10,10160.0,10315.0,10160.0,10285.0,555148.0
2014-11-11,10225.0,10245.0,10025.0,10045.0,713318.0
2014-11-12,10050.0,10160.0,10035.0,10140.0,551356.0
2014-11-13,10120.0,10170.0,10030.0,10135.0,660960.0
2014-11-14,9975.0,10085.0,9935.0,10005.0,616170.0
2014-11-17,10050.0,10095.0,9880.0,9905.0,551380.0
2014-11-18,9910.0,9925.0,9815.0,9860.0,458184.0
2014-11-19,9820.0,9990.0,9795.0,9880.0,716324.0
2014-11-20,9850.0,9905.0,9805.0,9830.0,479200.0
2014-11-21,9900.0,9905.0,9840.0,9875.0,358686.0
2014-11-24,9965.0,9970.0,9775.0,9850.0,551790.0
2014-11-25,9840.0,9930.0,9810.0,9900.0,280816.0
2014-11-26,9860.0,9930.0,9850.0,9910.0,183022.0
2014-11-27,9900.0,9950.0,9865.0,9920.0,153018.0
2014-11-28,9730.0,9810.0,9545.0,9610.0,350330.0
2014-12-01,8470.0,8520.0,8445.0,8445.0,412964.0
2014-12-02,8670.0,8735.0,8545.0,8550.0,628898.0
2014-12-03,8530.0,8585.0,8445.0,8510.0,551404.0
2014-12-04,8510.0,8615.0,8490.0,8540.0,558628.0
2014-12-05,8520.0,8520.0,8335.0,8505.0,732956.0
2014-12-08,8470.0,8520.0,8290.0,8305.0,743438.0
2014-12-09,8200.0,8230.0,8065.0,8075.0,649850.0
2014-12-10,8105.0,8195.0,8010.0,8145.0,765140.0
2014-12-11,8050.0,8155.0,8020.0,8145.0,606802.0
2014-12-12,8050.0,8250.0,8045.0,8240.0,756212.0
2014-12-15,8165.0,8490.0,8105.0,8425.0,1296736.0
2014-12-16,8335.0,8395.0,8220.0,8300.0,946150.0
2014-12-17,8320.0,8410.0,8180.0,8335.0,1588922.0
2014-12-18,8400.0,8540.0,8380.0,8465.0,1362216.0
2014-12-19,8435.0,8480.0,8385.0,8425.0,733992.0
2014-12-22,8530.0,8670.0,8450.0,8460.0,1251354.0
2014-12-23,8405.0,8475.0,8315.0,8320.0,828610.0
2014-12-24,8365.0,8430.0,8245.0,8405.0,1008342.0
2014-12-25,8390.0,8470.0,8290.0,8305.0,811326.0
2014-12-26,8305.0,8355.0,8190.0,8195.0,970836.0
2014-12-29,8185.0,8300.0,8180.0,8260.0,660262.0
2014-12-30,8240.0,8530.0,8220.0,8325.0,1298712.0
2014-12-31,8360.0,8600.0,8345.0,8585.0,868452.0
2015-01-05,8540.0,8540.0,8265.0,8330.0,779082.0
2015-01-06,8300.0,8500.0,8225.0,8445.0,1168312.0
2015-01-07,8380.0,8475.0,8285.0,8380.0,1345648.0
2015-01-08,8445.0,8460.0,8285.0,8290.0,938734.0
2015-01-09,8300.0,8315.0,8055.0,8095.0,1701760.0
2015-01-12,8055.0,8095.0,7945.0,8030.0,1125148.0
2015-01-13,7950.0,8055.0,7920.0,8005.0,1059444.0
2015-01-14,8025.0,8150.0,8025.0,8125.0,1379548.0
2015-01-15,8230.0,8365.0,8170.0,8360.0,1444956.0
2015-01-16,8300.0,8385.0,8250.0,8340.0,1044956.0
2015-01-19,8400.0,8510.0,8350.0,8490.0,992862.0
2015-01-20,8455.0,8465.0,8305.0,8345.0,805830.0
2015-01-21,8330.0,8490.0,8300.0,8450.0,945896.0
2015-01-22,8500.0,8545.0,8365.0,8400.0,1106476.0
2015-01-23,8400.0,8410.0,8305.0,8360.0,743546.0
2015-01-26,8300.0,8320.0,8110.0,8135.0,902156.0
2015-01-27,8185.0,8245.0,8160.0,8190.0,621704.0
2015-01-28,8220.0,8270.0,8150.0,8270.0,615710.0
2015-01-29,8205.0,8310.0,8200.0,8295.0,611108.0
2015-01-30,8305.0,8315.0,8165.0,8165.0,621016.0
2015-02-02,8300.0,8420.0,8260.0,8375.0,887414.0
2015-02-03,8435.0,8635.0,8435.0,8630.0,1135554.0
2015-02-04,8730.0,8850.0,8610.0,8615.0,1392350.0
2015-02-05,8485.0,8580.0,8480.0,8545.0,732686.0
2015-02-06,8650.0,8860.0,8635.0,8850.0,1311966.0
2015-02-09,8800.0,8820.0,8715.0,8805.0,833018.0
2015-02-10,8765.0,8880.0,8755.0,8860.0,825678.0
2015-02-11,8810.0,8945.0,8795.0,8910.0,878898.0
2015-02-12,8890.0,8955.0,8845.0,8945.0,754240.0
2015-02-13,9000.0,9205.0,8990.0,9155.0,1326618.0
2015-02-16,9175.0,9245.0,9120.0,9225.0,668340.0
2015-02-17,9230.0,9310.0,9155.0,9270.0,482938.0
2015-02-25,9015.0,9285.0,9015.0,9250.0,579678.0
2015-02-26,9340.0,9500.0,9285.0,9490.0,806708.0
2015-02-27,9430.0,9455.0,9330.0,9405.0,827950.0
2015-03-02,9560.0,9710.0,9470.0,9645.0,1266814.0
2015-03-03,9700.0,9715.0,9490.0,9515.0,1163208.0
2015-03-04,9525.0,9595.0,9435.0,9540.0,952588.0
2015-03-05,9440.0,9510.0,9285.0,9370.0,1178868.0
2015-03-06,9380.0,9380.0,9275.0,9350.0,600714.0
2015-03-09,9275.0,9340.0,9160.0,9310.0,882212.0
2015-03-10,9305.0,9365.0,9260.0,9305.0,900402.0
2015-03-11,9250.0,9285.0,9120.0,9125.0,891356.0
2015-03-12,9130.0,9490.0,9130.0,9485.0,1229520.0
2015-03-13,9450.0,9465.0,9340.0,9425.0,761066.0
2015-03-16,9275.0,9370.0,9185.0,9325.0,778730.0
2015-03-17,9330.0,9480.0,9310.0,9465.0,858800.0
2015-03-18,9070.0,9125.0,8840.0,8845.0,694364.0
2015-03-19,8990.0,9080.0,8855.0,8890.0,711632.0
2015-03-20,8955.0,9010.0,8855.0,8895.0,729456.0
2015-03-23,9030.0,9285.0,9025.0,9285.0,966652.0
2015-03-24,9495.0,9615.0,9440.0,9565.0,1191982.0
2015-03-25,9545.0,9635.0,9495.0,9525.0,1106536.0
2015-03-26,9680.0,9720.0,9550.0,9675.0,1127056.0
2015-03-27,9625.0,9685.0,9510.0,9675.0,949380.0
2015-03-30,9590.0,9715.0,9555.0,9715.0,904790.0
2015-03-31,9740.0,9805.0,9650.0,9650.0,1184812.0
2015-04-01,9620.0,9785.0,9555.0,9775.0,981790.0
2015-04-02,9900.0,9935.0,9805.0,9875.0,1002908.0
2015-04-03,9850.0,9850.0,9470.0,9515.0,1429202.0
2015-04-07,9645.0,9675.0,9480.0,9515.0,951034.0
2015-04-08,9550.0,9680.0,9455.0,9580.0,1348240.0
2015-04-09,9480.0,9530.0,9380.0,9460.0,1008978.0
2015-04-10,9450.0,9505.0,9360.0,9430.0,756874.0
2015-04-13,9460.0,9565.0,9395.0,9465.0,790776.0
2015-04-14,9470.0,9520.0,9355.0,9390.0,1052610.0
2015-04-15,9450.0,9460.0,9325.0,9385.0,715116.0
2015-04-16,9480.0,9760.0,9455.0,9645.0,1304228.0
2015-04-17,9660.0,9780.0,9630.0,9665.0,795356.0
2015-04-20,9730.0,9845.0,9705.0,9810.0,755154.0
2015-04-21,9855.0,9910.0,9810.0,9870.0,766316.0
2015-04-22,9810.0,9840.0,9705.0,9715.0,677438.0
2015-04-23,9720.0,9950.0,9720.0,9880.0,1147078.0
2015-04-24,9980.0,10100.0,9955.0,10095.0,1118568.0
2015-04-27,10120.0,10400.0,10050.0,10370.0,1255114.0
2015-04-28,10365.0,10385.0,10220.0,10280.0,665514.0
2015-04-29,10290.0,10305.0,10055.0,10115.0,937934.0
2015-04-30,10190.0,10330.0,10160.0,10290.0,716452.0
2015-05-04,10310.0,10385.0,10175.0,10235.0,799930.0
2015-05-05,10230.0,10245.0,10130.0,10165.0,694146.0
2015-05-06,10280.0,10310.0,9970.0,10005.0,1283080.0
2015-05-07,9910.0,9955.0,9795.0,9805.0,818468.0
2015-05-08,9720.0,9810.0,9690.0,9745.0,745540.0
2015-05-11,9805.0,9830.0,9670.0,9680.0,577998.0
2015-05-12,9655.0,9710.0,9580.0,9605.0,912250.0
2015-05-13,9700.0,9780.0,9630.0,9680.0,804682.0
2015-05-14,9600.0,9730.0,9550.0,9725.0,844182.0
2015-05-15,9705.0,9740.0,9615.0,9630.0,821274.0
2015-05-18,9620.0,9655.0,9460.0,9460.0,838540.0
2015-05-19,9425.0,9455.0,9310.0,9315.0,886224.0
2015-05-20,9190.0,9385.0,9165.0,9365.0,1067326.0
2015-05-21,9370.0,9595.0,9315.0,9510.0,1173148.0
2015-05-22,9620.0,9645.0,9495.0,9640.0,1003380.0
2015-05-25,9575.0,9610.0,9500.0,9560.0,847984.0
2015-05-26,9655.0,9700.0,9370.0,9400.0,1236368.0
2015-05-27,9365.0,9430.0,9330.0,9410.0,730382.0
2015-05-28,9430.0,9440.0,9250.0,9345.0,881822.0
2015-05-29,9385.0,9400.0,9310.0,9355.0,513858.0
2015-06-01,9480.0,9485.0,9305.0,9380.0,679014.0
2015-06-02,9395.0,9430.0,9265.0,9415.0,730604.0
2015-06-03,9470.0,9480.0,9355.0,9430.0,812408.0
2015-06-04,9380.0,9535.0,9320.0,9465.0,940012.0
2015-06-05,9410.0,9500.0,9390.0,9455.0,741334.0
2015-06-08,9475.0,9485.0,9315.0,9350.0,568616.0
2015-06-09,9340.0,9390.0,9305.0,9355.0,377540.0
2015-06-10,9430.0,9640.0,9410.0,9635.0,882290.0
2015-06-11,9590.0,9755.0,9580.0,9700.0,963926.0
2015-06-12,9650.0,9685.0,9555.0,9585.0,762826.0
2015-06-15,9580.0,9735.0,9565.0,9725.0,605660.0
2015-06-16,9745.0,9855.0,9620.0,9690.0,934930.0
2015-06-17,9655.0,9700.0,9500.0,9505.0,834782.0
2015-06-18,9510.0,9555.0,9445.0,9500.0,555652.0
2015-06-19,9520.0,9675.0,9520.0,9570.0,831752.0
2015-06-23,9590.0,9625.0,9445.0,9565.0,588038.0
2015-06-24,9600.0,9715.0,9575.0,9685.0,705944.0
2015-06-25,9655.0,9700.0,9625.0,9685.0,435574.0
2015-06-26,9685.0,9920.0,9680.0,9870.0,1059966.0
2015-06-29,9865.0,9885.0,9510.0,9785.0,1275490.0
2015-06-30,9730.0,9875.0,9665.0,9855.0,987974.0
2015-07-01,9865.0,9995.0,9835.0,9915.0,785576.0
2015-07-02,9850.0,9915.0,9810.0,9915.0,619352.0
2015-07-03,9880.0,9960.0,9800.0,9900.0,1018180.0
2015-07-06,9820.0,9850.0,9555.0,9635.0,1157054.0
2015-07-07,9515.0,9560.0,9325.0,9325.0,917928.0
2015-07-08,9055.0,9180.0,8885.0,8885.0,791374.0
2015-07-09,9135.0,9610.0,9110.0,9515.0,1070770.0
2015-07-10,9535.0,9755.0,9465.0,9550.0,856314.0
2015-07-13,9515.0,9560.0,9390.0,9480.0,621488.0
2015-07-14,9500.0,9630.0,9425.0,9445.0,650584.0
2015-07-15,9570.0,9605.0,9450.0,9485.0,585200.0
2015-07-16,9420.0,9425.0,9265.0,9315.0,693942.0
2015-07-17,9285.0,9345.0,9220.0,9290.0,500810.0
2015-07-20,9295.0,9370.0,9210.0,9330.0,521088.0
2015-07-21,9305.0,9315.0,9195.0,9270.0,503300.0
2015-07-22,9270.0,9410.0,9240.0,9400.0,749768.0
2015-07-23,9340.0,9425.0,9320.0,9365.0,560050.0
2015-07-24,9325.0,9330.0,9100.0,9110.0,761236.0
2015-07-27,9090.0,9100.0,8835.0,8835.0,683066.0
2015-07-28,8600.0,8860.0,8600.0,8860.0,742356.0
2015-07-29,8920.0,9075.0,8910.0,8965.0,606616.0
2015-07-30,9050.0,9120.0,8905.0,8920.0,460166.0
2015-07-31,8885.0,8940.0,8850.0,8910.0,340486.0
2015-08-03,8805.0,8885.0,8610.0,8750.0,571302.0
2015-08-04,8095.0,8380.0,8085.0,8365.0,758844.0
2015-08-05,8380.0,8490.0,8315.0,8480.0,733438.0
2015-08-06,8405.0,8455.0,8305.0,8380.0,861970.0
2015-08-07,8330.0,8510.0,8270.0,8495.0,896740.0
2015-08-10,8450.0,8590.0,8395.0,8590.0,780982.0
2015-08-11,8625.0,8810.0,8625.0,8810.0,1228036.0
2015-08-12,8790.0,8880.0,8720.0,8870.0,1061996.0
2015-08-13,8895.0,8920.0,8755.0,8885.0,910750.0
2015-08-14,8800.0,8915.0,8785.0,8875.0,812658.0
2015-08-17,8860.0,8875.0,8650.0,8680.0,997086.0
2015-08-18,8655.0,8675.0,8475.0,8535.0,1023460.0
2015-08-19,8565.0,8625.0,8515.0,8550.0,852906.0
2015-08-20,8425.0,8475.0,8350.0,8460.0,809264.0
2015-08-21,8495.0,8525.0,8420.0,8460.0,716152.0
2015-08-24,8300.0,8300.0,8140.0,8155.0,1042544.0
2015-08-25,8070.0,8335.0,8040.0,8270.0,1162484.0
2015-08-26,8335.0,8350.0,8210.0,8255.0,790224.0
2015-08-27,8295.0,8520.0,8290.0,8515.0,1031358.0
2015-08-28,8755.0,8755.0,8635.0,8655.0,819400.0
2015-08-31,8655.0,8680.0,8530.0,8555.0,781986.0
2015-09-01,8660.0,8735.0,8610.0,8625.0,704624.0
2015-09-02,8505.0,8610.0,8475.0,8610.0,445662.0
2015-09-07,8590.0,8685.0,8510.0,8510.0,611760.0
2015-09-08,8495.0,8540.0,8380.0,8460.0,892116.0
2015-09-09,8575.0,8670.0,8550.0,8580.0,1085748.0
2015-09-10,8515.0,8685.0,8445.0,8680.0,1064994.0
2015-09-11,8720.0,8795.0,8620.0,8640.0,1266668.0
2015-09-14,8640.0,8710.0,8525.0,8530.0,792222.0
2015-09-15,8530.0,8565.0,8430.0,8510.0,835622.0
2015-09-16,8570.0,8590.0,8435.0,8535.0,882912.0
2015-09-17,8630.0,8635.0,8455.0,8455.0,900066.0
2015-09-18,8475.0,8525.0,8365.0,8375.0,1032110.0
2015-09-21,8310.0,8485.0,8300.0,8475.0,767744.0
2015-09-22,8460.0,8470.0,8360.0,8420.0,674178.0
2015-09-23,8440.0,8520.0,8390.0,8515.0,996838.0
2015-09-24,8445.0,8485.0,8405.0,8460.0,631180.0
2015-09-25,8500.0,8505.0,8340.0,8345.0,779346.0
2015-09-28,8350.0,8365.0,8235.0,8250.0,644404.0
2015-09-29,8210.0,8240.0,8110.0,8230.0,643004.0
2015-09-30,8230.0,8310.0,8195.0,8300.0,445568.0
2015-10-08,8445.0,8480.0,8370.0,8410.0,462038.0
2015-10-09,8490.0,8730.0,8455.0,8665.0,932116.0
2015-10-12,8645.0,8680.0,8605.0,8630.0,461448.0
2015-10-13,8530.0,8605.0,8515.0,8595.0,464530.0
2015-10-14,8540.0,8590.0,8435.0,8450.0,576534.0
2015-10-15,8455.0,8495.0,8420.0,8450.0,558098.0
2015-10-16,8485.0,8490.0,8380.0,8395.0,545592.0
2015-10-19,8400.0,8410.0,8325.0,8350.0,419002.0
2015-10-20,8325.0,8420.0,8305.0,8395.0,478972.0
2015-10-21,8380.0,8380.0,8315.0,8340.0,431966.0
2015-10-22,8370.0,8535.0,8360.0,8435.0,827884.0
2015-10-23,8435.0,8475.0,8315.0,8375.0,776318.0
2015-10-26,8335.0,8360.0,8230.0,8240.0,738192.0
2015-10-27,8210.0,8330.0,8190.0,8300.0,745458.0
2015-10-28,8295.0,8315.0,8245.0,8280.0,539474.0
2015-10-29,8380.0,8390.0,8265.0,8285.0,496372.0
2015-10-30,8285.0,8285.0,8170.0,8245.0,548120.0
2015-11-02,8230.0,8315.0,8220.0,8285.0,456500.0
2015-11-03,8270.0,8290.0,8205.0,8215.0,538360.0
2015-11-04,8270.0,8345.0,8235.0,8300.0,663848.0
2015-11-05,8245.0,8260.0,7995.0,8010.0,1337040.0
2015-11-06,8000.0,8130.0,7955.0,8100.0,1085524.0
2015-11-09,8070.0,8120.0,8010.0,8040.0,623460.0
2015-11-10,8030.0,8035.0,7930.0,8025.0,805580.0
2015-11-11,8005.0,8065.0,7970.0,8045.0,557614.0
2015-11-12,8025.0,8085.0,8010.0,8035.0,505510.0
2015-11-13,8005.0,8030.0,7810.0,7860.0,1006050.0
2015-11-16,7860.0,7925.0,7805.0,7845.0,552460.0
2015-11-17,7865.0,7935.0,7760.0,7895.0,913630.0
2015-11-18,7880.0,7890.0,7750.0,7775.0,882910.0
2015-11-19,7760.0,7820.0,7695.0,7710.0,763510.0
2015-11-20,7735.0,7775.0,7500.0,7565.0,1313040.0
2015-11-23,7590.0,7705.0,7485.0,7690.0,1028126.0
2015-11-24,7710.0,7920.0,7690.0,7920.0,720276.0
2015-11-25,8010.0,8060.0,7935.0,8000.0,774738.0
2015-11-26,7275.0,7565.0,7245.0,7460.0,794526.0
2015-11-27,7435.0,7530.0,7310.0,7375.0,642276.0
2015-11-30,7350.0,7445.0,7235.0,7440.0,852068.0
2015-12-01,7445.0,7540.0,7395.0,7505.0,782062.0
2015-12-02,7535.0,7595.0,7425.0,7445.0,638304.0
2015-12-03,7390.0,7440.0,7265.0,7440.0,804346.0
2015-12-04,7490.0,7505.0,7400.0,7405.0,725298.0
2015-12-07,7325.0,7475.0,7290.0,7470.0,666402.0
2015-12-08,7350.0,7360.0,7080.0,7145.0,1062600.0
2015-12-09,7210.0,7300.0,7180.0,7295.0,623370.0
2015-12-10,7260.0,7435.0,7235.0,7420.0,943958.0
2015-12-11,7395.0,7475.0,7320.0,7470.0,754894.0
2015-12-14,7390.0,7530.0,7345.0,7525.0,819318.0
2015-12-15,7555.0,7580.0,7415.0,7455.0,734604.0
2015-12-16,7465.0,7520.0,7395.0,7505.0,658964.0
2015-12-17,7475.0,7615.0,7445.0,7465.0,908036.0
2015-12-18,7430.0,7650.0,7415.0,7650.0,967714.0
2015-12-21,7640.0,7720.0,7580.0,7710.0,870848.0
2015-12-22,7710.0,7825.0,7680.0,7820.0,885864.0
2015-12-23,7805.0,7870.0,7705.0,7865.0,979014.0
2015-12-24,7885.0,7915.0,7815.0,7845.0,1113814.0
2015-12-25,7860.0,7895.0,7780.0,7885.0,738778.0
2015-12-28,7865.0,7885.0,7775.0,7790.0,855016.0
2015-12-29,7760.0,7920.0,7730.0,7885.0,882248.0
2015-12-30,7925.0,8025.0,7895.0,8000.0,1087368.0
2015-12-31,7980.0,8130.0,7965.0,8040.0,1189100.0
2016-01-04,8075.0,8095.0,7960.0,8030.0,1096256.0
2016-01-05,8010.0,8145.0,7980.0,8050.0,1025808.0
2016-01-06,8020.0,8070.0,7940.0,7970.0,1148230.0
2016-01-07,7905.0,7955.0,7810.0,7895.0,957560.0
2016-01-08,7910.0,7940.0,7840.0,7905.0,860966.0
2016-01-11,7865.0,7875.0,7760.0,7850.0,1024802.0
2016-01-12,7790.0,7885.0,7745.0,7875.0,1227180.0
