指标名称,银行间质押式回购加权利率:7天,银行间质押式回购加权利率:1个月,成交量:银行间质押式回购,中债商业银行同业存单到期收益率(AAA):3个月,中债商业银行同业存单到期收益率(AAA):1年,中债商业银行普通债到期收益率(AAA):1年,中债商业银行普通债到期收益率(AAA):5年,同业存单:发行利率(股份制银行):3个月,同业存单:发行利率(股份制银行):1年,银行间同业拆借加权利率:7天,中国工商银行:定期存款利率:1年(整存整取),中国工商银行:活期存款利率
1999-01-04,4.02,,,,,,,,,,,
1999-01-05,4.05,,,,,,,,,,,
1999-01-06,4.05,,,,,,,,,,,
1999-01-07,4.05,4.719,,,,,,,,,,
1999-01-08,4.05,4.41,,,,,,,,,,
1999-01-11,,4.2,,,,,,,,,,
1999-01-12,4.05,,,,,,,,,,,
1999-01-13,4.136,4.2,,,,,,,,,,
1999-01-14,4.05,4.23,,,,,,,,,,
1999-01-15,4.05,4.23,,,,,,,,,,
1999-01-18,,4.657,,,,,,,,,,
1999-01-20,4.02,4.2,,,,,,,,,,
1999-01-21,4.02,4.2,,,,,,,,,,
1999-01-22,4.02,,,,,,,,,,,
1999-01-25,4.02,4.364,,,,,,,,,,
1999-01-26,4.019,,,,,,,,,,,
1999-01-27,4.02,4.23,,,,,,,,,,
1999-01-28,4.017,4.292,,,,,,,,,,
1999-01-29,,4.32,,,,,,,,,,
1999-02-01,4.02,4.302,,,,,,,,,,
1999-02-02,4.017,,,,,,,,,,,
1999-02-03,4.03,4.5,,,,,,,,,,
1999-02-04,4.02,4.32,,,,,,,,,,
1999-02-05,4.02,4.32,,,,,,,,,,
1999-02-08,4.02,4.326,,,,,,,,,,
1999-02-09,4.061,4.14,,,,,,,,,,
1999-02-12,4.075,,,,,,,,,,,
1999-02-23,4.0,,,,,,,,,,,
1999-02-24,,4.2,,,,,,,,,,
1999-02-25,4.02,,,,,,,,,,,
1999-02-26,4.06,4.15,,,,,,,,,,
1999-03-01,4.02,4.262,,,,,,,,,,
1999-03-02,4.027,4.229,,,,,,,,,,
1999-03-03,4.02,,,,,,,,,,,
1999-03-04,4.035,4.23,,,,,,,,,,
1999-03-05,4.02,4.26,,,,,,,,,,
1999-03-08,4.025,4.228,,,,,,,,,,
1999-03-09,4.026,4.259,,,,,,,,,,
1999-03-10,4.046,4.259,,,,,,,,,,
1999-03-11,4.103,4.32,,,,,,,,,,
1999-03-12,4.08,4.29,,,,,,,,,,
1999-03-15,,4.32,,,,,,,,,,
1999-03-16,4.106,,,,,,,,,,,
1999-03-17,,4.189,,,,,,,,,,
1999-03-18,4.08,,,,,,,,,,,
1999-03-19,,4.465,,,,,,,,,,
1999-03-22,4.04,4.236,,,,,,,,,,
1999-03-23,4.05,,,,,,,,,,,
1999-03-24,,4.32,,,,,,,,,,
1999-03-25,4.04,,,,,,,,,,,
1999-03-26,4.05,4.2,,,,,,,,,,
1999-03-29,4.058,4.2,,,,,,,,,,
1999-03-30,4.05,4.293,,,,,,,,,,
1999-03-31,4.05,,,,,,,,,,,
1999-04-01,4.05,4.189,,,,,,,,,,
1999-04-02,4.066,,,,,,,,,,,
1999-04-05,4.05,4.215,,,,,,,,,,
1999-04-06,4.05,4.221,,,,,,,,,,
1999-04-07,4.042,4.236,,,,,,,,,,
1999-04-08,4.05,4.26,,,,,,,,,,
1999-04-12,4.05,,,,,,,,,,,
1999-04-13,4.021,4.3,,,,,,,,,,
1999-04-14,4.028,,,,,,,,,,,
1999-04-15,4.053,,,,,,,,,,,
1999-04-16,4.035,4.2,,,,,,,,,,
1999-04-19,4.05,4.365,,,,,,,,,,
1999-04-20,4.042,4.23,,,,,,,,,,
1999-04-21,4.05,4.25,,,,,,,,,,
1999-04-23,4.02,,,,,,,,,,,
1999-04-26,4.02,,,,,,,,,,,
1999-04-27,4.02,4.3,,,,,,,,,,
1999-04-28,4.02,4.2,,,,,,,,,,
1999-04-29,4.039,4.3,,,,,,,,,,
1999-04-30,4.02,4.35,,,,,,,,,,
1999-05-04,4.02,4.187,,,,,,,,,,
1999-05-05,4.02,4.35,,,,,,,,,,
1999-05-06,4.0,4.3,,,,,,,,,,
1999-05-07,4.006,4.3,,,,,,,,,,
1999-05-10,4.067,4.133,,,,,,,,,,
1999-05-11,4.018,4.164,,,,,,,,,,
1999-05-12,4.02,4.111,,,,,,,,,,
1999-05-13,4.013,,,,,,,,,,,
1999-05-14,4.006,,,,,,,,,,,
1999-05-17,4.0,,,,,,,,,,,
1999-05-18,4.02,4.35,,,,,,,,,,
1999-05-19,,4.26,,,,,,,,,,
1999-05-20,4.01,4.11,,,,,,,,,,
1999-05-21,,4.26,,,,,,,,,,
1999-05-24,4.01,4.11,,,,,,,,,,
1999-05-25,4.006,4.19,,,,,,,,,,
1999-05-26,4.006,4.179,,,,,,,,,,
1999-05-27,4.0,4.076,,,,,,,,,,
1999-05-28,3.85,4.18,,,,,,,,,,
1999-05-31,3.991,,,,,,,,,,,
1999-06-01,4.005,4.134,,,,,,,,,,
1999-06-02,4.001,,,,,,,,,,,
1999-06-03,3.959,4.163,,,,,,,,,,
1999-06-04,3.9,4.095,,,,,,,,,,
1999-06-07,3.968,4.095,,,,,,,,,,
1999-06-08,4.0,4.11,,,,,,,,,,
1999-06-09,3.966,4.15,,,,,,,,,,
1999-06-10,2.73,2.97,,,,,,,,,,
1999-06-11,2.728,2.95,,,,,,,,,,
1999-06-14,2.7,2.936,,,,,,,,,,
1999-06-15,2.7,2.93,,,,,,,,,,
1999-06-16,2.706,,,,,,,,,,,
1999-06-17,2.7,,,,,,,,,,,
1999-06-18,2.7,,,,,,,,,,,
1999-06-21,2.7,,,,,,,,,,,
1999-06-22,2.7,2.853,,,,,,,,,,
1999-06-23,2.698,2.85,,,,,,,,,,
1999-06-24,2.7,2.875,,,,,,,,,,
1999-06-25,2.687,,,,,,,,,,,
1999-06-28,2.7,2.868,,,,,,,,,,
1999-06-29,2.694,2.823,,,,,,,,,,
1999-06-30,2.685,2.868,,,,,,,,,,
1999-07-01,2.71,2.91,,,,,,,,,,
1999-07-02,2.694,2.852,,,,,,,,,,
1999-07-05,2.564,2.815,,,,,,,,,,
1999-07-06,2.682,2.758,,,,,,,,,,
1999-07-07,2.672,2.901,,,,,,,,,,
1999-07-08,,2.88,,,,,,,,,,
1999-07-09,2.65,2.8,,,,,,,,,,
1999-07-12,2.659,2.757,,,,,,,,,,
1999-07-13,2.636,2.733,,,,,,,,,,
1999-07-14,2.631,2.88,,,,,,,,,,
1999-07-15,2.639,2.75,,,,,,,,,,
1999-07-16,2.664,,,,,,,,,,,
1999-07-19,2.639,2.79,,,,,,,,,,
1999-07-20,2.628,2.731,,,,,,,,,,
1999-07-21,2.628,,,,,,,,,,,
1999-07-22,2.62,2.706,,,,,,,,,,
1999-07-23,2.615,2.8,,,,,,,,,,
1999-07-26,2.614,2.682,,,,,,,,,,
1999-07-27,2.619,2.7,,,,,,,,,,
1999-07-28,2.609,2.704,,,,,,,,,,
1999-07-29,2.621,2.8,,,,,,,,,,
1999-07-30,2.615,2.691,,,,,,,,,,
1999-08-02,2.623,2.733,,,,,,,,,,
1999-08-03,2.615,,,,,,,,,,,
1999-08-04,2.609,,,,,,,,,,,
1999-08-05,2.611,2.693,,,,,,,,,,
1999-08-06,2.619,2.7,,,,,,,,,,
1999-08-09,2.617,2.683,,,,,,,,,,
1999-08-10,2.61,2.684,,,,,,,,,,
1999-08-11,2.61,2.69,,,,,,,,,,
1999-08-12,2.607,2.7,,,,,,,,,,
1999-08-13,2.609,,,,,,,,,,,
1999-08-16,2.596,2.64,,,,,,,,,,
1999-08-17,2.59,2.647,,,,,,,,,,
1999-08-18,2.59,2.721,,,,,,,,,,
1999-08-19,2.592,2.662,,,,,,,,,,
1999-08-20,2.552,,,,,,,,,,,
1999-08-23,2.582,2.693,,,,,,,,,,
1999-08-24,2.58,2.653,,,,,,,,,,
1999-08-25,2.581,2.619,,,,,,,,,,
1999-08-26,2.58,2.704,,,,,,,,,,
1999-08-27,2.58,2.75,,,,,,,,,,
1999-08-30,2.581,2.62,,,,,,,,,,
1999-08-31,2.58,2.7,,,,,,,,,,
1999-09-01,2.58,2.73,,,,,,,,,,
1999-09-02,2.58,,,,,,,,,,,
1999-09-03,2.58,2.66,,,,,,,,,,
1999-09-06,2.579,2.684,,,,,,,,,,
1999-09-07,2.578,2.64,,,,,,,,,,
1999-09-08,2.574,2.64,,,,,,,,,,
1999-09-09,2.58,2.64,,,,,,,,,,
1999-09-10,2.58,2.643,,,,,,,,,,
1999-09-13,2.589,2.621,,,,,,,,,,
1999-09-14,2.583,2.64,,,,,,,,,,
1999-09-15,2.58,2.617,,,,,,,,,,
1999-09-16,2.583,2.65,,,,,,,,,,
1999-09-17,2.58,2.612,,,,,,,,,,
1999-09-20,2.58,2.639,,,,,,,,,,
1999-09-21,2.591,,,,,,,,,,,
1999-09-22,2.58,2.669,,,,,,,,,,
1999-09-23,2.586,2.65,,,,,,,,,,
1999-09-24,2.585,2.644,,,,,,,,,,
1999-09-27,2.583,2.616,,,,,,,,,,
1999-09-28,2.576,2.61,,,,,,,,,,
1999-09-29,,2.637,,,,,,,,,,
1999-09-30,2.52,,,,,,,,,,,
1999-10-08,2.58,2.651,,,,,,,,,,
1999-10-09,,2.75,,,,,,,,,,
1999-10-10,2.58,2.62,,,,,,,,,,
1999-10-11,2.577,2.65,,,,,,,,,,
1999-10-12,2.58,2.648,,,,,,,,,,
1999-10-13,2.635,2.68,,,,,,,,,,
1999-10-14,2.586,,,,,,,,,,,
1999-10-15,2.59,2.66,,,,,,,,,,
1999-10-18,2.59,2.729,,,,,,,,,,
1999-10-19,2.593,2.65,,,,,,,,,,
1999-10-20,2.596,2.7,,,,,,,,,,
1999-10-21,2.585,2.66,,,,,,,,,,
1999-10-22,2.591,2.66,,,,,,,,,,
1999-10-25,2.592,2.642,,,,,,,,,,
1999-10-27,2.582,,,,,,,,,,,
1999-10-28,2.576,2.625,,,,,,,,,,
1999-10-29,2.561,2.628,,,,,,,,,,
1999-11-01,2.579,2.655,,,,,,,,,,
1999-11-02,2.575,2.65,,,,,,,,,,
1999-11-03,2.58,,,,,,,,,,,
1999-11-04,2.577,,,,,,,,,,,
1999-11-05,2.578,,,,,,,,,,,
1999-11-08,2.57,2.62,,,,,,,,,,
1999-11-09,2.572,,,,,,,,,,,
1999-11-10,2.58,2.65,,,,,,,,,,
1999-11-11,2.579,,,,,,,,,,,
1999-11-12,2.579,2.65,,,,,,,,,,
1999-11-15,2.581,2.61,,,,,,,,,,
1999-11-16,2.576,2.664,,,,,,,,,,
1999-11-17,2.58,,,,,,,,,,,
1999-11-18,2.573,2.693,,,,,,,,,,
1999-11-19,2.577,2.62,,,,,,,,,,
1999-11-22,2.58,,,,,,,,,,,
1999-11-23,2.577,,,,,,,,,,,
1999-11-24,2.582,2.67,,,,,,,,,,
1999-11-25,2.575,,,,,,,,,,,
1999-11-26,2.573,2.65,,,,,,,,,,
1999-11-29,2.578,,,,,,,,,,,
1999-11-30,2.57,2.68,,,,,,,,,,
1999-12-01,2.57,,,,,,,,,,,
1999-12-02,2.578,,,,,,,,,,,
1999-12-03,2.564,,,,,,,,,,,
1999-12-06,2.565,,,,,,,,,,,
1999-12-07,2.566,2.644,,,,,,,,,,
1999-12-08,2.571,,,,,,,,,,,
1999-12-09,2.57,2.62,,,,,,,,,,
1999-12-10,2.566,2.64,,,,,,,,,,
1999-12-13,2.568,2.64,,,,,,,,,,
1999-12-14,2.575,2.606,,,,,,,,,,
1999-12-15,2.572,2.63,,,,,,,,,,
1999-12-16,2.562,,,,,,,,,,,
1999-12-17,2.56,2.61,,,,,,,,,,
1999-12-21,2.564,2.61,,,,,,,,,,
1999-12-22,2.567,,,,,,,,,,,
1999-12-23,2.575,2.66,,,,,,,,,,
1999-12-24,2.569,2.66,,,,,,,,,,
1999-12-27,2.573,,,,,,,,,,,
1999-12-28,2.58,,,,,,,,,,,
1999-12-29,2.571,,,,,,,,,,,
1999-12-30,2.572,,,,,,,,,,,
2000-01-03,,2.62,,,,,,,,,,
2000-01-04,2.572,,,,,,,,,,,
2000-01-05,2.565,,,,,,,,,,,
2000-01-06,2.566,,,,,,,,,,,
2000-01-07,2.58,,,,,,,,,,,
2000-01-10,2.56,,,,,,,,,,,
2000-01-11,2.556,,,,,,,,,,,
2000-01-12,2.56,,,,,,,,,,,
2000-01-13,2.555,,,,,,,,,,,
2000-01-14,2.56,,,,,,,,,,,
2000-01-17,2.558,2.6,,,,,,,,,,
2000-01-18,2.55,2.62,,,,,,,,,,
2000-01-19,2.55,,,,,,,,,,,
2000-01-20,2.55,2.617,,,,,,,,,,
2000-01-21,2.536,2.61,,,,,,,,,,
2000-01-24,2.542,2.636,,,,,,,,,,
2000-01-25,2.502,2.61,,,,,,,,,,
2000-01-26,2.508,2.64,,,,,,,,,,
2000-01-27,2.528,2.61,,,,,,,,,,
2000-01-28,2.518,2.619,,,,,,,,,,
2000-01-31,2.513,2.645,,,,,,,,,,
2000-02-01,2.5,2.57,,,,,,,,,,
2000-02-02,2.5,2.6,,,,,,,,,,
2000-02-03,,2.64,,,,,,,,,,
2000-02-12,2.555,,,,,,,,,,,
2000-02-13,2.562,,,,,,,,,,,
2000-02-14,2.521,2.597,,,,,,,,,,
2000-02-15,2.482,2.61,,,,,,,,,,
2000-02-16,2.504,2.6,,,,,,,,,,
2000-02-17,2.511,2.65,,,,,,,,,,
2000-02-18,2.511,2.65,,,,,,,,,,
2000-02-21,2.515,,,,,,,,,,,
2000-02-22,2.506,2.6,,,,,,,,,,
2000-02-23,2.511,2.55,,,,,,,,,,
2000-02-24,2.494,2.557,,,,,,,,,,
2000-02-25,2.491,2.602,,,,,,,,,,
2000-02-28,2.492,,,,,,,,,,,
2000-02-29,2.485,,,,,,,,,,,
2000-03-01,2.482,2.575,,,,,,,,,,
2000-03-02,2.481,2.578,,,,,,,,,,
2000-03-03,2.478,,,,,,,,,,,
2000-03-06,2.477,,,,,,,,,,,
2000-03-07,2.481,2.526,,,,,,,,,,
2000-03-08,2.474,2.59,,,,,,,,,,
2000-03-09,2.472,,,,,,,,,,,
2000-03-10,2.467,2.56,,,,,,,,,,
2000-03-13,2.467,,,,,,,,,,,
2000-03-14,2.453,,,,,,,,,,,
2000-03-15,2.451,2.57,,,,,,,,,,
2000-03-16,2.45,2.56,,,,,,,,,,
2000-03-17,2.451,2.492,,,,,,,,,,
2000-03-20,2.448,2.56,,,,,,,,,,
2000-03-21,2.448,,,,,,,,,,,
2000-03-22,2.44,,,,,,,,,,,
2000-03-23,2.442,2.505,,,,,,,,,,
2000-03-24,2.442,2.429,,,,,,,,,,
2000-03-27,2.434,2.539,,,,,,,,,,
2000-03-28,2.438,2.56,,,,,,,,,,
2000-03-29,2.436,2.575,,,,,,,,,,
2000-03-30,2.44,2.55,,,,,,,,,,
2000-03-31,2.421,2.475,,,,,,,,,,
2000-04-03,2.43,2.55,,,,,,,,,,
2000-04-04,2.432,2.522,,,,,,,,,,
2000-04-05,2.425,,,,,,,,,,,
2000-04-06,2.422,2.57,,,,,,,,,,
2000-04-07,2.425,2.58,,,,,,,,,,
2000-04-10,2.424,2.517,,,,,,,,,,
2000-04-11,2.421,2.57,,,,,,,,,,
2000-04-12,2.42,,,,,,,,,,,
2000-04-13,2.428,2.44,,,,,,,,,,
2000-04-14,2.418,2.52,,,,,,,,,,
2000-04-17,2.417,2.437,,,,,,,,,,
2000-04-18,2.426,2.58,,,,,,,,,,
2000-04-19,2.419,2.535,,,,,,,,,,
2000-04-20,2.418,2.503,,,,,,,,,,
2000-04-21,2.417,,,,,,,,,,,
2000-04-24,2.413,2.44,,,,,,,,,,
2000-04-25,2.401,2.55,,,,,,,,,,
2000-04-26,2.394,2.55,,,,,,,,,,
2000-04-27,2.405,2.55,,,,,,,,,,
2000-04-28,2.4,2.6,,,,,,,,,,
2000-04-29,2.381,,,,,,,,,,,
2000-04-30,,2.486,,,,,,,,,,
2000-05-08,2.401,2.475,,,,,,,,,,
2000-05-09,2.397,2.5,,,,,,,,,,
2000-05-10,2.401,2.477,,,,,,,,,,
2000-05-11,2.401,2.5,,,,,,,,,,
2000-05-12,2.398,2.5,,,,,,,,,,
2000-05-15,2.398,2.471,,,,,,,,,,
2000-05-16,2.391,2.46,,,,,,,,,,
2000-05-17,2.392,2.5,,,,,,,,,,
2000-05-18,2.392,2.48,,,,,,,,,,
2000-05-19,2.394,2.485,,,,,,,,,,
2000-05-22,2.391,2.383,,,,,,,,,,
2000-05-23,2.373,2.41,,,,,,,,,,
2000-05-24,2.391,2.47,,,,,,,,,,
2000-05-25,2.387,3.173,,,,,,,,,,
2000-05-26,2.387,2.4,,,,,,,,,,
2000-05-29,2.376,2.46,,,,,,,,,,
2000-05-30,2.376,,,,,,,,,,,
2000-05-31,2.367,2.47,,,,,,,,,,
2000-06-01,2.374,2.49,,,,,,,,,,
2000-06-02,2.376,2.46,,,,,,,,,,
2000-06-05,2.377,2.47,,,,,,,,,,
2000-06-06,2.372,2.45,,,,,,,,,,
2000-06-07,2.38,2.48,,,,,,,,,,
2000-06-08,2.375,2.478,,,,,,,,,,
2000-06-09,2.373,2.446,,,,,,,,,,
2000-06-12,2.373,2.448,,,,,,,,,,
2000-06-13,2.369,2.45,,,,,,,,,,
2000-06-14,2.3683,2.45,,,,,,,,,,
2000-06-15,2.3716,2.45,,,,,,,,,,
2000-06-16,2.3766,,,,,,,,,,,
2000-06-19,2.371,2.474,,,,,,,,,,
2000-06-20,2.369,2.453,,,,,,,,,,
2000-06-21,2.365,2.466,,,,,,,,,,
2000-06-22,2.364,2.45,,,,,,,,,,
2000-06-23,2.373,2.45,,,,,,,,,,
2000-06-26,2.367,2.426,,,,,,,,,,
2000-06-27,2.367,2.465,,,,,,,,,,
2000-06-28,2.313,2.465,,,,,,,,,,
2000-06-29,2.369,2.391,,,,,,,,,,
2000-06-30,2.365,2.302,,,,,,,,,,
2000-07-03,2.366,2.423,,,,,,,,,,
2000-07-04,2.37,2.387,,,,,,,,,,
2000-07-05,2.364,,,,,,,,,,,
2000-07-06,2.364,2.41,,,,,,,,,,
2000-07-07,2.363,2.437,,,,,,,,,,
2000-07-10,2.361,2.388,,,,,,,,,,
2000-07-11,2.355,2.44,,,,,,,,,,
2000-07-12,2.357,2.409,,,,,,,,,,
2000-07-13,2.356,2.414,,,,,,,,,,
2000-07-14,2.359,2.39,,,,,,,,,,
2000-07-17,2.359,2.4,,,,,,,,,,
2000-07-18,2.354,2.423,,,,,,,,,,
2000-07-19,2.356,2.419,,,,,,,,,,
2000-07-20,2.354,2.42,,,,,,,,,,
2000-07-21,2.358,2.414,,,,,,,,,,
2000-07-24,2.35,2.4,,,,,,,,,,
2000-07-25,2.346,,,,,,,,,,,
2000-07-26,2.349,2.399,,,,,,,,,,
2000-07-27,2.351,2.38,,,,,,,,,,
2000-07-28,2.356,2.395,,,,,,,,,,
2000-07-31,2.343,2.391,,,,,,,,,,
2000-08-01,2.338,2.42,,,,,,,,,,
2000-08-02,2.338,2.371,,,,,,,,,,
2000-08-03,2.342,2.39,,,,,,,,,,
2000-08-04,2.34,2.406,,,,,,,,,,
2000-08-07,2.331,2.39,,,,,,,,,,
2000-08-08,2.331,2.385,,,,,,,,,,
2000-08-09,2.333,,,,,,,,,,,
2000-08-10,2.323,2.361,,,,,,,,,,
2000-08-11,2.328,2.37,,,,,,,,,,
2000-08-14,2.335,2.361,,,,,,,,,,
2000-08-15,2.318,2.351,,,,,,,,,,
2000-08-16,2.321,,,,,,,,,,,
2000-08-17,2.318,2.371,,,,,,,,,,
2000-08-18,2.33,2.368,,,,,,,,,,
2000-08-21,2.318,2.378,,,,,,,,,,
2000-08-22,2.314,2.37,,,,,,,,,,
2000-08-23,2.31,,,,,,,,,,,
2000-08-24,2.316,2.345,,,,,,,,,,
2000-08-25,2.318,2.37,,,,,,,,,,
2000-08-28,2.327,2.368,,,,,,,,,,
2000-08-29,2.316,2.355,,,,,,,,,,
2000-08-30,2.311,,,,,,,,,,,
2000-08-31,2.308,2.359,,,,,,,,,,
2000-09-01,2.323,2.3,,,,,,,,,,
2000-09-04,2.311,2.332,,,,,,,,,,
2000-09-05,2.311,,,,,,,,,,,
2000-09-06,2.312,2.35,,,,,,,,,,
2000-09-07,2.31,2.381,,,,,,,,,,
2000-09-08,2.306,2.354,,,,,,,,,,
2000-09-11,2.305,2.36,,,,,,,,,,
2000-09-12,2.305,2.352,,,,,,,,,,
2000-09-13,2.305,2.358,,,,,,,,,,
2000-09-14,2.309,2.35,,,,,,,,,,
2000-09-15,2.312,2.355,,,,,,,,,,
2000-09-18,2.304,2.359,,,,,,,,,,
2000-09-19,2.302,2.35,,,,,,,,,,
2000-09-20,2.303,2.341,,,,,,,,,,
2000-09-21,2.277,2.36,,,,,,,,,,
2000-09-22,2.307,2.353,,,,,,,,,,
2000-09-25,2.31,2.344,,,,,,,,,,
2000-09-26,2.301,2.35,,,,,,,,,,
2000-09-27,2.305,2.343,,,,,,,,,,
2000-09-28,2.288,2.35,,,,,,,,,,
2000-09-29,2.301,2.355,,,,,,,,,,
2000-09-30,2.29,,,,,,,,,,,
2000-10-08,2.301,2.371,,,,,,,,,,
2000-10-09,2.301,2.342,,,,,,,,,,
2000-10-10,2.3,2.34,,,,,,,,,,
2000-10-11,2.3,2.305,,,,,,,,,,
2000-10-12,2.306,2.305,,,,,,,,,,
2000-10-13,2.302,2.341,,,,,,,,,,
2000-10-16,2.301,2.32,,,,,,,,,,
2000-10-17,2.301,2.325,,,,,,,,,,
2000-10-18,2.302,2.336,,,,,,,,,,
2000-10-19,2.301,2.354,,,,,,,,,,
2000-10-20,2.3,2.352,,,,,,,,,,
2000-10-23,2.301,2.347,,,,,,,,,,
2000-10-24,2.3,2.327,,,,,,,,,,
2000-10-25,2.301,2.334,,,,,,,,,,
2000-10-26,2.301,2.327,,,,,,,,,,
2000-10-27,2.303,2.305,,,,,,,,,,
2000-10-30,2.301,2.338,,,,,,,,,,
2000-10-31,2.302,2.314,,,,,,,,,,
2000-11-01,2.301,2.327,,,,,,,,,,
2000-11-02,2.301,2.34,,,,,,,,,,
2000-11-03,2.308,2.35,,,,,,,,,,
2000-11-06,2.301,2.32,,,,,,,,,,
2000-11-07,2.302,2.317,,,,,,,,,,
2000-11-08,2.301,2.319,,,,,,,,,,
2000-11-09,2.301,2.332,,,,,,,,,,
2000-11-10,2.308,2.347,,,,,,,,,,
2000-11-13,2.302,2.315,,,,,,,,,,
2000-11-14,2.301,2.336,,,,,,,,,,
2000-11-15,2.301,2.311,,,,,,,,,,
2000-11-16,2.308,2.341,,,,,,,,,,
2000-11-17,2.301,2.337,,,,,,,,,,
2000-11-20,2.303,2.35,,,,,,,,,,
2000-11-21,2.301,,,,,,,,,,,
2000-11-22,2.303,2.33,,,,,,,,,,
2000-11-23,2.309,2.341,,,,,,,,,,
2000-11-24,2.309,2.349,,,,,,,,,,
2000-11-27,2.314,2.35,,,,,,,,,,
2000-11-28,2.317,2.37,,,,,,,,,,
2000-11-29,2.319,2.358,,,,,,,,,,
2000-11-30,2.323,2.37,,,,,,,,,,
2000-12-01,2.329,2.375,,,,,,,,,,
2000-12-04,2.329,2.371,,,,,,,,,,
2000-12-05,2.337,2.365,,,,,,,,,,
2000-12-06,2.358,2.487,,,,,,,,,,
2000-12-07,2.358,,,,,,,,,,,
2000-12-08,2.359,2.42,,,,,,,,,,
2000-12-11,2.385,2.477,,,,,,,,,,
2000-12-12,2.387,2.462,,,,,,,,,,
2000-12-13,2.393,2.602,,,,,,,,,,
2000-12-14,2.402,,,,,,,,,,,
2000-12-15,2.412,,,,,,,,,,,
2000-12-18,2.415,2.936,,,,,,,,,,
2000-12-19,2.44,2.592,,,,,,,,,,
2000-12-20,2.475,2.56,,,,,,,,,,
2000-12-21,2.51,2.614,,,,,,,,,,
2000-12-22,2.557,,,,,,,,,,,
2000-12-25,2.597,2.73,,,,,,,,,,
2000-12-26,2.615,3.275,,,,,,,,,,
2000-12-27,2.644,,,,,,,,,,,
2000-12-28,2.622,,,,,,,,,,,
2000-12-29,2.554,2.75,,,,,,,,,,
2001-01-02,2.488,2.88,,,,,,,,,,
2001-01-03,2.467,3.0,,,,,,,,,,
2001-01-04,2.519,,,,,,,,,,,
2001-01-05,2.472,2.745,,,,,,,,,,
2001-01-08,2.461,2.802,,,,,,,,,,
2001-01-09,2.452,2.615,,,,,,,,,,
2001-01-10,2.459,2.576,,,,,,,,,,
2001-01-11,2.463,2.9,,,,,,,,,,
2001-01-12,2.513,2.665,,,,,,,,,,
2001-01-15,2.48,2.642,,,,,,,,,,
2001-01-16,2.492,2.636,,,,,,,,,,
2001-01-17,2.53,2.871,,,,,,,,,,
2001-01-18,2.545,2.937,,,,,,,,,,
2001-01-19,2.578,2.85,,,,,,,,,,
2001-01-20,2.561,,,,,,,,,,,
2001-01-21,2.52,2.8,,,,,,,,,,
2001-01-22,2.4,,,,,,,,,,,
2001-01-23,,2.45,,,,,,,,,,
2001-01-31,2.458,,,,,,,,,,,
2001-02-01,2.47,,,,,,,,,,,
2001-02-02,2.47,2.7,,,,,,,,,,
2001-02-05,2.499,2.68,,,,,,,,,,
2001-02-06,2.527,2.775,,,,,,,,,,
2001-02-07,2.52,2.775,,,,,,,,,,
2001-02-08,2.532,2.827,,,,,,,,,,
2001-02-09,2.525,2.78,,,,,,,,,,
2001-02-12,2.516,2.798,,,,,,,,,,
2001-02-13,2.523,2.751,,,,,,,,,,
2001-02-14,2.533,2.785,,,,,,,,,,
2001-02-15,2.527,2.8,,,,,,,,,,
2001-02-16,2.525,,,,,,,,,,,
2001-02-19,2.53,2.706,,,,,,,,,,
2001-02-20,2.517,,,,,,,,,,,
2001-02-21,2.527,2.7,,,,,,,,,,
2001-02-22,2.526,,,,,,,,,,,
2001-02-23,2.523,2.64,,,,,,,,,,
2001-02-26,2.529,2.63,,,,,,,,,,
2001-02-27,2.53,2.57,,,,,,,,,,
2001-02-28,2.52,2.581,,,,,,,,,,
2001-03-01,2.516,2.614,,,,,,,,,,
2001-03-02,2.505,2.54,,,,,,,,,,
2001-03-05,2.502,2.59,,,,,,,,,,
2001-03-06,2.5,,,,,,,,,,,
2001-03-07,2.494,2.55,,,,,,,,,,
2001-03-08,2.499,2.559,,,,,,,,,,
2001-03-09,2.499,2.582,,,,,,,,,,
2001-03-12,2.496,2.559,,,,,,,,,,
2001-03-13,2.495,2.554,,,,,,,,,,
2001-03-14,2.493,2.582,,,,,,,,,,
2001-03-15,2.496,2.56,,,,,,,,,,
2001-03-16,2.497,2.56,,,,,,,,,,
2001-03-19,2.494,2.56,,,,,,,,,,
2001-03-20,2.493,2.55,,,,,,,,,,
2001-03-21,2.494,2.577,,,,,,,,,,
2001-03-22,2.492,2.58,,,,,,,,,,
2001-03-23,2.487,2.58,,,,,,,,,,
2001-03-26,2.488,2.581,,,,,,,,,,
2001-03-27,2.486,2.636,,,,,,,,,,
2001-03-28,2.483,2.593,,,,,,,,,,
2001-03-29,2.475,2.58,,,,,,,,,,
2001-03-30,2.466,2.55,,,,,,,,,,
2001-04-02,2.464,2.548,,,,,,,,,,
2001-04-03,2.458,2.653,,,,,,,,,,
2001-04-04,2.456,2.54,,,,,,,,,,
2001-04-05,2.452,,,,,,,,,,,
2001-04-06,2.449,,,,,,,,,,,
2001-04-09,2.4491,2.5589,,,,,,,,,,
2001-04-10,2.439,2.645,,,,,,,,,,
2001-04-11,2.442,2.598,,,,,,,,,,
2001-04-12,2.437,2.533,,,,,,,,,,
2001-04-13,2.424,2.48,,,,,,,,,,
2001-04-16,2.425,2.563,,,,,,,,,,
2001-04-17,2.422,2.567,,,,,,,,,,
2001-04-18,2.415,2.495,,,,,,,,,,
